node,degree,degree_rank,betweenness,betweenness_rank,eigenvector,eigenvector_rank,thanks,thanks_rank,papers,papers_rank
"De Santis, Giorgio",17,368,0.0011798551,685,0.0088854799,549,2,556,1,298
"De Vries, Casper G.",6,956,0.0033973437,294,0.0001163026,2575,2,556,,
"DeAngelo, Harry",35,91,0.0044692299,222,0.0496892964,61,10,68,3,34
"DeAngelo, Linda Elizabeth",24,215,0.0026094411,387,0.0349944608,120,4,300,3,34
"DeGennaro, Ramon P.",3,1457,,,,,1,938,,
"DeLong, James Bradford",6,956,0.0025248541,414,9.47568779586116E-05,2614,,,1,298
"DeMott, Deborah A.",2,1930,0,2399,0.0060493307,711,2,556,,
"DeYoung, Robert E.",24,215,0.0034424486,291,0.0036944387,925,5,230,2,112
"Deadman, Derek F.",2,1930,,,,,1,938,,
"Deardorff, Alan V.",3,1457,1.83799785409126E-07,1891,0.0009750412,1702,1,938,,
"Debelle, Guy",1,2736,0,2399,0.00002991,2840,1,938,,
"Decaluwé, Bernard",2,1930,1.17185441930676E-08,2332,0.0001874926,2440,1,938,,
"Dechow, Patricia M.",3,1457,2.31897037505647E-05,1316,0.0013261603,1508,2,556,,
"Defond, Mark L.",3,1457,7.15607408853938E-07,1708,0.0024348062,1158,1,938,,
"Degryse, Hans",23,232,0.0055041282,179,0.0057126589,734,1,938,2,112
"Dejong, David N.",2,1930,3.2732598210667E-06,1506,5.95598996835943E-05,2696,2,556,,
"Del Angel, Gabriela F.",2,1930,,,,,,,1,298
"Del Guercio, Diane",19,316,0.0007070388,811,0.0165482516,309,5,230,1,298
"Delbaen, Freddy",1,2736,0,2399,0.0005184856,2069,1,938,,
"Demarzo, Peter M.",13,503,0.0008471962,771,0.0068666206,659,5,230,1,298
"Demers, Fanny S.",1,2736,,,,,1,938,,
"Demirgüç-Kunt, Asli",9,724,7.95111569755831E-06,1417,0.0197567564,263,,,2,112
"Dempster, Michael A.H.",5,1065,0.0019335454,499,2.17092227796382E-05,2889,2,556,,
"Demsetz, Harold",6,956,5.33285900228379E-06,1459,0.0029530686,1043,2,556,,
"Demsetz, Rebecca S.",41,56,0.0111869273,64,0.016233732,315,6,176,1,298
"Denis, David J.",44,46,0.0042439438,241,0.0397099035,96,19,16,2,112
"Denis, Diane Kowalski",18,342,0.0004709266,934,0.0121195836,423,11,54,,
"Dennert, Jürgen",2,1930,7.45706980627434E-07,1698,0.0010379629,1651,1,938,,
"Dennis, Steven A.",7,856,1.15015976683695E-05,1372,0.0049345487,795,,,1,298
"Derman, Emanuel",3,1457,0.00000305,1513,0.0004650094,2110,1,938,,
"Dermine, Jean",2,1930,0.0006311139,855,5.51580984560103E-05,2704,1,938,1,298
"Dermody, Jaime Cuevas",3,1457,5.75290993210163E-06,1451,0.001998843,1279,1,938,,
"Desai, Hemang",24,215,0.0027162378,376,0.0109371032,471,2,556,1,298
"Desai, Mihir A.",4,1218,0,2399,0.0116418699,441,2,556,,
"Detemple, Jérôme B.",11,598,0.0006199558,875,0.0019801821,1284,3,390,1,298
"Detragiache, Enrica",13,503,0.0014131215,606,0.0071171332,641,1,938,1,298
"Detzler, Miranda Lam",4,1218,,,,,,,1,298
"Devereux, Michael B.",4,1218,0.0007669022,792,7.38356411294016E-06,2981,2,556,1,298
"Dewally, Michaël",2,1930,3.21314921422822E-09,2396,0.0008268699,1820,1,938,,
"Dewatripont, Mathias",10,677,0.0002115035,1058,0.0031825018,1010,5,230,,
"Dewenter, Kathryn L.",12,553,0.0003695448,973,0.0148692228,353,,,2,112
"Dezhbakhsh, Hashem",2,1930,0,2399,2.2445515628622E-05,2879,1,938,,
"Dhaliwal, Dan S.",3,1457,1.47703879164908E-05,1351,0.0011945822,1572,2,556,,
"Di Giorgio, Giorgio",5,1065,0.0018927441,514,0.0016591609,1383,,,1,298
"Di Salvo, R.",8,782,0.0007135177,810,0.0021848656,1223,,,1,298
"Diamond, Douglas W.",23,232,0.0038038548,263,0.0335413706,128,10,68,1,298
"Dichev, Ilia D.",12,553,0.0026328755,384,0.0195765363,264,1,938,1,298
"Dierker, Egbert",1,2736,0,2399,0.000157853,2505,1,938,,
"Dietsch, Michel",6,956,0.0003156715,997,0.0017758135,1340,,,1,298
"Diez-Canedo, Javier Márquez",2,1930,,,,,,,1,298
"Diltz, John David",2,1930,2.84593216117356E-08,2149,2.45633437878852E-05,2866,1,938,,
"Dimson, Elroy",6,956,0.0007550508,798,0.0027000083,1091,2,556,1,298
"Dinç, I. Serdar",7,856,0.0013120863,627,0.0030316762,1036,,,1,298
"Dionne, Georges",2,1930,0,2399,0.0004699909,2106,1,938,,
"Dittmar, Amy K.",2,1930,1.32810167521433E-08,2310,0.0025095071,1139,1,938,,
"Dittmar, Robert F.",5,1065,4.19573413552837E-05,1263,0.0009078478,1760,2,556,,
"Dixit, Avinash",2,1930,0.0002103049,1062,0.0001809591,2464,1,938,,
"Djankov, Simeon",10,677,0.0008273586,781,0.0108400849,474,1,938,1,298
"Dockner, Engelbert J.",1,2736,0,2399,0.000157853,2505,1,938,,
"Dominguez, Kathryn Mary E.",5,1065,3.38118938500299E-06,1504,0.0029480098,1045,2,556,,
"Domowitz, Ian",20,288,0.0037203433,274,0.0113904391,452,2,556,2,112
"Donaldson, R. Glen",2,1930,0,2399,0.001314174,1512,1,938,,
"Dooley, Michael P.",1,2736,0,2399,0.0002012317,2410,1,938,,
"Dopuch, Nicholas",2,1930,0.000000021,2221,0.0001613874,2492,1,938,,
"Dornbusch, Rüdiger",1,2736,0,2399,0.0078856173,602,2,556,,
"Dotsey, Michael",4,1218,7.00557314344284E-05,1203,3.93981997558782E-05,2786,2,556,,
"Doukas, John A.",10,677,0.0012200829,680,0.0082468913,578,,,2,112
"Dow, James",16,403,0.0059912375,160,0.0145301363,360,3,390,2,112
"Dowd, Kevin",1,2736,,,,,1,938,,
"Downie, David Leonard",2,1930,7.21747530248893E-07,1707,0.0001494343,2528,1,938,,
"Doyle, Barry W.",3,1457,1.57265446585127E-06,1623,0.0004074974,2162,1,938,,
"Drazen, Allan",1,2736,0,2399,1.52806627878961E-06,3068,1,938,,
"Driscoll, John C.",1,2736,0,2399,1.52806627878961E-06,3068,1,938,,
"Drudi, Francesco",1,2736,,,,,,,1,298
"Duan, Jinchuan",13,503,0.0016737881,561,0.0022471055,1205,5,230,1,298
"Dubin, Jeffrey A.",1,2736,0,2399,0.0008485941,1799,1,938,,
"Dubofsky, David A.",7,856,0.000957571,736,0.0023228983,1190,3,390,,
"Duca, John V.",3,1457,0.0006797242,820,0.0011279635,1595,1,938,1,298
"Dueker, Michael J.",2,1930,0.0031427202,323,0.0001767665,2468,2,556,,
"Duffee, Gregory R.",16,403,0.0027267935,375,0.0246456502,202,5,230,2,112
"Duffie, J. Darrell",31,118,0.013043225,51,0.0154622966,334,13,38,1,298
"Duffy, Michael F.",2,1930,0,2399,0.0021299319,1235,1,938,,
"Dufour, Alfonso",3,1457,9.96076256410747E-08,2001,7.51437822078659E-05,2667,,,1,298
"Duhamel, Marc",1,2736,0,2399,7.41461876376247E-07,3108,1,938,,
"Dumas, Bernard",39,69,0.0135135071,47,0.0072502308,635,4,300,1,298
"Dunbar, Craig G.",19,316,0.000174818,1091,0.0271937261,180,4,300,2,112
"Dunn, Kenneth B.",7,856,0.0003388638,984,0.0096354809,517,,,1,298
"Dunning, Alison",1,2736,,,,,,,1,298
"Dupont, Dominique Y.",5,1065,0.0006327807,846,0.0021726658,1226,,,1,298
"Durtschi, Cindy",1,2736,0,2399,0.0011433354,1589,1,938,,
"Dutkowsky, Donald H.",3,1457,0.0006311139,855,0.0020602632,1259,,,1,298
"Dutta, Prajit K.",2,1930,1.24509532051343E-08,2314,0.0003501879,2240,1,938,,
"Dutta, Shantanu",17,368,0.0047921567,207,0.0007743595,1889,,,1,298
"Dwyer, Gerald P.",3,1457,6.44501329754919E-07,1759,0.0009151241,1757,2,556,,
"Dybvig, Philip H.",28,158,0.007391716,120,0.0119633937,430,9,82,3,34
"Dyckman, Thomas R.",2,1930,0,2399,0.002097685,1245,1,938,,
"Dyl, Edward A.",10,677,4.24885558744937E-05,1258,0.0082535981,577,5,230,,
"Décamps, Jean Paul",2,1930,1.49411438461612E-07,1928,0.0003856555,2202,1,938,,
E HUERTA,2,1930,3.98430502564299E-08,2119,3.01747764247307E-08,3168,1,938,,
ED GEORGE,2,1930,0,2399,0.0105030933,487,1,938,,
ED MCCAFFEREY,1,2736,0,2399,0.0002012317,2410,1,938,,
ELENA KEUNG,3,1457,,,,,1,938,,
ELIZA WRIGHT,3,1457,7.19875174556792E-06,1424,0.0015905999,1410,1,938,,
ELIZABETH M KRAHMER,3,1457,0.000001134,1650,0.002070843,1251,1,938,,
ELOY FONTECHA,2,1930,3.32025418803582E-08,2134,0.00003575,2811,1,938,,
ENEAS CALDINO,1,2736,,,,,1,938,,
ERNEST GINSBERG,1,2736,0,2399,0.0034519331,965,1,938,,
"EYTAN, T. HANAN",2,1930,1.69332963589827E-07,1914,0.0007044002,1938,1,938,,
"Eades, Kenneth M.",8,782,7.25356161477456E-05,1201,0.0025140291,1129,4,300,1,298
"Eakin, Mark E.",2,1930,2.84593216117356E-08,2149,2.45633437878852E-05,2866,1,938,,
"Easley, David A.",14,467,0.001134228,698,0.0103730845,493,4,300,1,298
"Easterly, William R.",1,2736,0,2399,0.0034614317,962,2,556,,
"Easterwood, John C.",10,677,0.0031535774,317,0.0061196254,704,,,2,112
"Easterwood, Cintia M.",1,2736,0,2399,0.0003078656,2272,1,938,,
"Easton, Peter D.",7,856,0.0002199495,1053,0.0034100243,975,3,390,,
"Eberhart, Allan C.",10,677,0.0007442747,802,0.0158715858,324,3,390,1,298
"Eberly, Janice C.",2,1930,2.49019064102687E-08,2172,0.0010795827,1618,1,938,,
"Eckbo, B. Espen",44,46,0.0138738993,44,0.0395990318,97,4,300,3,34
"Edelen, Roger M.",21,270,8.03455292251587E-05,1190,0.0315646752,144,6,176,1,298
"Ederington, Louis H.",3,1457,0.0010430627,713,0.0002307784,2356,2,556,,
"Edison, Hali J.",1,2736,0,2399,1.33788309012367E-05,2929,1,938,,
"Edwards, Amy K.",1,2736,0,2399,0.0013445167,1496,1,938,,
"Edwards, Franklin R.",3,1457,1.86654366827251E-06,1587,0.0014531365,1457,1,938,,
"Eeckaut, Philippe Vanden",1,2736,0,2399,0.0001525526,2515,1,938,,
"Egli, Dominik",2,1930,0.003780707,271,0.0004875302,2091,2,556,,
"Eichenbaum, Martin S.",3,1457,2.04432793577634E-05,1327,4.59654505990631E-05,2773,2,556,,
"Eichengreen, Barry J.",2,1930,2.06835234643692E-05,1325,0.0008533608,1797,2,556,,
"Eichholtz, Piet M.A.",4,1218,6.29100793522577E-08,2061,0.0001109584,2580,1,938,,
"Eijffinger, Sylvester C.W.",5,1065,0.0004217741,949,7.27848297134803E-06,2983,,,1,298
"Eisenbeis, Robert A.",12,553,0.0018739083,526,0.0059324344,723,6,176,,
"Eisenberg, Theodore",6,956,0.0002747641,1030,0.0012798286,1520,1,938,1,298
"Eldenburg, Leslie G.",2,1930,1.81104773892863E-08,2250,0.0002379513,2341,1,938,,
"Eldor, Rafi",1,2736,0,2399,7.22378195355487E-07,3113,1,938,,
"Eleswarapu, Venkat R.",8,782,0.0007308944,803,0.0010186034,1668,1,938,1,298
"Elliott, Graham",2,1930,0.0002103049,1060,3.84936548646923E-05,2805,1,938,,
"Elliott, John A.",4,1218,0,2399,0.0051665236,777,2,556,,
"Ellis, David M.",9,724,0.0010809042,707,0.0023731077,1180,4,300,,
"Ellis, Katrina",31,118,0.0108934009,67,0.0154993037,333,,,2,112
"Ellis, Paul D.",1,2736,0,2399,5.50184386011926E-05,2706,1,938,,
"Ellison, Glenn",9,724,7.61299326788083E-05,1196,0.0273727716,178,3,390,1,298
"Elmendorf, Douglas W.",4,1218,0.0001766872,1088,0.0001356583,2554,,,1,298
"Elsas, Ralf",15,432,0.0062446999,157,0.0087828119,558,1,938,1,298
"Elton, Edwin J.",21,270,0.001717371,555,0.0138463597,375,11,54,1,298
"Elwood, S. Kirk",4,1218,,,,,,,1,298
"Elyasiani, Elyas",4,1218,0.0006308151,861,0.000003807,3008,,,1,298
"Elzinga, Kenneth G.",2,1930,0.0004890264,920,1.86277535545876E-06,3057,1,938,,
"Embrechts, Paul",1,2736,0,2399,5.50184386011926E-05,2706,1,938,,
"Emmons, William R.",4,1218,2.91955626683951E-05,1297,0.0021645874,1228,2,556,,
"Emons, Winand",1,2736,0,2399,1.25350453998286E-06,3081,1,938,,
"Engel, Charles",2,1930,0,2399,2.89343569561158E-05,2847,1,938,1,298
"Engelhardt, Gary V.",2,1930,3.45859811253732E-08,2126,0.0005250881,2059,1,938,,
"Engineer, Merwan H.",1,2736,,,,,1,938,,
"Engle, Robert F.",9,724,0.0019415516,496,0.0014554096,1456,3,390,1,298
"Englund, Peter",3,1457,0,2399,3.48671959339315E-06,3023,,,1,298
"Eom, Youngho",8,782,6.85077478403987E-05,1205,0.0016988859,1369,5,230,,
"Epps, Thomas W.",1,2736,0,2399,0.0010342129,1661,1,938,,
"Epstein, Michael K.",3,1457,9.84748183033507E-06,1390,0.0009553359,1735,1,938,,
"Eramo, Ginette",3,1457,8.46664817949135E-06,1409,0.0001413729,2547,1,938,,
"Erdal, Sina M.",6,956,7.30286983202834E-05,1200,0.0036015041,941,,,1,298
"Ericsson, Neil R.",2,1930,0.0015752946,587,7.49336948163605E-06,2977,2,556,,
"Erlei, Mathias",2,1930,7.45706980627434E-07,1698,0.0010379629,1651,1,938,,
"Errunza, Vihang R.",17,368,0.0052581818,188,0.0036958518,924,3,390,1,298
"Erwin, Gayle R.",2,1930,9.4627244359021E-07,1674,0.0007025143,1941,1,938,,
"Espenlaub, Susanne",2,1930,2.33775236027782E-07,1864,0.0014521803,1460,1,938,,
"Espinosa-Vega, Marco A.",2,1930,7.55911203476155E-07,1695,0.0002409637,2337,1,938,,
"Estrada, Javier",1,2736,0,2399,5.50184386011926E-05,2706,1,938,,
"Estrella, Arturo",2,1930,4.98038128205373E-08,2086,2.66704613364118E-05,2858,1,938,,
"Esty, Benjamin C.",33,107,0.0038795938,260,0.0504511743,59,3,390,2,112
"Ettin, Edward C.",11,598,0.000214907,1054,0.0096284018,518,6,176,,
"Ettredge, Michael L.",2,1930,0.000000021,2221,0.0001613874,2492,1,938,,
"Evanoff, Douglas D.",3,1457,9.13069901709851E-08,2012,0.00028804,2286,1,938,,
"Evans, Charles L.",9,724,0.005075792,193,0.0002194332,2386,2,556,1,298
"Evans, Jocelyn D.",5,1065,0.0001404548,1121,0.0013064139,1515,2,556,,
"Evans, Martin D.D.",4,1218,0.0005454298,896,0.0008189638,1836,2,556,1,298
"Evans, Paul",6,956,0.0024432114,430,0.0001647088,2488,2,556,,
"Evans, Richard B.",3,1457,1.07269750690388E-07,1982,3.5037065907776E-05,2814,1,938,,
"Ewert, Ralf",4,1218,0.0016333538,566,0.0004924629,2083,2,556,,
"Ezzamel, Mahmoud A.",2,1930,0.0001576789,1104,5.14063967443915E-06,2993,1,938,,
FEI GUAN,2,1930,0.000002947,1527,0.0005339698,2050,1,938,,
FELDA HARDYMON,1,2736,0,2399,0.0077478669,610,1,938,,
"FELDMAN, DAVID",4,1218,1.7557820361018E-06,1607,0.004146848,874,3,390,,
FELICIA KUNG,3,1457,3.18744402051439E-06,1508,0.0005141066,2073,1,938,,
"FLOOD, ROBERT P.",2,1930,1.81104773892863E-08,2250,8.03235931997443E-07,3094,1,938,,
FRANS TEMPELAAR,2,1930,1.32810167521433E-08,2310,0.0025095071,1139,1,938,,
FRED CARNS,1,2736,0,2399,0.0034519331,965,1,938,,
FRED RENWICK,1,2736,0,2399,0.0052388801,770,1,938,,
"Fagiolo, Giorgio",1,2736,0,2399,0.0007309348,1925,1,938,,
"Faig, Miquel",0,3397,,,,,,,1,298
"Fairchild, Lisa M.",3,1457,4.57965816363632E-05,1250,0.0010248185,1666,1,938,,
"Fama, Eugene F.",63,14,0.0060334302,159,0.2503305124,2,21,12,5,4
"Fang, Lily",7,856,0.0002249616,1048,0.0031697969,1011,,,1,298
"Farnsworth, Heber K.",4,1218,3.54039243558405E-05,1280,0.001585711,1417,2,556,,
"Farr, Dorsey D.",2,1930,2.80893504307831E-06,1532,0.0009878815,1690,1,938,,
"Farrell, Kathleen A.",2,1930,,,,,1,938,,
"Fatum, Rasmus",2,1930,0,2399,6.85212731621958E-07,3116,,,1,298
"Faust, Jon",1,2736,0,2399,0.00002991,2840,1,938,,
"Favero, Carlo A.",10,677,0.0023186533,444,0.0015308523,1428,4,300,1,298
"Fazzari, Steven M.",2,1930,1.66012709401791E-08,2274,4.0882545453925E-05,2779,1,938,,
"Feeney, Jo Anne",1,2736,,,,,1,938,,
"Fehrs, Donald H.",2,1930,6.72879884458057E-07,1745,0.0002268224,2376,1,938,,
"Feinstein, Steven P.",2,1930,0.000000192,1888,0.0009729249,1713,1,938,,
"Feldman, Ron J.",4,1218,4.55007308375772E-06,1482,0.0021789295,1224,2,556,,
"Feldstein, Martin S.",1,2736,0,2399,0.0082308624,580,1,938,,
"Feliz, Raúl Anibal",2,1930,2.84593216117356E-08,2149,7.51280595350714E-07,3103,1,938,,
"Felli, Leonardo",2,1930,4.1256673630427E-08,2103,0.0016519723,1384,1,938,,
"Fenn, George W.",11,598,0.0012638216,646,0.0083824846,570,1,938,2,112
"Ferguson, Michael F.",2,1930,4.13608807423891E-08,2102,0.0012445352,1545,1,938,,
"Fernando, Chitru S.",2,1930,0,2399,0.0007590412,1903,1,938,,
"Fernández-Ruiz, Jorge",5,1065,,,,,,,1,298
"Ferri, Giovanni",13,503,0.0025560292,403,0.0027399646,1079,2,556,2,112
"Ferri, Michael G.",1,2736,0,2399,0.0013445167,1496,1,938,,
"Ferrier, Gary D.",5,1065,3.9625955541202E-06,1496,0.0003624085,2227,2,556,,
"Ferson, Wayne E.",62,16,0.0257417418,13,0.0366715453,108,24,8,3,34
"Field, Laura Casares",14,467,0.0003101007,1012,0.0106246295,482,7,142,,
"Fields, L. Paige",1,2736,0,2399,3.23584202101974E-05,2826,,,1,298
"Fields, T. Windsor",1,2736,,,,,1,938,,
"Figlewski, Stephen",19,316,0.0087981099,92,0.0093302889,530,6,176,2,112
"Filardo, Andrew J.",2,1930,3.10354762098453E-07,1841,0.0009262643,1753,1,938,,
"Finger, Christopher C.",1,2736,0,2399,2.27801172614562E-05,2874,1,938,,
"Finn, Mary G.",1,2736,0,2399,0.0002629763,2321,,,1,298
"Fischer, Karl Hermann",2,1930,2.14539501380776E-07,1870,0.0004422409,2133,1,938,,
"Fischer, Klaus P.",2,1930,1.17185441930676E-08,2332,0.0001874926,2440,1,938,,
"Fischer, Paul E.",3,1457,0.000000047,2101,0.0027542702,1073,2,556,,
"Fischer, Stanley",2,1930,0,2399,0.0079155274,600,3,390,,
"Fishback, Price V.",1,2736,0,2399,0.0011433354,1589,1,938,,
"Fishe, Raymond P.H.",8,782,0.0018927939,513,0.0032037632,1008,1,938,1,298
"Fisher, Gordon R.",2,1930,0.0001261033,1137,1.58303882721786E-05,2905,1,938,,
"Fisher, Jonas D.M.",7,856,0.0012682549,638,0.0007184693,1934,,,1,298
"Fisher, Larry A.",6,956,9.45304253791234E-05,1175,0.0021429718,1233,3,390,,
"Fisher, Mark",10,677,0.0028138303,356,0.0055348927,749,5,230,1,298
"Fishman, Michael J.",16,403,0.0016424422,564,0.0146718424,358,10,68,,
"Fisman, Raymond J.",2,1930,1.53242500986269E-08,2287,0.0010659124,1639,1,938,,
"Flanders, M. June",2,1930,2.49019064102687E-08,2172,8.46529062396458E-08,3153,1,938,,
"Flanders, Stephanie",4,1218,8.33256099112836E-08,2023,0.000628582,1984,1,938,,
"Flandreau, Marc R.",2,1930,0.0001049817,1163,2.61651053164331E-05,2861,1,938,,
"Flannery, Mark J.",88,5,0.0236504055,17,0.0685714918,32,27,5,3,34
"Flavell, Richard B.",11,598,0.0014054333,608,7.14036477679883E-05,2673,,,1,298
"Fleming, Jeff",44,46,0.0162138798,31,0.0119310144,432,2,556,2,112
"Fleming, Michael J.",17,368,0.0023574345,440,0.0043274649,843,,,1,298
"Flood, Mark D.",22,248,0.0068217148,135,0.0022054952,1215,,,1,298
"Fluck, Zsuzsanna",41,56,0.0021626207,457,0.1041453505,17,3,390,2,112
"Foerster, Stephen R.",11,598,0.0008942966,760,0.0061894744,699,4,300,1,298
"Foglia, Antonella",12,553,0.0010215874,716,0.0059889083,719,,,2,112
"Fohlin, Caroline",19,316,0.0087727581,94,0.0168716646,304,,,1,298
"Fong, Waiming",3,1457,1.62422366517362E-06,1619,0.0015209584,1430,,,1,298
"Fooladi, Iraj J.",3,1457,0.0001549664,1110,0.0004937908,2082,2,556,,
"Foote, Christopher L.",1,2736,0,2399,0.0042662059,854,1,938,,
"Foresi, Silverio",16,403,0.0005800361,886,0.0115766855,444,7,142,1,298
"Fornari, Fabio",1,2736,0,2399,0.0001761815,2469,1,938,,
"Forster, Margaret M.",4,1218,1.91545141547657E-06,1580,0.0031470885,1015,2,556,,
"Forsyth, Joetta",2,1930,0.000000021,2221,0.0067945166,665,1,938,,
"Forsythe, Robert",2,1930,0,2399,0.0001642962,2489,,,1,298
"Foster, F. Douglas",8,782,0.0001352792,1125,0.0134797543,385,4,300,,
"Foucault, Thierry",17,368,0.0012260061,679,0.0069677508,653,2,556,1,298
"Fox, Merritt B.",3,1457,1.83799785409126E-07,1891,0.0009750412,1702,1,938,,
"Francioni, Reto",2,1930,0.0001261033,1133,0.00000051,3127,1,938,,
"Francis, Jack Clark",2,1930,3.76507293093057E-08,2123,0.0001316119,2564,1,938,,
"Frank, Murray Z.",20,288,0.0010577284,710,0.0227089306,224,2,556,2,112
"Franke, Günter",2,1930,2.33775236027782E-07,1864,0.0014521803,1460,1,938,,
"Frankel, Jeffrey A.",3,1457,1.85387245850652E-06,1590,0.0007921981,1861,1,938,,
"Franks, Julian R.",16,403,6.74057532483221E-05,1207,0.0213924631,236,13,38,1,298
"Franses, Philip Hans",3,1457,,,,,,,1,298
"Fraser, Donald R.",11,598,0.0026384705,383,0.0006429771,1978,1,938,3,34
"Fratianni, Michele U.",4,1218,6.77722472499077E-07,1727,0.0002189164,2387,1,938,,
"Freedman, Charles",1,2736,0,2399,0.000039032,2799,1,938,,
"Freeman, Scott",9,724,0.0008155213,783,0.0007828513,1869,2,556,1,298
"Freixas, Xavier",16,403,0.0018653669,528,0.003833763,913,3,390,2,112
"Fremault Vila, Anne",2,1930,0,2399,0.0011689302,1574,1,938,,
"French, Kenneth R.",51,29,0.0055644482,177,0.1673295765,7,17,19,4,10
"Fridson, Martin S.",1,2736,0,2399,0.0004217626,2154,1,938,,
"Fried, Harold O.",5,1065,0.0004443119,939,0.001197401,1570,,,1,298
"Friedman, Benjamin M.",1,2736,0,2399,0.0009798125,1699,1,938,,
"Friedman, Eric J.",19,316,0.002563993,399,0.0110451809,466,,,1,298
"Frino, Alex",3,1457,,,,,,,1,298
"Froewiss, Kenneth C.",1,2736,0,2399,0.0023667349,1183,1,938,,
"Froot, Kenneth A.",20,288,0.0019086445,507,0.034434652,124,6,176,2,112
"Fudenberg, Drew K.",1,2736,0,2399,0.0014336002,1472,1,938,,
"Fuerst, Timothy S.",1,2736,0,2399,4.88725284468946E-05,2762,1,938,,
"Fulghieri, Paolo",38,76,0.0087259478,95,0.0298477379,154,3,390,2,112
"Fung, Alexander Kwok Wah",2,1930,,,,,,,1,298
"Fung, K. K.",3,1457,1.07269750690388E-07,1982,3.5037065907776E-05,2814,1,938,,
"Furfine, Craig H.",5,1065,0.0006402497,839,0.0010817164,1613,2,556,1,298
"Furlong, Frederick T.",3,1457,7.37882805735856E-07,1703,0.000182991,2461,1,938,,
"Féllingham, John C.",4,1218,0.0001081616,1160,0.0051484567,779,2,556,,
GAIL FOSLER,1,2736,0,2399,4.79620996080758E-05,2767,1,938,,
GAMES KENYON,2,1930,2.49019064102687E-08,2172,0.0014185613,1478,1,938,,
GARY WHELAN,3,1457,0.000001134,1650,0.002070843,1251,1,938,,
GENE IMHOFF,2,1930,0,2399,0.0007418207,1916,1,938,,
"GENNOTTE, GERARD",4,1218,5.5216794691989E-05,1235,0.0011681881,1577,2,556,,
GEOFFREY BRENNAN,1,2736,0,2399,2.70676371797732E-06,3033,1,938,,
GEORGE KIRIKOS,2,1930,1.32558467901814E-07,1944,0.0012699564,1523,1,938,,
GERALD HOLTZ,3,1457,0.000000388,1817,0.0007962337,1848,1,938,,
GERALD SCHENK,4,1218,0.0016333538,566,0.0004924629,2083,2,556,,
GIBI GEORGE,2,1930,0,2399,0.0025138117,1130,1,938,,
GILLES DEMONSANT,3,1457,1.96444442300953E-06,1567,0.000576653,2013,1,938,,
GIORGIO ZEN,1,2736,0,2399,0.0001761815,2469,1,938,,
GLEN KENTWELL,3,1457,1.01846060434204E-05,1381,0.0007783341,1874,1,938,,
GORDON DELIANEDIS,3,1457,0,2399,0.0033014867,989,2,556,,
GUNJA SENGUPTA,2,1930,1.10675139601194E-08,2354,8.25727785124328E-05,2638,1,938,,
GYORGY MOHAI,1,2736,0,2399,2.79281291527698E-05,2849,1,938,,
"Gagnon, Jean Marie",2,1930,1.17185441930676E-08,2332,0.0001874926,2440,1,938,,
"Galai, Dan",2,1930,,,,,,,1,298
"Gale, Douglas M.",11,598,0.0006835946,817,0.0111616916,463,2,556,2,112
"Galeotti, Marzio",1,2736,0,2399,0.0112552939,457,1,938,,
"Gallais-Hamonno, Georges",1,2736,0,2399,5.50184386011926E-05,2706,1,938,,
"Gallant, A. Ronald",5,1065,0.0004677538,935,0.0017542507,1346,3,390,,
"Gan, Jie",1,2736,0,2399,0.004277987,852,1,938,,
"Gandar, John M.",6,956,0.0003152083,1005,0.0045729983,823,,,1,298
"Gande, Amar",4,1218,2.91851666812322E-05,1298,0.0084946634,567,,,1,298
"Gangopadhyay, Shubhashis",2,1930,0,2399,3.55400155648882E-07,3143,,,1,298
"Gao, Bin",19,316,0.0002660432,1034,0.0083698301,572,,,2,112
"Garbade, Kenneth D.",7,856,1.53429160668626E-05,1348,0.0031914083,1009,4,300,,
"Garber, Peter M.",1,2736,0,2399,0.0001761815,2469,1,938,,
"Garcia, René",7,856,0.0005697098,891,0.0034041092,976,4,300,,
"García-Marco, Teresa",5,1065,0.0012611321,666,5.99699530207734E-07,3121,,,1,298
"Garella, Paolo Giorgio",11,598,0.0012890586,630,0.0066925856,677,,,1,298
"Garfinkel, Jon A.",21,270,0.0034845929,285,0.0097659992,510,5,230,1,298
"Garfinkel, Michelle R.",1,2736,0,2399,9.77064180251673E-05,2600,1,938,,
"Garmaise, Mark J.",3,1457,4.1256673630427E-08,2103,0.0129072662,401,2,556,,
"Garrison, Roger W.",2,1930,0,2399,4.56953907343608E-06,3004,2,556,,
"Garvey, Gerald T.",17,368,0.0005392282,900,0.0104738467,490,1,938,1,298
"Gaver, Kenneth M.",2,1930,2.49019064102687E-08,2172,0.0004873494,2092,1,938,,
"Gavin, William T.",1,2736,0,2399,0.000000585,3123,1,938,,
"Geanakoplos, John D.",2,1930,4.90964070293188E-06,1470,0.0007848308,1865,1,938,,
"Gehrig, Thomas P.",2,1930,0.000006101,1447,7.05514556975949E-05,2678,2,556,,
"Geman, Hélyette",3,1457,0.0006311181,854,0.0007779726,1881,1,938,1,298
"Genay, Hesna",4,1218,5.82615018023943E-05,1228,0.0029799739,1042,2,556,,
"Generale, Andrea",3,1457,2.01459869020253E-07,1877,0.000397987,2173,1,938,,
"George, Thomas J.",24,215,0.0023568493,442,0.0107895534,477,12,49,,
"Geppert, John M.",3,1457,7.37882805735856E-07,1703,0.000182991,2461,1,938,,
