node,degree,degree_rank,betweenness,betweenness_rank,eigenvector,eigenvector_rank,thanks,thanks_rank,papers,papers_rank
ANTONELLO D AGOSTINO,2,4410,7.87917133179269E-08,4034,0.000004093,5749,1,1984,,
ANTONIO DIEZ DE LOS RIOS,2,4410,8.75463481310299E-09,4597,0.0001070259,4536,1,1984,,
ANTONIS PAPANTOLEON,3,3257,8.57576120028456E-07,3457,7.96102699720679E-05,4739,1,1984,,
AOFIE HANLEY,1,5841,0,5087,1.92751465983544E-05,5328,1,1984,,
APOORVA KOTICHA,3,3257,3.09228087818895E-07,3674,0.0013008872,2509,1,1984,,
AREEDAM CHANDA,2,4410,2.91821160436766E-09,4931,8.04980935019806E-05,4715,1,1984,,
ARKADEB CHATTERJEE,3,3257,0.0007991918,1140,3.91309618690711E-07,6026,1,1984,,
ARTO THURLIN,1,5841,0,5087,8.09288881806244E-05,4692,1,1984,,
ARUN NARAYANASAMY,3,3257,1.03858883184802E-06,3402,0.0001497202,4313,1,1984,,
ASHLEY POLLET,2,4410,0,5087,0.0010373327,2724,1,1984,,
"ASQUITH, PAUL",3,3257,0,5087,0.0045948822,1240,2,1206,,
AVI NACHMANY,3,3257,8.25847187880224E-07,3473,0.0009864646,2796,1,1984,,
AVI WHOL,3,3257,2.20452094317382E-07,3744,0.0004326369,3565,1,1984,,
"Aabo, Tom",2,4410,8.09978812908289E-05,2337,0.000004786,5723,1,1984,,
"Aase, Knut Kristian",2,4410,6.56597610982724E-09,4660,2.59493554816765E-06,5851,1,1984,,
"Abadir, Karim Maher",3,3257,0.0001499929,2107,0.000326167,3810,2,1206,,
"Abaffy, József",4,2798,,,,,,,1,704
"Abbott, Ashok",2,4410,0.000000011,4533,0.0001135391,4495,1,1984,,
"Abel, Andrew B.",28,505,0.0009978898,965,0.018709524,415,13,128,,
"Abhyankar, Abhay H.",10,1599,0.0014429314,717,0.0008313616,2985,1,1984,2,256
"Abou-Zied, Khaled",7,2033,0.000000394,3618,0.000001068,5968,,,1,704
"Abrahamson, Mark",2,4410,5.83642320873533E-09,4703,0.0001392959,4362,1,1984,,
"Abramitzky, Ran",1,5841,0,5087,0.000687511,3151,1,1984,,
"Acemoglu, Daron",15,1100,0.0008878343,1065,0.0050119917,1174,4,653,1,704
"Acerbi, Carlo",3,3257,3.15166853271708E-08,4269,2.13512347758184E-06,5882,1,1984,,
"Acharya, Viral V.",107,14,0.0108743558,41,0.0867373876,19,24,24,6,8
"Ackert, Lucy F.",5,2461,7.90308177557664E-05,2362,0.0036906459,1468,3,855,,
"Adam, Alexandre",9,1713,0.0006045121,1320,0.000072091,4808,,,1,704
"Adam, Klaus",1,5841,0,5087,0.0001308084,4404,1,1984,,
"Adam, Tim R.",25,595,0.0010778819,917,0.0189409987,410,1,1984,2,256
"Adam-Müller, Axel F.A.",5,2461,5.03347924750922E-05,2511,0.0021078751,1967,2,1206,,
"Adams, Brian J.",5,2461,1.4532693789751E-06,3333,7.29431884504217E-05,4802,,,1,704
"Adams, John C.",6,2218,5.21962082636824E-06,3028,0.0005732928,3317,,,1,704
"Adams, Mike B.",15,1100,0.0007130014,1207,0.0007419809,3072,,,1,704
"Adams, Renée Birgit",36,339,0.0025529956,402,0.0170056985,446,6,415,2,256
"Adams, Robert M.",1,5841,0,5087,6.98813485635727E-05,4822,1,1984,,
"Adcock, Christopher J.",3,3257,8.6787156619554E-07,3440,0.0026263351,1739,1,1984,,
"Adkisson, J. Amanda",2,4410,0,5087,0.0003305932,3791,1,1984,,
"Adler, Michael",3,3257,5.84984257359907E-06,3009,0.0006052687,3251,1,1984,,
"Admati, Anat R.",20,791,0.0003926006,1554,0.0101467087,707,5,520,1,704
"Adolfson, Malin",2,4410,1.11761295486421E-09,5081,0.0001083142,4523,1,1984,,
"Adrian, Tobias",43,236,0.0007696804,1163,0.031668712,214,8,279,3,97
"Afonso, Gara",1,5841,0,5087,0.0007597091,3043,1,1984,,
"Agarwal, Sumit",4,2798,,,,,1,1984,,
"Agarwal, Vikas",50,173,0.0012755097,811,0.0116272352,626,10,204,1,704
"Agarwal, Vineet",4,2798,0.0001115345,2207,1.3686533292515E-05,5440,,,1,704
"Agell, Jonas",4,2798,0.000000021,4388,6.64029314833689E-06,5642,1,1984,,
"Aggarwal, Rajesh K.",26,560,0.0046866228,172,0.0079379428,853,7,346,1,704
"Aggarwal, Reena",32,403,0.0014185517,732,0.0204393832,368,2,1206,2,256
"Aghion, Philippe",12,1369,1.21073150708793E-05,2848,0.0154210507,491,3,855,1,704
"Agrawal, Anup",14,1178,0.0003784518,1570,0.0034053792,1528,5,520,,
"Aguerrevere, Felipe L.",15,1100,1.39572982590737E-06,3337,0.0108032732,666,1,1984,1,704
"Aguiar, Mark",2,4410,0,5087,0.0011104993,2656,1,1984,,
"Aguiar-Conraria, Luís",4,2798,7.87917133179269E-08,4034,6.0494412929212E-07,6002,,,1,704
"Agusman, Agusman",3,3257,,,,,,,1,704
"Agénor, Pierre Richard",2,4410,,,,,1,1984,,
"Ahearne, Alan G.",1,5841,0,5087,9.70542680567418E-06,5555,1,1984,,
"Ahlin, Christian R.",1,5841,0,5087,6.18655157383876E-05,4852,1,1984,,
"Ahmed, Shaghil",2,4410,0.000000209,3758,1.44116401859991E-05,5426,1,1984,,
"Ahmed, Shaista",2,4410,0,5087,9.17553096726807E-05,4641,,,1,704
"Ahn, Dong Hyun",4,2798,2.93454356820126E-06,3161,0.0033622936,1537,,,1,704
"Ahn, HeeJoon",2,4410,5.83642320873533E-09,4703,3.13279154683687E-05,5114,1,1984,,
"Ahn, Seoungpil",2,4410,0,5087,0.0017386791,2136,1,1984,,
"Ahn, Seung Chan",2,4410,0,5087,0.000058751,4892,,,1,704
"Ahn, SungYoon",2,4410,0,5087,5.37593908657764E-08,6106,,,1,704
"Airaudo, Marco",2,4410,8.75463481310299E-09,4597,7.85160459450248E-08,6087,1,1984,,
"Aizenman, Joshua",4,2798,0.0001195988,2185,0.000055535,4908,2,1206,,
"Akdoĝu, Evrim",2,4410,2.28381777733121E-09,4995,0.000736577,3083,1,1984,,
"Akerlof, George A.",4,2798,0.0019073899,548,0.0069483668,956,4,653,,
"Akhigbe, Aigbe O.",4,2798,0.0006829682,1222,0.0001781712,4197,1,1984,2,256
"Akram, Qaisar Farooq",10,1599,0.001099838,904,0.0003390774,3772,,,2,256
"Aksoy, Yunus",2,4410,1.31319522196545E-08,4474,8.14918668284172E-09,6145,1,1984,,
"Aktas, Nihat",17,960,0.0012430126,834,0.0049790624,1180,2,1206,1,704
"Alavi, Arash",10,1599,0.001542359,671,0.0009094715,2895,,,1,704
"Albanese, Claudio",3,3257,8.57576120028456E-07,3457,7.96102699720679E-05,4739,1,1984,,
"Albuquerque, Rui",38,304,0.0014409846,723,0.0153607172,497,2,1206,3,97
"Alegría, Carlos Manuel",3,3257,1.60866414690767E-07,3859,0.000029847,5139,1,1984,,
"Alessandrini, Pietro",9,1713,0.0006477204,1291,1.99978136926414E-06,5893,,,1,704
"Alevy, Jonathan E.",8,1882,,,,,,,1,704
"Alexander, Carol O.",11,1487,0.0009885162,978,0.0004266663,3589,2,1206,4,29
"Alexander, Cindy R.",2,4410,5.01401812023171E-08,4160,0.0005020101,3422,1,1984,,
"Alexander, Gordon J.",19,839,0.0001444914,2122,0.0132061551,563,2,1206,4,29
"Alexandros Kostakis, Alexandros",3,3257,7.82426956995035E-07,3489,0.00004433,5027,1,1984,,
"Ali, Ashiq",15,1100,0.0003003049,1788,0.0039736141,1361,1,1984,1,704
"Alizadeh, Amir H.",2,4410,,,,,,,1,704
"Allayannis, George",21,741,0.000544179,1366,0.0072195046,928,4,653,1,704
"Allen, Arthur C.",3,3257,1.80711888030462E-07,3825,0.0005949985,3270,1,1984,,
"Allen, Beth E.",4,2798,2.81427719798958E-06,3172,0.0003117692,3864,1,1984,,
"Allen, Franklin",47,204,0.0036877867,237,0.0337777787,198,23,27,,
"Allen, J. M.S.",3,3257,2.07975587830438E-06,3264,7.93016874676313E-05,4751,1,1984,,
"Allen, Linda",41,258,0.0015668682,663,0.0130192928,574,5,520,2,256
"Allen, William T.",3,3257,5.21415324766737E-07,3550,0.0028781303,1671,1,1984,,
"Allen;, David Edmund",2,4410,4.26788447138771E-08,4217,1.98804342529108E-05,5304,1,1984,,
"Allsopp, Christopher J.",4,2798,1.02429227313305E-06,3409,2.04653767434549E-06,5888,1,1984,,
"Allsopp, Louise",1,5841,0,5087,5.84804753635035E-08,6097,1,1984,,
"Almazan, Andres",41,258,0.0032244999,291,0.0138600358,545,11,172,1,704
"Almeida, Caio",9,1713,0.0003775125,1571,0.0026104129,1744,1,1984,3,97
"Almeida, Heitor V.",70,69,0.0024492673,421,0.0780501801,24,13,128,3,97
"Almgren, Robert F.",3,3257,2.14522632578657E-07,3752,0.0025717634,1767,1,1984,,
"Alpanda, Sami",9,1713,0.0019435751,528,2.73710929317649E-05,5163,2,1206,1,704
"Alphonse, Pascal",3,3257,1.75680354168493E-07,3844,0.0001845348,4190,1,1984,,
"Alsleben, Christoph",2,4410,,,,,1,1984,,
"Altavilla, Carlo",5,2461,0.0001891618,1981,3.90662796083944E-06,5768,,,1,704
"Alti, Aydoǧan",15,1100,0.0001012585,2258,0.007490681,906,6,415,,
"Altman, Edward I.",20,791,0.0015308701,678,0.0095152047,747,8,279,,
"Altunbaş, Yener",10,1599,0.0022857056,445,5.08840688467804E-05,4961,3,855,,
"Alvarez, Fernando E.",2,4410,0.000000125,3913,0.0004006598,3627,1,1984,,
"Alworth, Julian S.",3,3257,1.16896816615745E-05,2871,0.0021296196,1954,1,1984,,
"Amato, Jeffery D.",5,2461,0.0007733748,1159,0.0004995285,3428,2,1206,,
"Ambrose, Brent William",2,4410,8.75463481310299E-09,4587,0.0010296823,2741,1,1984,,
"Amemiya, Takeshi",3,3257,1.23765885934727E-05,2841,0.0012383952,2563,1,1984,,
"Amenc, Noël",3,3257,2.25119180908363E-08,4362,3.06019422675764E-06,5823,1,1984,,
"Amihud, Yakov",105,16,0.0213487365,9,0.0662259452,49,42,4,1,704
"Amin, Kaushik I.",2,4410,0,5087,0.0010835042,2689,1,1984,,
"Amit, Raphael Raffi",20,791,0.0005896969,1336,0.0116158591,628,1,1984,1,704
"Ammer, John",11,1487,0.0002415879,1861,0.0096454479,739,5,520,,
"Amromin, Gene",5,2461,0.0001692024,2046,0.0025736696,1766,,,1,704
"Andersen, Leif B.G.",2,4410,8.75463481310299E-09,4597,0.0009733477,2825,1,1984,,
"Andersen, Torben G.",20,791,0.0007132466,1206,0.007285344,918,9,234,,
"Anderson, Anne Marie",5,2461,5.68536718696788E-06,3019,0.0007778698,3021,2,1206,,
"Anderson, Bing",4,2798,0,5087,0.000733795,3099,,,1,704
"Anderson, Christopher W.",21,741,0.0050265529,155,0.001708951,2145,6,415,,
"Anderson, Evan W.",13,1264,0.0004105561,1531,0.0033972518,1530,,,1,704
"Anderson, Gary A.",3,3257,0,5087,7.28088748864841E-06,5608,1,1984,,
"Anderson, Heather M.",3,3257,1.7509269626206E-08,4426,3.32289119068986E-06,5812,1,1984,,
"Anderson, Kirsten",3,3257,2.77793559477669E-08,4304,0.0012143794,2586,1,1984,,
"Anderson, Richard G.",3,3257,0.000000121,3927,1.95817340371993E-05,5320,1,1984,,
"Anderson, Robert M.",2,4410,0,5087,0.0010572414,2703,2,1206,,
"Anderson, Ronald C.",9,1713,0.000182796,1999,0.0004904326,3441,,,1,704
"Anderson, Ronald W.",6,2218,4.63731137510149E-07,3583,0.0053170246,1118,4,653,,
"Andrade, Gregor",3,3257,1.98274110612774E-07,3794,0.0015229917,2277,1,1984,,
"Andrade, Sandro C.",25,595,0.0009159125,1044,0.011529282,634,1,1984,1,704
"Andreff, Wladimir",2,4410,2.10111235514472E-09,5032,0.0003937683,3636,1,1984,,
"Andres, Christian",3,3257,3.24478252140907E-07,3660,1.46777415701657E-05,5414,1,1984,,
"Andrews, Donald W.K.",3,3257,0,5087,0.0014980173,2320,2,1206,,
"Andrews, Peter",4,2798,2.05319395245594E-05,2748,0.0001723232,4223,2,1206,,
"Andricopoulos, Ari D.",3,3257,,,,,,,1,704
"Andrikopoulos, Andreas",0,6578,,,,,,,1,704
"Andrés, Javier",1,5841,0,5087,4.02827661767838E-06,5754,1,1984,,
"Andrés, Pablo De",16,1031,0.0021473938,475,9.27297425040396E-05,4637,,,1,704
"Ang, Andrew",64,85,0.0042179233,193,0.0622392215,56,12,149,4,29
"Ang, James",5,2461,3.60150940407365E-05,2592,0.000501138,3426,2,1206,,
"Angel, James J.",4,2798,2.20452094317382E-07,3744,0.0016437412,2198,2,1206,,
"Angelelli, Enrico",2,4410,,,,,,,1,704
"Angeletos, George Marios",8,1882,1.55003613958535E-05,2804,0.0029656053,1643,4,653,,
"Angelini, Paolo",5,2461,0.0001785908,2010,0.000125678,4421,2,1206,,
"Angeloni, Ignazio",1,5841,0,5087,7.15820261291281E-06,5612,1,1984,,
"Angerer, Xiaohong",13,1264,0.0009467369,1028,0.007794081,867,,,1,704
"Annaert, Jan",9,1713,0.0004755701,1454,0.0002154255,4090,2,1206,1,704
"Ansotegui, Carmen",2,4410,3.95709493552255E-07,3616,8.00046078343493E-06,5589,1,1984,,
"Antecol, Heather",3,3257,3.84482881823005E-08,4248,0.0001210049,4454,1,1984,,
"Antell, Jan",3,3257,,,,,,,1,704
"Antonelli, Cristiano",1,5841,,,,,1,1984,,
"Antoniou, Antonios",2,4410,,,,,,,1,704
"Antràs, Pol",2,4410,0.00000004,4229,0.0013072396,2503,1,1984,,
"Antunes, António A.",1,5841,0,5087,4.22363955404663E-05,5048,1,1984,,
"Antweiler, Werner",5,2461,8.59498402220394E-05,2304,0.0011501306,2627,1,1984,,
"Antão, Paula",1,5841,0,5087,4.22363955404663E-05,5048,1,1984,,
"Aoki, Kosuke",1,5841,0,5087,1.37443778366689E-05,5437,1,1984,,
"Aoki, Masahiko",1,5841,0,5087,0.000976096,2818,1,1984,,
"Apilado, Vincent P.",4,2798,0.0003240178,1728,2.00728084247315E-08,6131,,,1,704
"Arad, Ruth W.",2,4410,8.90428669025005E-09,4578,0.000977211,2807,1,1984,,
"Aragon, George O.",15,1100,0.0003240966,1704,0.0099909129,718,1,1984,1,704
"Aramonte, Sirio",2,4410,0.000000002,5039,0.0002647278,3959,1,1984,,
"Ararat, Melsa",3,3257,5.58739182219054E-08,4111,0.0016010615,2216,1,1984,,
"Arbatskaya, Maria",1,5841,0,5087,0.0002521275,3991,1,1984,,
"Arellano, Manuel",1,5841,0,5087,1.92751465983544E-05,5328,1,1984,,
"Arena, Marco",12,1369,0.0014207424,729,0.0016497959,2189,,,1,704
"Arena, Matteo P.",2,4410,1.11912696256169E-08,4519,9.37682688221258E-05,4620,1,1984,,
"Arend, Richard J.",2,4410,8.49489205485758E-06,2934,1.71432457638664E-05,5385,1,1984,,
"Ariga, Kenn",2,4410,2.28381777733121E-09,4995,1.31274429515743E-05,5456,1,1984,,
"Arin, Kerim Peren",2,4410,1.05055617757236E-08,4547,6.58341454786366E-09,6147,1,1984,,
"Ariño, áfrica",3,3257,5.58739182219054E-08,4111,0.0016010615,2216,1,1984,,
"Arlen, Jennifer H.",5,2461,6.7761403097815E-06,2986,0.0007471811,3055,2,1206,,
"Armendáriz, Beatriz",3,3257,1.30768934265724E-06,3354,0.0014052673,2402,1,1984,,
"Armenter, Roc",4,2798,0.0003349294,1651,0.0002545563,3988,1,1984,1,704
"Armesto, Michelle T.",8,1882,0.0006278651,1305,1.52707533165659E-06,5931,,,1,704
"Armour, John H.",3,3257,0.000002534,3206,0.0003047569,3896,1,1984,,
"Arnold, Glen C.",2,4410,0,5087,0.0007012187,3127,1,1984,,
"Arnold, Ivo J.M.",3,3257,5.84984257359907E-06,3009,0.0006052687,3251,1,1984,,
"Arnott, Robert D.",3,3257,3.63317344743774E-07,3641,4.59324885588065E-06,5731,1,1984,,
"Arping, Stefan",3,3257,2.38762767630082E-09,4987,0.0019634008,2030,2,1206,,
"Arquette, Gregory C.",2,4410,0,5087,5.38367199377582E-06,5696,,,1,704
"Aruoba, S. Boraǧan",9,1713,0.0009722135,1002,0.0035489058,1495,,,1,704
"Asaftei, Gabriel",0,6578,,,,,,,1,704
"Ascari, Guido",2,4410,0,5087,4.27223929158555E-05,5043,,,1,704
"Asdrubali, Pierfederico",2,4410,,,,,,,2,256
"Asem, Ebenezer",1,5841,0,5087,0.0001571387,4274,,,1,704
"Ashcraft, Adam B.",10,1599,3.9720750263201E-05,2565,0.0051353402,1143,6,415,2,256
"Ashenfelter, Orley C.",2,4410,6.56597610982724E-09,4660,5.24033555385565E-06,5710,1,1984,,
"Ashton, John K.",3,3257,0.000162022,2081,1.12824840099842E-06,5961,,,1,704
"Asness, Clifford S.",1,5841,0,5087,0.0037408121,1409,1,1984,,
"Asparouhova, Elena",6,2218,4.10931110442671E-05,2556,0.0008952395,2915,2,1206,,
"Asplund, Marcus",4,2798,0.000000021,4388,6.64029314833689E-06,5642,1,1984,,
"Assenmacher, Katrin",2,4410,5.77805897664797E-06,3013,0.0003352205,3782,2,1206,,
"Astic, Fabian",2,4410,2.28381777733121E-09,4995,0.0001413728,4348,1,1984,,
"Atack, Jeremy",1,5841,0,5087,6.18655157383876E-05,4852,1,1984,,
"Atanasov, Vladimir",10,1599,9.12011915888972E-05,2283,0.0047988873,1204,5,520,,
"Atanasova, Christina V.",2,4410,2.14488552921023E-07,3755,0.0002131191,4096,1,1984,,
"Atanassov, Julian",15,1100,9.62112151373007E-06,2904,0.0053006572,1120,,,1,704
"Athey, Susan",5,2461,1.24291164023513E-05,2840,0.0045622837,1249,4,653,,
"Atkeson, Andrew G.",2,4410,2.02607262817526E-08,4412,0.0014062906,2401,1,1984,,
"Attanasio, Orazio P.",2,4410,6.30333706543415E-07,3520,0.0003816976,3683,2,1206,,
"Attig, Najah",2,4410,1.03804955641078E-07,3970,1.2685610411267E-05,5483,1,1984,,
"Auer, Raphael A.",13,1264,0.0014670854,704,0.0014076834,2399,,,1,704
"Auerbach, Alan J.",2,4410,0,5087,0.0012730578,2541,2,1206,,
"Augurzky, Boris",2,4410,,,,,1,1984,,
"Aunon-Nerin, Daniel",26,560,0.0018005127,577,0.0076425646,888,,,1,704
"Aussenegg, Wolfgang",3,3257,0.000000063,4092,0.0001514039,4300,1,1984,,
"Ausubel, Lawrence M.",3,3257,1.27741199025826E-07,3909,0.0007353665,3093,1,1984,,
"Autore, Don M.",11,1487,0.0010650241,926,0.0002186317,4072,,,2,256
"Avellaneda, Marco M.",3,3257,8.57576120028456E-07,3457,7.96102699720679E-05,4739,1,1984,,
"Avery, Robert B.",4,2798,0.000007513,2965,0.0014496929,2360,3,855,,
"Avouyi-Dovi, Sanvi",9,1713,0.0005446556,1365,1.64828004697115E-05,5400,,,1,704
"Avramov, Doron",20,791,0.0016829511,609,0.0115954072,630,3,855,2,256
"Axelson, Ulf",26,560,0.0007475065,1184,0.0345535654,193,6,415,3,97
"Ayotte, Kenneth M.",18,889,9.50529038971711E-05,2271,0.0149880497,510,9,234,,
"Ayyagari, Meghana",12,1369,0.0001532476,2099,0.0052636022,1126,1,1984,1,704
"Aït-Sahalia, Yacine",21,741,0.0003601816,1600,0.007932398,856,8,279,1,704
"Aşçıoğlu, Aslı",10,1599,0.0022226837,456,0.0003172833,3839,2,1206,1,704
"Aǧca, Şenay",15,1100,0.0012060843,849,0.0021218484,1963,2,1206,1,704
BAILLIE GIFFORD,2,4410,8.09978812908289E-05,2337,1.8417194693039E-05,5369,1,1984,,
BALAZS GAL,1,5841,0,5087,9.84936761948968E-05,4561,1,1984,,
"BANZ, ROLF W.",2,4410,2.6263904439309E-09,4967,0.000341601,3757,1,1984,,
BART HILDRETH,3,3257,1.80711888030462E-07,3825,0.0005949985,3270,1,1984,,
BAS WESTERMANN,2,4410,2.76462151992726E-09,4953,7.70753181123582E-05,4771,1,1984,,
BECKY BRUNSON,2,4410,0,5087,0.0009104425,2889,1,1984,,
BEN DE PRISCO,2,4410,0.000000004,4797,1.86880908470426E-05,5355,1,1984,,
BENT KROMAND,3,3257,5.58739182219054E-08,4111,0.0016010615,2216,1,1984,,
BERNARD MADOFF,1,5841,0,5087,0.0037408121,1409,1,1984,,
"BHATTACHARYA, SUDIPTO",7,2033,1.36237784166178E-06,3344,0.0031246268,1596,4,653,,
BILAL ERTUK,2,4410,4.77525535260163E-09,4758,0.0001046194,4541,1,1984,,
BILL AHEARN,3,3257,1.08249136262417E-05,2884,0.0003402822,3765,1,1984,,
BILL RICHENSTEIN,1,5841,,,,,1,1984,,
BOB DEERE,1,5841,0,5087,0.0037408121,1409,1,1984,,
BOB ELSASSER,2,4410,6.42006552960886E-09,4695,0.0002231653,4050,1,1984,,
"BORCHERDING, THOMAS E.",3,3257,3.84482881823005E-08,4248,0.0001210049,4454,1,1984,,
BORIS HOFFMAN,3,3257,1.66493787831844E-06,3307,1.54754978066083E-06,5925,1,1984,,
BPA ANDREWS,2,4410,3.5018539252412E-09,4858,0.0008759736,2937,1,1984,,
BRAD ASNESS,1,5841,0,5087,0.0037408121,1409,1,1984,,
BRAD EFFRON,3,3257,1.23765885934727E-05,2841,0.0012383952,2563,1,1984,,
BRAD MCPHAIL,4,2798,3.03945215465321E-05,2655,0.0012990503,2513,1,1984,,
BRIAN HEALY,3,3257,0,5087,0.0016930927,2157,2,1206,,
BRUCE FOERSTER,4,2798,2.77793559477669E-08,4304,0.0015118508,2293,2,1206,,
BRUNO DUPIRE,4,2798,0.00000761,2959,0.0026177755,1742,4,653,,
BRUNO HUSSON,3,3257,1.27741199025826E-07,3909,0.0007353665,3093,1,1984,,
BUNMI FALEYE,3,3257,1.77211433884937E-07,3838,0.000076648,4783,1,1984,,
"Baba, Naohiko",9,1713,0.0009777695,993,0.0005478639,3354,1,1984,1,704
"Babecký, Jan",2,4410,5.39810782576023E-05,2483,1.77406512097079E-06,5908,1,1984,,
"Babenko, Ilona",19,839,0.0013014839,776,0.0125389892,592,,,2,256
"Bacchetta, Philippe",10,1599,0.0008364731,1098,0.0037180487,1449,2,1206,1,704
"Bacidore, Jeffrey M.",1,5841,0,5087,0.0008142224,2994,1,1984,,
"Back, Kerry",44,227,0.0015414645,675,0.0174001878,437,16,87,2,256
"Backus, David K.",15,1100,0.0012848698,805,0.0066475274,984,6,415,,
"Backé, Peter",1,5841,,,,,,,1,704
"Bacmann, Jean François",3,3257,0.0003552433,1606,2.63638609722824E-06,5840,1,1984,,
"Bae, Gil",4,2798,1.03379371624972E-06,3407,0.0006936811,3143,,,1,704
"Baele, Lieven",13,1264,0.0020529298,499,0.0021530063,1945,3,855,1,704
"Bagues, Manuel F.",2,4410,1.01303631408763E-08,4570,0.0001421395,4344,1,1984,,
"Bailey, Warren",44,227,0.0093780361,56,0.021925754,339,13,128,1,704
"Bailliu, Jeannine",3,3257,0.000004563,3062,0.0005039362,3418,2,1206,,
"Baird, Douglas G.",3,3257,2.38762767630082E-09,4987,0.0049523014,1185,2,1206,,
"Bajari, Patrick",5,2461,0.0004391863,1498,0.002347642,1852,3,855,,
"Bajeux-Besnainou, Isabelle",3,3257,3.10437613824505E-06,3139,4.52011679592095E-06,5736,1,1984,,
