node,degree,degree_rank,betweenness,betweenness_rank,eigenvector,eigenvector_rank,thanks,thanks_rank
ANDREW WASIBURD,3,2717,2.8569800331881918e-08,4248,0.00018306769697183826,3824,1.0,1766
ANDRIS NOBL,3,2717,9.504147236910027e-08,4030,0.005168822393554189,1160,1.0,1766
ANDY MESSIER,2,3726,4.9613735308302246e-08,4175,0.00016329045955423962,3914,1.0,1766
ANDY STURM,3,2717,5.384004801111189e-07,3576,0.0005628387842903465,3101,1.0,1766
ANDY WONG,1,5041,0.0,4769,0.0017566983151894471,2139,1.0,1766
ANJO KOETER-KANT,2,3726,7.998579689301478e-08,4086,0.0005907869066072229,3062,1.0,1766
ANNA CALAMIA,2,3726,8.839949122564731e-07,3406,0.0004517464927571331,3281,1.0,1766
ANNA LUSARDI,1,5041,0.0,4769,0.0035776691480998023,1509,1.0,1766
ANNA MEYENDORFF,2,3726,1.0878400370387778e-07,3997,2.4640044879568687e-05,4751,1.0,1766
ANNETTE VIS,2,3726,2.197095061394977e-07,3860,0.0015053368963657372,2319,1.0,1766
ANTONELLO D AGOSTINO,2,3726,1.9429989363675583e-06,3181,7.151891307515436e-06,5054,1.0,1766
ANTONIO DIEZ DE LOS RIOS,2,3726,9.324343174618093e-09,4459,0.0001166075082068243,4134,1.0,1766
ANTONIS PAPANTOLEON,3,2717,5.081131566064543e-07,3588,0.00020902925290053817,3732,1.0,1766
ANTONY THOMPSON,2,3726,2.1756800740775553e-08,4300,8.439637409887511e-05,4282,1.0,1766
AREEDAM CHANDA,2,3726,3.839435424842745e-09,4698,0.00010033610335271004,4203,1.0,1766
ARKADEB CHATTERJEE,3,2717,0.0007224780821989338,1152,1.7668083231946956e-09,5523,1.0,1766
ARTO THURLIN,1,5041,0.0,4769,4.8908785650611855e-05,4503,1.0,1766
ASHLEY HUBKA,1,5041,0.0,4769,0.0015483829258707762,2288,1.0,1766
AVI WHOL,3,2717,1.7809149007708682e-06,3201,0.0009375683995577575,2739,1.0,1766
"Aase, Knut Kristian",2,3726,9.324343174618093e-09,4459,2.358346120578065e-06,5252,1.0,1766
"Abadir, Karim Maher",3,2717,0.00020556296406374743,1921,6.854144704508065e-05,4352,2.0,1048
"Abbott, Ashok",2,3726,1.3054080444465332e-08,4417,2.1082209172367025e-05,4798,1.0,1766
"Abel, Andrew B.",22,482,0.001602101017281201,640,0.01819319798504648,403,11.0,120
"Abhyankar, Abhay H.",4,2316,0.00019391198841667087,1951,0.0015590747624917715,2279,1.0,1766
"Abou-Zied, Khaled",6,1829,,,,,,
"Abrahamson, Mark",2,3726,8.158800277790832e-09,4495,3.7856288154266546e-05,4558,1.0,1766
"Abramitzky, Ran",3,2717,1.1039777696067703e-05,2801,0.00028999559918017984,3546,2.0,1048
"Acemoglu, Daron",7,1657,0.00013677897074188626,2113,0.005731667679860791,1072,4.0,532
"Acerbi, Carlo",3,2717,3.9162241333396e-08,4195,1.1157174077522638e-05,4936,1.0,1766
"Acharya, Viral V.",86,20,0.009807844487627799,52,0.07367117097246242,37,21.0,22
"Ackert, Lucy F.",1,5041,0.0,4769,5.6590082354442315e-05,4433,1.0,1766
"Adam, Alexandre",7,1657,0.0005225781806025668,1371,0.00016966392924112151,3879,,
"Adam, Klaus",10,1282,0.0006043334103781362,1274,0.00022207659845165185,3701,1.0,1766
"Adam, Tim R.",19,586,0.000488559507359373,1407,0.010989386574964313,647,1.0,1766
"Adam-Müller, Axel F.A.",5,2014,4.429081010021466e-05,2472,0.004713318155850701,1242,2.0,1048
"Adams, Mike B.",17,672,0.0011753530693754957,842,0.0018210290206855221,2106,,
"Adams, Renée Birgit",24,430,0.0019880073741988325,529,0.010931150672926368,649,2.0,1048
"Adams, Robert M.",2,3726,0.0,4769,7.846271613246104e-05,4296,2.0,1048
"Adcock, Christopher J.",3,2717,1.945440560721743e-06,3178,0.004405721237498622,1292,1.0,1766
"Adkisson, J. Amanda",2,3726,3.6261334567959253e-09,4725,0.0002764919075375661,3591,1.0,1766
"Adler, Michael",3,2717,1.349787242850546e-06,3278,0.001044424126611355,2649,1.0,1766
"Admati, Anat R.",5,2014,4.949916032921588e-05,2431,0.0035674069719977683,1514,4.0,532
"Adolfson, Malin",3,2717,7.737576723717174e-07,3449,0.00010402714941790315,4185,1.0,1766
"Adrian, Tobias",16,727,0.0011004812226739324,886,0.010880693057038445,651,4.0,532
"Aerts, Marc Goov",2,3726,8.158800277790832e-09,4495,3.1942822582291826e-05,4651,1.0,1766
"Afonso, Gara",1,5041,0.0,4769,0.00029481239816554354,3533,1.0,1766
"Agarwal, Sumit",23,457,0.003959890266322251,214,0.0026185655938732104,1770,1.0,1766
"Agarwal, Vikas",18,620,0.0005357247909949662,1356,0.005218464178935132,1138,8.0,217
"Agarwal, Vineet",3,2717,1.1399378896585782e-05,2795,3.333584053736498e-05,4639,,
"Aggarwal, Rajesh K.",14,886,0.0004055034028593474,1523,0.013126648732617445,558,8.0,217
"Aggarwal, Reena",13,979,0.0002653321656221716,1786,0.013055645823442678,561,4.0,532
"Aghion, Philippe",11,1173,0.00014701045709153004,2085,0.01934551436683108,376,3.0,723
"Agnew, Julie Richardson",2,3726,6.680686631776683e-08,4122,0.002387841481536294,1874,1.0,1766
"Agrawal, Anup",8,1513,0.0002643371424924802,1787,0.001985394388369242,2046,3.0,723
"Aguiar, Mark",5,2014,7.861852486768915e-05,2316,0.0020363938657177016,2026,2.0,1048
"Aguiar-Conraria, Luís",3,2717,9.790560333348999e-08,4015,6.2122701876759136e-09,5516,,
"Ahlin, Christian R.",1,5041,0.0,4769,2.8419616969025548e-05,4684,1.0,1766
"Ahmed, Anwer S.",1,5041,0.0,4769,8.812443256423493e-05,4265,1.0,1766
"Ahmed, Shaghil",2,3726,1.1538727572595995e-06,3332,1.5840276358877572e-05,4896,1.0,1766
"Ahn, Seoungpil",6,1829,0.000205734097708196,1920,0.003878011017752624,1428,2.0,1048
"Ahn, Seung Chan",1,5041,0.0,4769,1.5961845803638039e-06,5305,,
"Airaudo, Marco",2,3726,1.3054080444465332e-08,4417,1.5301210210298742e-07,5442,1.0,1766
"Aisen, Ari",2,3726,,,,,,
"Aizenman, Joshua",4,2316,0.0012065062643313311,828,2.4504706667690247e-05,4754,2.0,1048
"Akdoĝu, Evrim",2,3726,7.620652947606337e-07,3466,0.0009300690295262463,2753,1.0,1766
"Akerlof, George A.",2,3726,5.7932757733314394e-05,2388,3.1108668840042105e-06,5188,2.0,1048
"Akram, Qaisar Farooq",2,3726,2.4550562562466775e-05,2613,3.4795077325362654e-06,5178,,
"Aksoy, Yunus",2,3726,2.1756800740775553e-08,4300,2.3066367533195956e-10,5533,1.0,1766
"Aktas, Nihat",12,1067,0.0007935023089881378,1101,0.007510586430922312,885,1.0,1766
"Alavi, Arash",8,1513,0.0006730584010351245,1211,0.0022822355541114612,1914,,
"Albanese, Claudio",14,886,0.0014760138102255084,689,0.0013664995822455707,2422,2.0,1048
"Albuquerque, Rui",25,407,0.0012605245881961867,799,0.01593689229756326,463,4.0,532
"Alderson, Michael J.",2,3726,4.186451744008109e-06,3001,0.0008805686365350254,2806,,
"Alegría, Carlos Manuel",3,2717,9.790560333348999e-08,4015,4.082707299515907e-06,5153,1.0,1766
"Alessandrini, Pietro",7,1657,0.0007219559189811549,1163,7.348351098845488e-07,5362,,
"Alessie, Rob J.M.",2,3726,3.666098467347716e-07,3692,2.701223369283516e-05,4707,1.0,1766
"Alevy, Jonathan E.",6,1829,0.0006016843244861222,1278,1.9445822094095795e-05,4820,,
"Alexander, Carol O.",6,1829,0.0001949567754813006,1947,8.836594043432888e-05,4262,1.0,1766
"Alexander, Gordon J.",14,886,0.0008806055685917999,1052,0.01337657701730037,546,3.0,723
"Alexandros Kostakis, Alexandros",3,2717,1.566004099350087e-06,3225,0.00010065480700497674,4196,1.0,1766
"Alford, Andrew W.",1,5041,0.0,4769,0.001378221811840702,2406,1.0,1766
"Ali, Ashiq",6,1829,3.5063929435467926e-05,2526,0.0003517035891902528,3421,2.0,1048
"Allayannis, George",24,430,0.0010471125463410486,922,0.011380789201891202,627,6.0,314
"Allen, Beth E.",4,2316,2.7576390156414892e-06,3094,0.0009144713550199361,2769,1.0,1766
"Allen, Franklin",33,264,0.0079459684242159,68,0.02253455188606312,322,16.0,52
"Allen, Linda",40,174,0.004659696764170318,166,0.013934948465100712,521,5.0,421
"Allen;, David Edmund",2,3726,0.0,4769,2.942473035463646e-05,4674,1.0,1766
"Allsopp, Christopher J.",4,2316,0.0006618425909449512,1230,1.6272344509003464e-06,5296,1.0,1766
"Allsopp, Louise",1,5041,0.0,4769,1.2760848539973234e-07,5456,1.0,1766
"Almazan, Andres",34,253,0.0028531638215193236,322,0.02070598242623764,354,9.0,179
"Almeida, Caio",7,1657,0.000640162979833464,1255,0.0023100644608928414,1901,,
"Almeida, Heitor V.",80,24,0.010850096685699246,40,0.11666090559272065,9,10.0,144
"Almgren, Robert F.",3,2717,1.961703532542355e-07,3890,0.002090143326522585,1998,1.0,1766
"Alpanda, Sami",4,2316,0.0010834327308315746,905,3.464281770409697e-05,4603,2.0,1048
"Alphonse, Pascal",3,2717,7.195449737737658e-08,4111,0.0004961079176042761,3204,1.0,1766
"Alsleben, Christoph",2,3726,,,,,1.0,1766
"Alti, Aydoǧan",21,512,0.00041379821134102514,1508,0.02722889873305369,261,6.0,314
"Altman, Edward I.",25,407,0.002708460029803998,356,0.016524266670711038,446,9.0,179
"Altunbaş, Yener",10,1282,0.0018007924997804734,588,0.0003758111686722321,3377,3.0,723
"Alvarez, Fernando E.",2,3726,0.0,4769,0.0034070718133672045,1549,1.0,1766
"Alworth, Julian S.",3,2717,2.293540088197736e-05,2634,0.0038725220202519522,1429,1.0,1766
"Amador, Manuel",1,5041,0.0,4769,0.0002814638729802503,3574,1.0,1766
"Amato, Jeffery D.",2,3726,4.35136014815511e-09,4639,2.142638681149996e-05,4788,1.0,1766
"Ambrose, Brent William",20,549,0.0012517312071372202,805,0.003736629651409477,1482,1.0,1766
"Amel, Dean F.",3,2717,,,,,1.0,1766
"Amemiya, Takeshi",3,2717,7.3159186397299265e-06,2880,0.0017416240775644594,2146,1.0,1766
"Amenc, Noël",7,1657,0.00023852380899299147,1847,0.0003826147890939916,3358,2.0,1048
"Amihud, Yakov",87,17,0.017141690493191326,10,0.08980368490139169,21,36.0,4
"Amin, Kaushik I.",2,3726,5.40694409938817e-07,3572,0.0008258091865151192,2857,1.0,1766
"Amir, Eli",3,2717,1.0878400370387776e-08,4440,0.00029504447350909104,3525,1.0,1766
"Amit, Raphael Raffi",33,264,0.0019350255958210058,536,0.01564378316323838,474,1.0,1766
"Ammann, Manuel",2,3726,5.439200185193888e-09,4591,2.4283383644289654e-05,4755,1.0,1766
"Ammer, John",6,1829,0.00012508518899255488,2152,0.004614295918983694,1255,3.0,723
"Anand, Amber",2,3726,4.324635766431785e-08,4186,0.000690032687490476,2979,1.0,1766
"Andersen, Torben G.",9,1386,0.0002335286280039715,1858,0.004244208327205485,1349,4.0,532
"Anderson, Anne Marie",5,2014,1.4423532946706295e-05,2744,0.00196984919218116,2057,2.0,1048
"Anderson, Christopher W.",20,549,0.0015776127944733328,648,0.002972487715609211,1672,4.0,532
"Anderson, Evan W.",1,5041,0.0,4769,6.140471880324911e-06,5071,1.0,1766
"Anderson, Gary A.",3,2717,1.3675703322773205e-08,4404,9.168675985891941e-06,4987,1.0,1766
"Anderson, Kirsten",3,2717,4.1056838880786015e-08,4192,0.003382618794994049,1556,1.0,1766
"Anderson, Richard G.",3,2717,7.981332668590984e-08,4096,5.854230374264386e-05,4412,1.0,1766
"Anderson, Robert M.",2,3726,1.8237507658232456e-05,2695,0.00020121040590857073,3778,2.0,1048
"Anderson, Ronald W.",5,2014,3.4454812815646176e-05,2530,0.0032740410893611262,1581,3.0,723
"Andrade, Sandro C.",20,549,0.0006432979521644444,1246,0.01337986010003294,544,,
"Andreani, Ettore",3,2717,,,,,1.0,1766
"Andres, Christian",3,2717,2.716837521068886e-06,3098,2.1951756620716635e-05,4778,1.0,1766
"Andrews, Donald W.K.",3,2717,6.003561805756357e-05,2379,0.0015968293978528532,2256,2.0,1048
"Andrews, Peter",2,3726,6.963714215379573e-08,4118,0.0002022050171685903,3767,1.0,1766
"Andrés, Javier",1,5041,0.0,4769,1.6749934741310327e-06,5293,1.0,1766
"Andrés, Pablo De",15,802,0.002723325548593751,353,0.0002131581860848836,3716,,
"Ang, Andrew",87,17,0.011389292205501837,36,0.1082762695646017,13,11.0,120
"Ang, James",5,2014,0.0001064876867423466,2219,0.000868663747331154,2821,2.0,1048
"Angel, James J.",4,2316,3.5654439677520535e-05,2520,0.0016985197587039078,2169,2.0,1048
"Angeletos, George Marios",8,1513,0.00010973967590560499,2210,0.003146291375071973,1613,4.0,532
"Angelini, Paolo",5,2014,0.00030218412813813584,1712,0.00026161154223885497,3620,2.0,1048
"Angeloni, Ignazio",1,5041,0.0,4769,3.9245442070739886e-06,5162,1.0,1766
"Angrist, Joshua D.",1,5041,0.0,4769,9.311088536277757e-05,4248,1.0,1766
"Annaert, Jan",4,2316,2.174116470252939e-06,3148,0.0002382008757706737,3663,2.0,1048
"Antecol, Heather",3,2717,4.079400138895416e-09,4677,0.000282228445614948,3567,1.0,1766
"Antell, Jan",2,3726,0.00018060320294917785,1991,0.00012210167378682966,4108,,
"Antonelli, Cristiano",1,5041,,,,,1.0,1766
"Antweiler, Werner",5,2014,1.166763854085832e-05,2787,0.00497087994205567,1207,1.0,1766
"Aoki, Kosuke",3,2717,5.10001219731913e-05,2420,1.2697188767157254e-05,4924,2.0,1048
"Aoki, Masahiko",1,5041,0.0,4769,0.00023304116325697616,3676,1.0,1766
"Arad, Ruth W.",2,3726,1.2133809876994483e-06,3312,0.0011789819875461952,2562,1.0,1766
"Aragon, George O.",14,886,0.0005958923691605376,1289,0.005866503343012239,1056,,
"Ararat, Melsa",3,2717,9.504147236910027e-08,4030,0.005168822393554189,1160,1.0,1766
"Arbatskaya, Maria",1,5041,0.0,4769,0.00026059643346783507,3621,1.0,1766
"Arellano, Manuel",3,2717,6.010132933438075e-07,3548,0.00014779574731784323,3993,1.0,1766
"Arena, Marco",12,1067,0.0015009691178584918,681,0.001043537307344296,2653,,
"Arend, Richard J.",2,3726,6.527040222232666e-08,4130,5.42460085509039e-06,5088,1.0,1766
"Ariga, Kenn",2,3726,2.9668364646512118e-09,4732,6.403371789216641e-05,4363,1.0,1766
"Arin, Kerim Peren",2,3726,1.6317600555581664e-08,4385,9.154203832051128e-08,5471,1.0,1766
"Ariño, áfrica",3,2717,9.504147236910027e-08,4030,0.005168822393554189,1160,1.0,1766
"Arlen, Jennifer H.",3,2717,1.293882506645703e-05,2767,0.0007277123127992667,2934,1.0,1766
"Armendáriz, Beatriz",3,2717,3.685160711451753e-06,3038,0.0030148834118446165,1649,1.0,1766
"Armenter, Roc",4,2316,0.00043074268355259145,1488,0.00019244052464605058,3794,1.0,1766
"Armour, John H.",3,2717,1.293882506645703e-05,2767,0.0007277123127992667,2934,1.0,1766
"Armstrong, Vaughn S.",2,3726,4.3461890767028916e-07,3649,0.00020339456904532952,3761,1.0,1766
"Arnold, Glen C.",2,3726,1.351131216929164e-08,4410,0.0016233831196178208,2231,1.0,1766
"Arnold, Ivo J.M.",3,2717,1.349787242850546e-06,3278,0.001044424126611355,2649,1.0,1766
"Arnold, Tom",2,3726,7.2522669135918506e-09,4531,0.00014271965467431235,4019,1.0,1766
"Arnott, Robert D.",3,2717,1.4491315228923479e-05,2742,1.0107971736331226e-05,4969,1.0,1766
"Arping, Stefan",1,5041,0.0,4769,0.0001442970336924926,4012,1.0,1766
"Artis, Michael J.",3,2717,1.7791583473487112e-07,3904,3.8543970231721575e-06,5165,1.0,1766
"Aruoba, S. Boraǧan",9,1386,0.0012030219823147789,829,0.002153469878784605,1972,,
"Arzac, Enrique R.",3,2717,9.450276264569638e-07,3388,0.005004222145710933,1199,1.0,1766
"Asdrubali, Pierfederico",1,5041,,,,,,
"Ashcraft, Adam B.",12,1067,0.0016230718202732432,637,0.003688275599263599,1490,4.0,532
"Ashton, John K.",2,3726,0.00018060320294917785,1991,9.50448492675436e-06,4982,,
"Asness, Clifford S.",1,5041,0.0,4769,0.0024746728956215416,1810,1.0,1766
"Astic, Fabian",2,3726,2.9668364646512118e-09,4732,0.00015484897874548444,3967,1.0,1766
"Atack, Jeremy",1,5041,0.0,4769,2.8419616969025548e-05,4684,1.0,1766
"Atanasov, Vladimir",4,2316,2.8906952526959788e-05,2575,0.0010996489536877633,2623,2.0,1048
"Athey, Susan",5,2014,6.637003779575171e-05,2358,0.00221254595180348,1932,4.0,532
"Atkeson, Andrew G.",2,3726,2.419178754394379e-07,3830,0.0015658262044496252,2269,1.0,1766
"Atoian, Rouben",1,5041,0.0,4769,6.140471880324911e-06,5071,1.0,1766
"Attanasio, Orazio P.",2,3726,2.3052499558276472e-05,2633,0.0001004814072414772,4202,2.0,1048
"Attari, Mukarram",1,5041,0.0,4769,0.0007978290835634031,2876,,
"Attig, Najah",15,802,0.0013289575368559405,760,0.013282421564240221,552,1.0,1766
"Auerbach, Alan J.",4,2316,8.118940103405831e-05,2308,0.0015887761180241858,2257,3.0,723
"Aunon-Nerin, Daniel",25,407,0.0027553646203473435,343,0.009329136990724355,749,,
"Aussenegg, Wolfgang",3,2717,4.3064678181768906e-07,3654,0.0003672311777125029,3393,1.0,1766
"Ausubel, Lawrence M.",3,2717,2.0151668122380198e-07,3869,0.002646011456120318,1757,1.0,1766
"Avellaneda, Marco M.",7,1657,0.0001229701383255453,2156,0.00029225411218748726,3541,3.0,723
"Avery, Robert B.",2,3726,0.0,4769,0.0013145146024922606,2463,1.0,1766
"Avouyi-Dovi, Sanvi",8,1513,0.0008209831429083754,1088,3.1963963040346036e-05,4648,,
"Avramov, Doron",25,407,0.000924142871780828,1014,0.03382341838677545,186,3.0,723
"Axelson, Ulf",18,620,0.0007187406998573029,1173,0.0122082063473805,594,6.0,314
"Ayers, Benjamin C.",2,3726,1.9204280457874738e-07,3897,0.001980751108955665,2047,1.0,1766
"Ayotte, Kenneth M.",14,886,0.00044864996763245037,1463,0.011177651317936202,634,7.0,266
"Ayyagari, Meghana",7,1657,6.714237219581542e-05,2356,0.006466965841796833,988,,
"Aït-Sahalia, Yacine",18,620,0.0009848573261313242,959,0.009615507115766244,729,8.0,217
"Aşçıoğlu, Aslı",8,1513,0.0015624788123583416,655,0.0006720951154784219,3001,2.0,1048
"Aǧca, Şenay",15,802,0.0010738349380029375,911,0.0030337440602050923,1645,2.0,1048
"BANZ, ROLF W.",2,3726,8.022805960289439e-08,4077,0.0003101591323792359,3491,1.0,1766
BECKY BRUNSON,2,3726,1.449491302587724e-07,3940,0.0013342228557435456,2450,1.0,1766
BEN DE PRISCO,2,3726,5.439200185193888e-09,4591,2.7590766275076034e-05,4698,1.0,1766
BENT KROMAND,3,2717,9.504147236910027e-08,4030,0.005168822393554189,1160,1.0,1766
BERNARD MADOFF,1,5041,0.0,4769,0.0024746728956215416,1810,1.0,1766
"BHATTACHARYA, SUDIPTO",9,1386,0.00027999571591575,1743,0.0023418759310305888,1893,5.0,421
BILAL ERTUK,2,3726,3.3761756181069224e-07,3726,0.00011152189222148557,4150,1.0,1766
BILL AHEARN,3,2717,2.642854184878257e-06,3110,0.000491564708646341,3209,1.0,1766
BILL RICHENSTEIN,1,5041,0.0,4769,5.205725118639695e-07,5381,1.0,1766
BOB DEERE,1,5041,0.0,4769,0.0024746728956215416,1810,1.0,1766
BOB ELSASSER,2,3726,6.13549984156621e-07,3537,0.00019301680475354073,3787,1.0,1766
"BORCHERDING, THOMAS E.",3,2717,4.079400138895416e-09,4677,0.000282228445614948,3567,1.0,1766
BORIS HOFFMAN,3,2717,3.9449490632858735e-06,3015,1.0959701827899148e-05,4939,1.0,1766
BPS MURTHI,2,3726,4.324635766431785e-08,4186,0.000690032687490476,2979,1.0,1766
BRAD ASNESS,1,5041,0.0,4769,0.0024746728956215416,1810,1.0,1766
BRAD EFFRON,3,2717,7.3159186397299265e-06,2880,0.0017416240775644594,2146,1.0,1766
BRAD MCPHAIL,4,2316,1.3127011275993819e-05,2760,0.004339533093810799,1320,1.0,1766
BRIAN HEALY,3,2717,0.0,4769,0.0031462129772842204,1614,2.0,1048
BRUCE FOERSTER,4,2316,1.1373716861641526e-05,2797,0.0035214903490914185,1524,2.0,1048
BRUNO DUPIRE,4,2316,7.4846638446190034e-06,2875,0.004354914791113557,1308,4.0,532
BRUNO HUSSON,3,2717,2.0151668122380198e-07,3869,0.002646011456120318,1757,1.0,1766
BRYAN LINCOLN,2,3726,4.4219310731058307e-07,3641,0.0014231870942912046,2381,1.0,1766
BRYAN TAYLOR,3,2717,2.1756800740775553e-08,4300,8.494621238482196e-06,5004,1.0,1766
"Bacchetta, Philippe",7,1657,0.0012715719947954352,789,0.0046771696164805915,1246,1.0,1766
"Bacidore, Jeffrey M.",3,2717,6.89738564157538e-06,2888,0.0011769564421168018,2570,2.0,1048
"Back, Kerry",27,366,0.0015565149697960197,660,0.01542765575015416,480,14.0,74
"Backman, Michael",2,3726,1.33409267992489e-07,3955,0.0009373670089629847,2745,1.0,1766
"Backus, David K.",10,1282,0.0006299069618996427,1262,0.009833736169950707,708,4.0,532
"Bacmann, Jean François",3,2717,4.5059593565767016e-05,2465,8.082971131295671e-06,5028,1.0,1766
"Bae, Gil",2,3726,1.068239046252805e-05,2807,0.00041308203381163844,3332,,
"Baele, Lieven",10,1282,0.0006700757418587617,1215,0.0011509231200009353,2583,2.0,1048
"Bagella, Michele",7,1657,5.755560778255643e-05,2391,0.00015484868966373743,3972,,
"Bailey, Warren",28,341,0.0013496145389576444,745,0.027605844154341773,253,9.0,179
"Bailliu, Jeannine",3,2717,1.0063594494177041e-05,2820,0.0003575272416266159,3414,2.0,1048
"Baird, Douglas G.",6,1829,9.368293554560638e-06,2836,0.008661259863937553,809,2.0,1048
"Bajari, Patrick",5,2014,0.0016278842347818567,635,0.00046539145055635574,3257,3.0,723
"Bajo-Rubio, Oscar",1,5041,0.0,4769,1.6749934741310327e-06,5293,1.0,1766
"Baker, George P.",3,2717,6.355757709655897e-06,2901,0.0012310616808131234,2523,2.0,1048
"Baker, Malcolm P.",70,36,0.010845564538269431,41,0.10934419422246607,11,16.0,52
"Bakke, Tor Erik",2,3726,0.0,4769,0.0005256890899674654,3173,1.0,1766
"Baks, Klaas P.",3,2717,4.151654471087149e-07,3660,0.002102751528733809,1987,1.0,1766
"Bakshi, Gurdip S.",63,52,0.007929871129941625,69,0.030144308830040465,220,9.0,179
"Balachandran, Bala V.",2,3726,7.64723983115325e-07,3457,0.0003666927716216111,3399,1.0,1766
"Balachandran, Balasingham",11,1173,0.000599339825500268,1283,0.0003586358397958061,3412,1.0,1766
"Balakrishnan, Ramji",3,2717,2.642854184878257e-06,3110,0.000491564708646341,3209,1.0,1766
"Balduzzi, Pierluigi",8,1513,6.832043486450035e-05,2355,0.0061909417662653395,1020,4.0,532
"Baldwin, Carliss Y.",5,2014,5.2951379637571686e-05,2403,0.002629649372660425,1766,3.0,723
"Balfoussia, Hiona",2,3726,3.263520111116333e-08,4218,1.0018506640170356e-07,5470,,
"Bali, Turan G.",61,56,0.007035743781498366,84,0.032767365165459535,194,1.0,1766
"Baliga, Sandeep",2,3726,7.64723983115325e-07,3457,0.0003666927716216111,3399,1.0,1766
"Ball, Clifford A.",12,1067,0.0002480755446796041,1821,0.012703830126362416,579,4.0,532
"Ball, Laurence M.",4,2316,2.6158972003589348e-05,2593,1.2239963339576897e-06,5328,2.0,1048
"Ball, Ray",8,1513,9.447633906351203e-05,2263,0.008474332852356863,823,4.0,532
"Balvers, Ronald J.",7,1657,0.0006630020555300748,1228,0.00044688923752614086,3284,1.0,1766
"Balyeat, R. Brian",4,2316,9.72811278791366e-06,2831,0.000595587470876474,3060,2.0,1048
"Bamberg, Günter",3,2717,,,,,1.0,1766
"Bandi, Federico M.",8,1513,0.0005938590093954215,1293,0.002027784062209074,2027,3.0,723
"Banerjee, Abhijit V.",6,1829,7.557091274188065e-05,2333,0.00139381075393949,2399,4.0,532
"Banerjee, Anindya",3,2717,1.7791583473487112e-07,3904,3.8543970231721575e-06,5165,1.0,1766
"Banerjee, Prithviraj S.",9,1386,0.0006662660991905742,1220,0.003536638200452023,1521,,
"Banerjee, Shantanu",3,2717,9.82377341351649e-07,3370,0.005600871001091194,1086,,
"Banerjee, Suman",9,1386,0.00016529730350912263,2047,0.005889094379648378,1054,3.0,723
"Banerji, Sanjay",14,886,0.0004117598945988589,1513,0.008615501885745318,814,,
"Bankman, Joseph",2,3726,5.203743420500978e-07,3582,0.0016480911920095827,2210,1.0,1766
"Bansal, Naresh",3,2717,,,,,1.0,1766
