node,degree,degree_rank,betweenness,betweenness_rank,eigenvector,eigenvector_rank,papers,papers_rank
"Battalio, Robert H.",5,27,,,,,3.0,42
"Bauer, Paul W.",2,346,,,,,1.0,427
"Bauer, Rob M.M.J.",2,346,,,,,1.0,427
"Bauer, Wolfgang",1,939,,,,,1.0,427
"Bayless, Mark E.",1,939,,,,,1.0,427
"Beatty, Anne L.",2,346,,,,,1.0,427
"Bebchuk, Lucian A.",1,939,,,,,1.0,427
"Beccalli, Elena",0,1605,,,,,1.0,427
"Becchetti, Leonardo",1,939,,,,,1.0,427
"Becher, David A.",2,346,,,,,1.0,427
"Beck, Thorsten",7,8,,,,,6.0,5
"Beetsma, Roel M.W.J.",1,939,,,,,1.0,427
"Beine, Michel",0,1605,,,,,1.0,427
"Bekaert, Geert",4,65,0.32248062015503876,8,0.26159257688812476,4,3.0,42
"Belaire-Franch, Jorge",1,939,,,,,1.0,427
"Beltratti, Andrea E.",0,1605,,,,,1.0,427
"Benati, Luca",0,1605,,,,,1.0,427
"Benhabib, Jess",2,346,,,,,2.0,129
"Bennett, James A.",2,346,0.03283641423176301,44,1.4689473780281984e-05,102,1.0,427
"Benninga, Simon Z.",1,939,,,,,1.0,427
"Benston, George J.",3,149,,,,,1.0,427
"Benveniste, Lawrence M.",3,149,,,,,1.0,427
"Berger, Allen N.",17,1,,,,,9.0,1
"Berk, Jonathan B.",2,346,,,,,1.0,427
"Berkman, Henk",2,346,,,,,1.0,427
"Berkovitch, Elazar",1,939,,,,,1.0,427
"Bernanke, Ben S.",1,939,,,,,1.0,427
"Bernardo, Antonio E.",2,346,,,,,1.0,427
"Bernhardt, Dan",5,27,,,,,3.0,42
"Bertola, Giuseppe",2,346,,,,,1.0,427
"Bessembinder, Hendrik",1,939,,,,,2.0,129
"Bettis, J. Carr",2,346,0.0,69,0.000527683597622728,60,1.0,427
"Bhabra, Harjeet Singh",2,346,,,,,1.0,427
"Bhagat, Sanjai",3,149,,,,,1.0,427
"Bhanot, Karan",0,1605,,,,,1.0,427
"Bharadwaj, Anu",1,939,,,,,1.0,427
"Bhattacharya, Utpal",0,1605,,,,,1.0,427
"Bianco, Magda",2,346,,,,,1.0,427
"Billett, Matthew T.",3,149,,,,,3.0,42
"Bitler, Marianne P.",2,346,,,,,1.0,427
"Bizjak, John M.",3,149,0.06010733452593918,34,0.0005418384451693015,59,2.0,129
"Bjønnes, Geir Høidal",1,939,,,,,1.0,427
"Black, Harold A.",2,346,,,,,1.0,427
"Blake, Christopher R.",2,346,,,,,1.0,427
"Blanco, Juan M.",1,939,,,,,1.0,427
"Blanco, Roberto",2,346,,,,,1.0,427
"Blinder, Alan S.",1,939,,,,,1.0,427
"Bliss, Robert R.",1,939,,,,,1.0,427
"Bloomfield, Robert J.",2,346,,,,,1.0,427
"Bodenhorn, Howard N.",0,1605,,,,,1.0,427
"Boehm, Thomas P.",2,346,,,,,1.0,427
"Boehmer, Beatrice",1,939,,,,,1.0,427
"Boehmer, Ekkehart",5,27,,,,,4.0,15
"Bollen, Nicolas P.B.",3,149,,,,,3.0,42
"Bolliger, Guido",0,1605,,,,,1.0,427
"Bomfim, Antúlio N.",0,1605,,,,,1.0,427
"Bonaccorsi di Patti, Emilia",2,346,,,,,2.0,129
"Bond, Philip",0,1605,,,,,1.0,427
"Bondarenko, Oleg",0,1605,,,,,1.0,427
"Bonin, John P.",2,346,,,,,2.0,129
"Bonomo, Marco Antonio",1,939,,,,,1.0,427
"Boscaljon, Brian",1,939,,,,,1.0,427
"Boschen, John F.",1,939,,,,,1.0,427
"Bostic, Raphael W.",1,939,,,,,1.0,427
"Bottazzi, Laura",1,939,,,,,1.0,427
"Boubakri, Narjess",3,149,,,,,2.0,129
"Bourghelle, David",1,939,,,,,1.0,427
"Bovenberg, Arij Lans",1,939,,,,,1.0,427
"Boyd, John H.",5,27,,,,,4.0,15
"Boyle, Glenn W.",3,149,,,,,2.0,129
"Brada, Josef C.",2,346,,,,,1.0,427
"Bradley, Daniel J.",2,346,,,,,1.0,427
"Brailsford, Timothy J.",2,346,,,,,1.0,427
"Brandt, Michael W.",5,27,,,,,3.0,42
"Brau, James C.",1,939,,,,,1.0,427
"Braun, Matías",1,939,,,,,1.0,427
"Brav, Alon",5,27,0.1315444245676804,18,0.019484253401190855,20,3.0,42
"Brennan, Michael J.",5,27,0.013774597495527728,60,0.027608892284446022,17,2.0,129
"Brennan, Simon",2,346,,,,,1.0,427
"Brewer, Elijah",3,149,,,,,1.0,427
"Brickley, James A.",2,346,,,,,1.0,427
"Bris, Arturo",1,939,,,,,1.0,427
"Brockman, Paul D.",2,346,,,,,2.0,129
"Brooks, Robert D.",3,149,,,,,1.0,427
"Brown, Gregory W.",2,346,,,,,1.0,427
"Brown, Keith C.",5,27,,,,,2.0,129
"Brunello, Giorgio",2,346,,,,,1.0,427
"Brunnermeier, Markus K.",2,346,,,,,3.0,42
"Buch, Claudia M.",1,939,,,,,2.0,129
"Bullard, James B.",1,939,,,,,1.0,427
"Buraschi, Andrea",2,346,,,,,2.0,129
"Burch, Timothy R.",2,346,,,,,2.0,129
"Burkart, Mike",2,346,,,,,1.0,427
"Bushman, Robert M.",2,346,,,,,1.0,427
"Busse, Jeffrey A.",3,149,,,,,2.0,129
"Butler, Alexander W.",2,346,0.0050486980719538724,64,0.0010856269657235403,50,1.0,427
"Byun, Jinho",1,939,,,,,1.0,427
"Caballero, Ricardo J.",1,939,,,,,1.0,427
"Cadenillas, Abel",2,346,,,,,1.0,427
"Cai, Hongbin",2,346,,,,,1.0,427
"Cai, Jun",3,149,,,,,1.0,427
"Cakici, Nusret",3,149,,,,,1.0,427
"Calem, Paul S.",3,149,,,,,2.0,129
"Callaghan, Sandra Renfro",3,149,,,,,2.0,129
"Campbell, John Y.",3,149,,,,,2.0,129
"Campbell, Terry L.",2,346,,,,,1.0,427
"Campello, Murillo",2,346,,,,,2.0,129
"Canhoto, Ana Isabel",1,939,,,,,1.0,427
"Cannavan, Damien",2,346,,,,,1.0,427
"Canner, Glenn B.",2,346,,,,,1.0,427
"Cantillo, Miguel",0,1605,,,,,1.0,427
"Cantor, Richard",1,939,,,,,1.0,427
"Cao, H. Henry",5,27,0.11794871794871795,19,0.04550147924868204,14,2.0,129
"Cao, Melanie",1,939,,,,,1.0,427
"Caporale, Tony",1,939,,,,,1.0,427
"Caprio, Gerard Jr",2,346,,,,,1.0,427
"Cardia, Emanuela",2,346,,,,,1.0,427
"Carletti, Elena",0,1605,,,,,1.0,427
"Carlin, Wendy",1,939,,,,,1.0,427
"Carlson, Murray",5,27,,,,,2.0,129
"Carow, Kenneth A.",2,346,,,,,1.0,427
"Carr, Peter P.",1,939,,,,,3.0,42
"Carter, David A.",1,939,,,,,1.0,427
"Carvalho, Carlos",1,939,,,,,1.0,427
"Casamatta, Catherine",0,1605,,,,,1.0,427
"Casassus, Jaime",2,346,,,,,2.0,129
"Casu, Barbara",2,346,,,,,1.0,427
"Cebenoyan, A. Sinan",1,939,,,,,1.0,427
"Cestone, Giacinta",1,939,,,,,1.0,427
"Cetorelli, Nicola",1,939,,,,,2.0,129
"Ceuster, Marc D.",2,346,,,,,1.0,427
"Chacko, George C.",1,939,,,,,1.0,427
"Chae, Joon",0,1605,,,,,1.0,427
"Chakrabarti, Rajesh",3,149,,,,,1.0,427
"Chakravarty, Sugato",3,149,0.015384615384615385,54,2.46200863672423e-05,98,2.0,129
"Chan, Janus",1,939,,,,,1.0,427
"Chan, Kalok",4,65,0.14311270125223613,16,4.211716711560784e-05,91,2.0,129
"Chan, Louis Kuo Chi",2,346,,,,,1.0,427
"Chan, Wesley C.",0,1605,,,,,1.0,427
"Chan, Yeung Lewis",2,346,,,,,1.0,427
"Chang, Chunhao",2,346,,,,,1.0,427
"Chang, Shaochi",2,346,,,,,1.0,427
"Chapman, David A.",3,149,,,,,1.0,427
"Chappell, Henry W.",2,346,,,,,1.0,427
"Chari, Anusha",1,939,,,,,1.0,427
"Charoenwong, Charlie",2,346,0.0,69,2.460554273497049e-07,123,1.0,427
"Charupat, Narat",1,939,,,,,1.0,427
"Chatterjee, Sris",2,346,,,,,1.0,427
"Chaudhuri, Kausik",1,939,,,,,1.0,427
"Chemla, Gilles",0,1605,,,,,1.0,427
"Chemmanur, Thomas J.",2,346,,,,,2.0,129
"Chen, An Sing",2,346,,,,,2.0,129
"Chen, Honghui",2,346,,,,,2.0,129
"Chen, Mark A.",0,1605,,,,,1.0,427
"Chen, Sheng-Syan",2,346,,,,,1.0,427
"Chen, Zhi'An",2,346,,,,,1.0,427
"Cheng, Shijun",2,346,,,,,1.0,427
"Chiang, Kevin C.H.",1,939,,,,,1.0,427
"Chidambaran, Nemmara K.",1,939,,,,,1.0,427
"Chih, Hsiang Lin",1,939,,,,,1.0,427
"Childs, Paul D.",2,346,,,,,1.0,427
"Chiou, Ingyu",1,939,,,,,1.0,427
"Chirinko, Robert S.",1,939,,,,,1.0,427
"Chiyachantana, Chiraphol N.",3,149,,,,,1.0,427
"Cho, Seongyeon",1,939,0.0,69,2.052843172244248e-07,125,1.0,427
"Choe, Hyuk",2,346,0.0,69,5.0570522631557774e-05,89,1.0,427
"Choi, Woon Gyu",1,939,,,,,1.0,427
"Chordia, Tarun",3,149,,,,,3.0,42
"Chou, Ray Yeutien",0,1605,,,,,1.0,427
"Christensen, Jens H.E.",2,346,,,,,1.0,427
"Christiano, Lawrence J.",2,346,,,,,1.0,427
"Christiansen, Charlotte",0,1605,,,,,1.0,427
"Christoffersen, Peter F.",1,939,,,,,1.0,427
"Christoffersen, Susan E.K.",3,149,,,,,1.0,427
"Christophe, Stephen E.",2,346,,,,,1.0,427
"Chrystal, K. Alec",1,939,,,,,1.0,427
"Chu, Quentin C.",2,346,,,,,1.0,427
"Chung, Dennis",1,939,,,,,1.0,427
"Chung, Kee H.",8,4,0.13285629099582588,17,1.2436991068360721e-06,112,5.0,8
"Chuwonganant, Chairat",2,346,0.0,69,2.5159535290252655e-07,121,1.0,427
"Claessens, Stijn",1,939,,,,,2.0,129
"Clarke, George R.G.",8,4,,,,,4.0,15
"Clement, Michael B.",1,939,,,,,1.0,427
"Cliff, Michael T.",1,939,0.0,69,1.1054642995053105e-07,127,1.0,427
"Cocco, João F.",2,346,,,,,2.0,129
"Coccorese, Paolo",0,1605,,,,,1.0,427
"Cochrane, John H.",0,1605,,,,,1.0,427
"Cohen, Alma",1,939,,,,,1.0,427
"Cohen, Randolph B.",4,65,,,,,2.0,129
"Coles, Jeffrey L.",1,939,,,,,1.0,427
"Collender, Robert Neil",1,939,,,,,1.0,427
"Collin-Dufresne, Pierre",2,346,,,,,2.0,129
"Connolly, Robert A.",1,939,,,,,1.0,427
"Conrad, Jennifer S.",6,15,0.4547406082289803,3,0.002566109824332856,43,3.0,42
"Cook, Douglas O.",7,8,,,,,4.0,15
"Cooney, John W.",5,27,0.22090041741204533,11,0.0003175132598261593,67,3.0,42
"Cooper, Michael J.",8,4,0.44663088849135363,5,0.0006099187887059785,58,4.0,15
"Cordella, Tito",1,939,,,,,1.0,427
"Corielli, Francesco",1,939,,,,,1.0,427
"Cornelli, Francesca",1,939,,,,,1.0,427
"Cornett, Marcia Millon",3,149,,,,,1.0,427
"Corwin, Shane A.",3,149,,,,,3.0,42
"Cosset, Jean Claude",3,149,,,,,2.0,129
"Cottarelli, Carlo",2,346,,,,,1.0,427
"Coughenour, Jay F.",1,939,,,,,1.0,427
"Coval, Joshua D.",4,65,,,,,3.0,42
"Covitz, Daniel M.",1,939,,,,,1.0,427
"Covrig, Vicentiu M.",1,939,,,,,1.0,427
"Cowan, Adrian M.",1,939,,,,,1.0,427
"Cowan, Charles D.",1,939,,,,,1.0,427
"Cox, Steven R.",2,346,,,,,1.0,427
"Cremers, K. J. Martijn",1,939,,,,,1.0,427
"Crespí, Rafel",2,346,,,,,1.0,427
"Cristadoro, Riccardo",3,149,,,,,1.0,427
"Crivelli, Juan Miguel",4,65,,,,,2.0,129
"Cronqvist, Henrik",1,939,,,,,1.0,427
"Crook, Jonathan N.",1,939,,,,,1.0,427
"Croushore, Dean",1,939,,,,,1.0,427
"Cull, Robert",13,2,,,,,7.0,3
"Cummins, J. David",4,65,,,,,2.0,129
"Cuñado Eizaguirre, Juncal",4,65,,,,,2.0,129
"Cvitanić, Jakša",2,346,,,,,1.0,427
"Cynamon, Barry Z.",1,939,,,,,1.0,427
"Cysne, Rubens Penha",0,1605,,,,,1.0,427
"Câmara, António",0,1605,,,,,1.0,427
"Dacorogna, Michel M.",2,346,,,,,1.0,427
"Dahiya, Sandeep",5,27,,,,,2.0,129
"Dahl, Drew D.",1,939,,,,,1.0,427
"Dahlquist, Magnus",1,939,,,,,1.0,427
"Dai, Qiang",1,939,,,,,1.0,427
"Dai, Qinglei",3,149,,,,,1.0,427
"Dammon, Robert M.",2,346,0.0,69,0.007752730935909514,29,1.0,427
"Dangl, Thomas",2,346,,,,,2.0,129
"Daniels, Joseph P.",2,346,,,,,1.0,427
"Daniels, Kenneth N.",2,346,,,,,1.0,427
"Dann, Larry Y.",2,346,,,,,1.0,427
"Daníelsson, Jón",2,346,,,,,1.0,427
"Darrat, Ali F.",4,65,,,,,3.0,42
"Das, Sanjiv Ranjan",1,939,0.0,69,0.004895654714897841,32,1.0,427
"Dasgupta, Sudipto",1,939,,,,,1.0,427
"Datta, Sudip",2,346,,,,,3.0,42
"David Hillier, David",3,149,,,,,2.0,129
"Davidson, Wallace N.",4,65,,,,,2.0,129
"Davis, Michael C.",1,939,,,,,1.0,427
"De Fontnouvelle, Patrick",2,346,,,,,1.0,427
"De Giorgi, Enrico G.",0,1605,,,,,1.0,427
"De Jong, Frank",1,939,,,,,1.0,427
"De Motta, Adolfo",0,1605,,,,,1.0,427
"De Ménil, Georges",0,1605,,,,,1.0,427
"De Nicoló, Gianni",4,65,,,,,3.0,42
"De Roon, Frans A.",3,149,,,,,2.0,129
"De Vries, Casper G.",0,1605,,,,,1.0,427
"DeAngelo, Harry",2,346,,,,,1.0,427
"DeAngelo, Linda Elizabeth",2,346,,,,,1.0,427
"DeGennaro, Ramon P.",2,346,,,,,1.0,427
"DeJuan, Joseph P.",2,346,,,,,1.0,427
"DeLong, Gayle L.",3,149,,,,,2.0,129
"DeYoung, Robert E.",0,1605,,,,,1.0,427
"Deaves, Richard",0,1605,,,,,1.0,427
"Declerck, Fany",1,939,,,,,1.0,427
"Degeorge, François",3,149,,,,,1.0,427
"Degryse, Hans",1,939,,,,,1.0,427
"Del Guercio, Diane",2,346,,,,,1.0,427
"Dell'Ariccia, Giovanni",4,65,,,,,3.0,42
"Demarzo, Peter M.",2,346,,,,,2.0,129
"Demers, Elizabeth A.",1,939,,,,,1.0,427
"Demiralp, Selva",2,346,,,,,2.0,129
"Demirgüç-Kunt, Asli",6,15,,,,,5.0,8
"Denis, David J.",3,149,0.030649970184853905,45,6.883983721767907e-07,116,3.0,42
"Denis, Diane Kowalski",3,149,,,,,1.0,427
"Dermine, Jean",1,939,,,,,1.0,427
"Derrien, François",1,939,,,,,2.0,129
"Desai, Mihir A.",2,346,,,,,2.0,129
"Dessein, Wouter",0,1605,,,,,1.0,427
"Detemple, Jérôme B.",3,149,,,,,3.0,42
"Devereux, Michael B.",1,939,,,,,1.0,427
"Devos, Erik",1,939,,,,,1.0,427
"Dhillon, Upinder S.",2,346,,,,,1.0,427
"Di Matteo, Tiziana",2,346,,,,,1.0,427
"Diamond, Douglas W.",1,939,,,,,2.0,129
"Dietsch, Michel",1,939,,,,,1.0,427
"Dimand, Robert W.",0,1605,,,,,2.0,129
"Ding, David",2,346,0.0,69,2.4605542734970497e-07,122,1.0,427
"Dinç, I. Serdar",0,1605,,,,,1.0,427
"Diro Ejara, Demissew",1,939,,,,,1.0,427
"Dittmar, Amy K.",3,149,,,,,2.0,129
"Dittmar, Robert F.",4,65,0.4512820512820513,4,0.01159946595380324,26,2.0,129
"Djankov, Simeon",2,346,,,,,1.0,427
"Doidge, Craig",2,346,0.0002385211687537269,66,6.087801070915178e-05,86,1.0,427
"Dong, Ming",3,149,,,,,1.0,427
"Dotsey, Michael",2,346,,,,,1.0,427
"Douglas J. Cumming, Douglas",3,149,,,,,2.0,129
"Dow, James",1,939,,,,,1.0,427
"Downing, Christopher",1,939,,,,,1.0,427
"Drake, Leigh M.",1,939,,,,,1.0,427
"Driessen, Joost",0,1605,,,,,1.0,427
"Driffill, John",1,939,,,,,1.0,427
"Drucker, Steven",1,939,,,,,1.0,427
"Duan, Jinchuan",2,346,,,,,2.0,129
"Duarte, Jefferson",0,1605,,,,,1.0,427
"Ducharme, Larry L.",2,346,0.0,69,6.119396326721794e-07,117,1.0,427
"Duck, Peter W.",3,149,,,,,1.0,427
"Duffee, Gregory R.",0,1605,,,,,1.0,427
"Duffie, J. Darrell",2,346,,,,,2.0,129
"Dunkelberg, William C.",1,939,,,,,1.0,427
"Dupor, Bill",1,939,,,,,1.0,427
"Durham, Garland B.",0,1605,,,,,1.0,427
"Durham, Greg R.",2,346,,,,,1.0,427
"Durnev, Art A.",3,149,,,,,2.0,129
"Dutkowsky, Donald H.",3,149,,,,,2.0,129
"Dvoracek, Vladimir",3,149,,,,,1.0,427
"Dvořák, Tomáš",0,1605,,,,,1.0,427
"Dybvig, Philip H.",1,939,,,,,1.0,427
"Dyck, Alexander",1,939,,,,,1.0,427
"Décamps, Jean Paul",2,346,,,,,1.0,427
"Döbeli, Barbara",1,939,,,,,1.0,427
"Easley, David A.",1,939,,,,,1.0,427
"Eberhart, Allan C.",2,346,,,,,2.0,129
"Eckbo, B. Espen",1,939,,,,,1.0,427
"Edelen, Roger M.",2,346,,,,,2.0,129
"Ederington, Louis H.",1,939,,,,,1.0,427
"Ehrmann, Michael",1,939,,,,,1.0,427
"Eichenbaum, Martin S.",1,939,,,,,1.0,427
"Eisfeldt, Andrea L.",0,1605,,,,,1.0,427
"Elder, John",0,1605,,,,,1.0,427
"Elger, C. Thomas",2,346,,,,,1.0,427
"Elsas, Ralf",0,1605,,,,,1.0,427
"Elston, Julie Ann",1,939,,,,,1.0,427
"Elton, Edwin J.",5,27,,,,,3.0,42
"Emery, Kenneth M.",1,939,,,,,1.0,427
"Engel, Charles",0,1605,,,,,1.0,427
"Eom, Youngho",2,346,,,,,1.0,427
"Episcopos, Athanasios",0,1605,,,,,1.0,427
"Eraker, Bjørn",2,346,,,,,2.0,129
"Ergungor, Ozgur Emre",0,1605,,,,,2.0,129
"Errunza, Vihang R.",2,346,,,,,2.0,129
"Escribano, Alvaro",2,346,,,,,1.0,427
"Espahbodi, Hassan",1,939,,,,,1.0,427
"Espahbodi, Pouran",1,939,,,,,1.0,427
"Espinosa-Vega, Marco A.",3,149,,,,,1.0,427
"Estrella, Arturo",0,1605,,,,,1.0,427
"Eun, Cheol S.",1,939,,,,,1.0,427
"Evans, George W.",1,939,,,,,1.0,427
"Ewing, Bradley T.",1,939,,,,,1.0,427
"Fabbri, Daniela",1,939,,,,,1.0,427
"Faber, Riemer P.",2,346,,,,,1.0,427
"Faccio, Mara",1,939,,,,,1.0,427
"Faff, Robert W.",3,149,,,,,2.0,129
"Fair, Ray C.",0,1605,,,,,1.0,427
"Faleye, Olubunmi",0,1605,,,,,1.0,427
"Fama, Eugene F.",1,939,,,,,2.0,129
"Fan, Rong",2,346,,,,,1.0,427
"Fang, Lily",0,1605,,,,,1.0,427
"Farley, Dennis E.",1,939,,,,,1.0,427
"Farnsworth, Heber K.",1,939,,,,,1.0,427
"Faulkender, Michael",0,1605,,,,,1.0,427
"Faure-Grimaud, Antoine",1,939,,,,,1.0,427
"Faust, Jon",2,346,,,,,1.0,427
"Favero, Carlo A.",2,346,,,,,2.0,129
"Fee, C. Edward",2,346,,,,,2.0,129
"Fehle, Frank R.",1,939,,,,,1.0,427
"Feng, Fang",2,346,,,,,1.0,427
"Feng, Lei",1,939,,,,,1.0,427
"Ferguson, Michael F.",1,939,,,,,1.0,427
"Fermanian, Jean David",1,939,,,,,1.0,427
"Fernandez, Viviana",0,1605,,,,,1.0,427
"Fernando, Chitru S.",2,346,,,,,2.0,129
"Fernández de Guevara, Juan",1,939,,,,,1.0,427
"Fernández, Pablo",0,1605,,,,,1.0,427
"Ferreira, Daniel",2,346,,,,,1.0,427
"Ferri, Michael G.",2,346,,,,,1.0,427
"Ferris, Stephen P.",4,65,,,,,2.0,129
"Ferson, Wayne E.",3,149,,,,,2.0,129
"Finn, Frank J.",2,346,,,,,1.0,427
"Fischer, Klaus P.",3,149,,,,,1.0,427
"Fishe, Raymond P.H.",3,149,,,,,2.0,129
"Fisher, Adlai J.",2,346,,,,,1.0,427
"Fisher, Jonas D.M.",1,939,,,,,1.0,427
"Fisher, Lance A.",1,939,,,,,1.0,427
"Fisman, Raymond J.",1,939,,,,,2.0,129
"Flandreau, Marc R.",2,346,,,,,1.0,427
"Flannery, Mark J.",2,346,,,,,1.0,427
"Fleming, Grant A.",2,346,,,,,1.0,427
"Fleming, Jeff",2,346,,,,,1.0,427
"Fleming, Wendell H.",1,939,,,,,1.0,427
"Fletcher, Jonathan",1,939,,,,,1.0,427
"Forni, Mario",3,149,,,,,1.0,427
"Foucault, Thierry",4,65,,,,,2.0,129
"Frame, W. Scott",3,149,,,,,2.0,129
"Frank, Murray Z.",2,346,,,,,2.0,129
"Franks, Julian R.",1,939,,,,,1.0,427
"François, Pascal",1,939,,,,,1.0,427
"Fratantoni, Michael C.",1,939,,,,,1.0,427
"Fratzscher, Marcel",1,939,,,,,1.0,427
"Freixas, Xavier",1,939,,,,,1.0,427
"French, Kenneth R.",1,939,,,,,2.0,129
"Friberg, Richard",2,346,,,,,1.0,427
"Fries, Steven M.",1,939,,,,,1.0,427
"Frino, Alex",4,65,,,,,2.0,129
"Fritz Foley, C.",2,346,,,,,2.0,129
"Froot, Kenneth A.",1,939,,,,,1.0,427
"Fu, Fangjian",2,346,,,,,1.0,427
"Furfine, Craig H.",1,939,,,,,2.0,129
"Gagliardini, Patrick",1,939,,,,,1.0,427
"Gale, Douglas M.",1,939,,,,,1.0,427
"Gali, Jordi",2,346,,,,,1.0,427
"Galpin, Neal",3,149,,,,,1.0,427
"Gambacorta, Leonardo",1,939,,,,,1.0,427
"Gan, Jie",0,1605,,,,,1.0,427
"Gande, Amar",1,939,,,,,1.0,427
"Garcia, Philip G.",1,939,,,,,1.0,427
"Garcia, René",2,346,,,,,2.0,129
"García-Cestona, Miguel A.",2,346,,,,,1.0,427
"Garfinkel, Jon A.",1,939,,,,,1.0,427
"Garmaise, Mark J.",1,939,,,,,2.0,129
