node,degree,degree_rank,betweenness,betweenness_rank,eigenvector,eigenvector_rank,papers,papers_rank
"Aloui, Riadh",2,828,,,,,1.0,773
"Alpanda, Sami",1,1934,,,,,1.0,773
"Alsakka, Rasha",1,1934,,,,,1.0,773
"Altavilla, Carlo",1,1934,,,,,1.0,773
"Ambrose, Brent William",3,388,,,,,1.0,773
"Amel, Dean F.",1,1934,,,,,1.0,773
"Ameriks, John",3,388,0.0,306,1.6860579962052434e-05,206,1.0,773
"Amihud, Yakov",4,185,0.006655537006121313,190,2.962940662631418e-07,350,2.0,292
"Amira, Khaled",1,1934,,,,,1.0,773
"Amit, Raphael Raffi",1,1934,,,,,1.0,773
"Ammann, Manuel",2,828,,,,,1.0,773
"Ammer, John",2,828,0.0,306,1.4033847321999804e-08,434,1.0,773
"Amromin, Gene",5,104,,,,,2.0,292
"An, Xudong",2,828,,,,,1.0,773
"An, Yunbi",2,828,,,,,1.0,773
"Andersen, Steffen",1,1934,,,,,1.0,773
"Andersen, Torben G.",1,1934,,,,,1.0,773
"Anderson, Bing",3,388,1.3912075681691707e-06,299,6.590731911492156e-05,150,1.0,773
"Anderson, Charles D.",2,828,,,,,1.0,773
"Anderson, Christopher W.",3,388,,,,,1.0,773
"Anderson, Evan W.",2,828,,,,,1.0,773
"Anderson, Ronald C.",2,828,,,,,1.0,773
"Anderson, Ronald W.",1,1934,0.0,306,1.9166329185033497e-08,424,1.0,773
"Andrade, Sandro C.",2,828,0.003333333333333333,230,3.561566473865515e-07,346,2.0,292
"Andreou, Panayiotis C.",2,828,,,,,1.0,773
"Andries, Natalia",1,1934,,,,,1.0,773
"Andrikopoulos, Andreas",0,2900,,,,,1.0,773
"Andritzky, Jochen R.",3,388,,,,,1.0,773
"Ang, Andrew",6,58,0.006720923761825264,185,0.0008480058975718612,79,3.0,88
"Ang, James",1,1934,,,,,1.0,773
"Angelidis, Timotheos",1,1934,,,,,1.0,773
"Angelini, Paolo",2,828,,,,,1.0,773
"Angerer, Xiaohong",1,1934,,,,,1.0,773
"Annaert, Jan",2,828,,,,,1.0,773
"Antão, Paula",1,1934,,,,,1.0,773
"Apilado, Vincent P.",1,1934,,,,,1.0,773
"Araújo, Aloísio P.",2,828,,,,,1.0,773
"Arisoy, Yakup Eser",0,2900,,,,,1.0,773
"Armesto, Michelle T.",3,388,,,,,1.0,773
"Arnold, Ivo J.M.",1,1934,,,,,1.0,773
"Artuç, Erhan",1,1934,,,,,1.0,773
"Ascari, Guido",1,1934,,,,,1.0,773
"Asdrubali, Pierfederico",1,1934,,,,,1.0,773
"Asem, Ebenezer",0,2900,,,,,1.0,773
"Asgharian, Hossein",0,2900,,,,,1.0,773
"Ashcraft, Adam B.",4,185,0.03926544240400667,72,3.38971041313181e-08,409,2.0,292
"Asparouhova, Elena",2,828,0.0,306,3.072586852002966e-06,279,1.0,773
"Assaf, A. George",2,828,,,,,1.0,773
"At, Christian",2,828,0.0,306,6.126067764744052e-10,503,1.0,773
"Atanasov, Vladimir",4,185,,,,,2.0,292
"Atanassov, Julian",1,1934,0.0,306,7.061705072122366e-12,556,1.0,773
"Auer, Raphael A.",1,1934,,,,,1.0,773
"Aussenegg, Wolfgang",2,828,,,,,1.0,773
"Autore, Don M.",4,185,,,,,5.0,20
"Avramov, Doron",6,58,,,,,2.0,292
"Axelson, Ulf",3,388,0.003333333333333333,230,0.00023591481393417222,99,2.0,292
"Aynaoui, Karim El",1,1934,,,,,1.0,773
"Ayotte, Kenneth M.",2,828,,,,,2.0,292
"Aysun, Uluc",1,1934,,,,,1.0,773
"Ayyagari, Meghana",3,388,0.03283249860879243,94,8.232397786928589e-05,145,2.0,292
"Azofra, Valentín",1,1934,,,,,1.0,773
"Aïssa, Mohamed Safouane Ben",2,828,,,,,1.0,773
"Aït-Sahalia, Yacine",1,1934,,,,,1.0,773
"Baba, Naohiko",2,828,,,,,2.0,292
"Babenko, Ilona",2,828,,,,,3.0,88
"Bach, Christian",1,1934,,,,,1.0,773
"Bachmeier, Lance J.",1,1934,,,,,1.0,773
"Back, Kerry",1,1934,,,,,1.0,773
"Backus, David K.",2,828,,,,,1.0,773
"Badrinath, Swaminathan G.",1,1934,,,,,1.0,773
"Baele, Lieven",2,828,0.0,306,0.0012260770504847079,64,1.0,773
"Bai, Ye",1,1934,,,,,1.0,773
"Baik, Bok",2,828,,,,,1.0,773
"Bailey, Warren",5,104,0.013663374627777763,141,0.0012673219932645195,62,2.0,292
"Baker, Edward",3,388,,,,,1.0,773
"Baker, Malcolm P.",3,388,0.0,306,1.552174617230877e-08,429,2.0,292
"Bakke, Tor Erik",1,1934,0.0,306,4.44043008432058e-06,257,1.0,773
"Bakshi, Gurdip S.",3,388,0.0,306,3.647121484356084e-12,561,4.0,43
"Balasubramnian, Bhanu",1,1934,,,,,1.0,773
"Balbás, Alejandro",2,828,,,,,1.0,773
"Balbás, Beatriz",2,828,,,,,1.0,773
"Balbás, Raquel",2,828,,,,,1.0,773
"Bali, Turan G.",4,185,,,,,3.0,88
"Baliga, Sandeep",1,1934,0.0,306,2.5604006730601595e-05,193,1.0,773
"Ball, Eric",2,828,,,,,1.0,773
"Balvers, Ronald J.",1,1934,,,,,1.0,773
"Banerjee, Anurag Narayan",1,1934,,,,,1.0,773
"Banerjee, Snehal",2,828,,,,,3.0,88
"Banker, Rajiv D.",2,828,,,,,1.0,773
"Bannier, Christina E.",1,1934,,,,,1.0,773
"Bansal, Ravi",3,388,,,,,2.0,292
"Bao, Jack",3,388,0.029599332220367276,105,1.2439565081425163e-07,382,2.0,292
"Baptista, Alexandre M.",1,1934,,,,,3.0,88
"Baran, Lindsay C.",1,1934,,,,,1.0,773
"Baranchuk, Nina",3,388,,,,,2.0,292
"Barber, Brad M.",4,185,0.0005787423483583751,276,1.9750999702103943e-10,519,2.0,292
"Barberis, Nicholas C.",1,1934,,,,,1.0,773
"Barclay, Michael J.",2,828,,,,,1.0,773
"Bargeron, Leonce L.",2,828,,,,,1.0,773
"Barnea, Amir",2,828,0.0,306,0.001132786401858567,70,1.0,773
"Barnett, William A.",2,828,,,,,1.0,773
"Barras, Laurent",2,828,,,,,1.0,773
"Barrell, Ray J.",3,388,,,,,1.0,773
"Barrett, W. Brian",1,1934,0.0,306,3.8654342100778385e-08,404,1.0,773
"Barros, Carlos P.",2,828,,,,,1.0,773
"Barry, Christopher B.",3,388,,,,,1.0,773
"Barry, Thierno Amadou",2,828,,,,,1.0,773
"Barth, James R.",3,388,0.0004557595993322204,278,0.10135425469922185,9,1.0,773
"Bartolini, Leonardo",4,185,0.009899833055091819,177,6.566095329573384e-10,498,2.0,292
"Bartram, So¨hnke M.",4,185,0.03926544240400667,72,9.544294857136971e-06,221,2.0,292
"Baruch, Shmuel",1,1934,,,,,1.0,773
"Basak, Suleyman",1,1934,,,,,1.0,773
"Basso, Henrique S.",2,828,,,,,1.0,773
"Bastos, João A.",0,2900,,,,,1.0,773
"Basu, Nilanjan",2,828,,,,,1.0,773
"Bates, Thomas W.",2,828,0.0,306,0.0001280722115612402,129,1.0,773
"Battalio, Robert H.",1,1934,,,,,1.0,773
"Bauer, Gregory H.",2,828,,,,,1.0,773
"Bauer, Keldon J.",2,828,,,,,1.0,773
"Bauer, Rob M.M.J.",2,828,,,,,1.0,773
"Baule, Rainer",0,2900,,,,,1.0,773
"Baum, Christopher F.",2,828,,,,,1.0,773
"Baur, Dirk G.",1,1934,,,,,1.0,773
"Bayar, Onur",2,828,0.0032888146911519197,258,8.15617422746966e-07,328,1.0,773
"Bebchuk, Lucian A.",7,34,0.32678128105218524,3,0.00021168393269716378,106,5.0,20
"Beber, Alessandro",4,185,0.01655537006121313,138,0.0030641241156684107,42,3.0,88
"Becchetti, Leonardo",2,828,,,,,1.0,773
"Bech, Morten L.",2,828,0.0,306,3.3040684791067505e-08,412,1.0,773
"Becher, David A.",1,1934,,,,,1.0,773
"Becht, Marco",3,388,,,,,1.0,773
"Bechtel, Michael M.",1,1934,,,,,1.0,773
"Beck, Thorsten",3,388,0.01655537006121313,138,4.961501842877001e-09,455,2.0,292
"Becker, Bo",3,388,0.006658319421257651,188,4.166105101345936e-12,560,2.0,292
"Becker, Ralf",2,828,,,,,1.0,773
"Becker, Sascha O.",1,1934,,,,,1.0,773
"Becker, Thomas A.",1,1934,,,,,1.0,773
"Bedendo, Mascia",4,185,,,,,2.0,292
"Beechey, Meredith J.",2,828,,,,,1.0,773
"Beer, Christian",2,828,0.0,306,4.315581654650731e-09,464,1.0,773
"Behr, Patrick",2,828,,,,,1.0,773
"Beijnen, Christine",1,1934,,,,,1.0,773
"Beine, Michel",7,34,,,,,3.0,88
"Bekaert, Geert",11,7,0.0836324429604897,29,0.010070500783685642,30,5.0,20
"Belke, Ansgar H.",2,828,,,,,1.0,773
"Bellucci, Andrea",2,828,,,,,1.0,773
"Beltratti, Andrea E.",1,1934,,,,,1.0,773
"Ben-Abdallah, Ramzi",2,828,,,,,1.0,773
"Ben-Ameur, Hatem",2,828,,,,,1.0,773
"Ben-David, Itzhak",4,185,,,,,1.0,773
"Bencivenga, Valerie R.",1,1934,,,,,1.0,773
"Bengtsson, Ola",1,1934,0.0,306,0.0015836545083290454,55,1.0,773
"Benigno, Gianluca",1,1934,,,,,1.0,773
"Benigno, Pierpaolo",0,2900,,,,,1.0,773
"Benmelech, Efraim",2,828,,,,,5.0,20
"Bennedsen, Morten",1,1934,,,,,1.0,773
"Benson, David F.",1,1934,,,,,1.0,773
"Benzoni, Luca",4,185,,,,,3.0,88
"Berardi, Michele",0,2900,,,,,1.0,773
"Berentsen, Aleksander",1,1934,,,,,1.0,773
"Berger, Allen N.",11,7,0.143849007605268,14,9.81901175369878e-07,317,8.0,3
"Berger, David W.",4,185,,,,,2.0,292
"Berger, Helge",2,828,,,,,1.0,773
"Berger, Tino",1,1934,,,,,1.0,773
"Bergin, Paul R.",1,1934,,,,,1.0,773
"Berglof, Erik",2,828,,,,,1.0,773
"Bergman, Nittai K.",1,1934,,,,,3.0,88
"Bergstresser, Daniel",2,828,0.0,306,7.65879814767722e-06,227,1.0,773
"Berk, Jonathan B.",2,828,,,,,1.0,773
"Berkelaar, Arjan B.",1,1934,,,,,1.0,773
"Berkman, Henk",9,12,,,,,4.0,43
"Bernal, Oscar",3,388,,,,,1.0,773
"Bernardo, Antonio E.",2,828,,,,,1.0,773
"Berndt, Antje",2,828,0.0,306,5.813995743015847e-15,600,1.0,773
"Bernoth, Kerstin",1,1934,,,,,1.0,773
"Bernstein, Asaf",2,828,,,,,1.0,773
"Bertocchi, Graziella",2,828,,,,,1.0,773
"Bertrand, Marianne",1,1934,0.0,306,5.078405483737113e-11,543,1.0,773
"Bertrand, Philippe",1,1934,,,,,1.0,773
"Bessembinder, Hendrik",7,34,0.019877573734001112,129,2.2746888171678052e-05,198,3.0,88
"Bettis, J. Carr",3,388,,,,,1.0,773
"Betton, Sandra",2,828,,,,,1.0,773
"Beugelsdijk, Sjoerd",1,1934,,,,,1.0,773
"Bhamra, Harjoat S.",3,388,0.03926544240400667,72,7.368542125739521e-09,446,3.0,88
"Bhansali, Vineer",2,828,6.956037840845852e-06,291,0.0002921191163121963,92,1.0,773
"Bharath, Sreedhar T.",6,58,0.026393989983305506,110,8.361278184757287e-06,223,3.0,88
"Bhattacharyya, Sugato",1,1934,0.0,306,1.4661318117060013e-09,487,1.0,773
"Bhaumik, Sumon Kumar",2,828,,,,,1.0,773
"Bhojraj, Sanjeev",5,104,,,,,2.0,292
"Biais, Bruno",2,828,,,,,1.0,773
"Bianchi, Michele Leonardo",4,185,,,,,2.0,292
"Bilias, Yannis",2,828,,,,,1.0,773
"Billett, Matthew T.",3,388,,,,,2.0,292
"Billingsley, Randall S.",3,388,,,,,2.0,292
"Billon, Steve",1,1934,,,,,1.0,773
"Bindseil, Ulrich",2,828,0.0,306,2.201321439701198e-08,418,1.0,773
"Birz, Gene",1,1934,,,,,1.0,773
"Bizjak, John M.",6,58,,,,,3.0,88
"Black, Bernard S.",3,388,,,,,1.0,773
"Black, Lamont K.",1,1934,0.0,306,1.0659773635453769e-07,391,1.0,773
"Blake, Christopher R.",4,185,,,,,1.0,773
"Bloomfield, Robert J.",5,104,,,,,3.0,88
"Blouin, Jennifer L.",2,828,,,,,1.0,773
"Bluedorn, John C.",1,1934,,,,,1.0,773
"Blöchlinger, Andreas",0,2900,,,,,1.0,773
"Bo, Hong",2,828,,,,,1.0,773
"Bodnaruk, Andriy",3,388,0.004117611659347876,224,7.21394457076121e-06,233,2.0,292
"Boehmer, Ekkehart",3,388,0.003333333333333333,230,1.1585279710699155e-07,384,2.0,292
"Boguth, Oliver",3,388,,,,,1.0,773
"Boldin, Michael",1,1934,,,,,1.0,773
"Bollen, Nicolas P.B.",3,388,,,,,3.0,88
"Bollerslev, Tim",3,388,,,,,2.0,292
"Bolt, Wilko",4,185,,,,,3.0,88
"Bolton, Patrick",4,185,,,,,3.0,88
"Bond, Philip",5,104,0.05088299281871899,54,0.00021570962661350722,105,3.0,88
"Bonfim, Diana",0,2900,,,,,1.0,773
"Bongaerts, Dion",3,388,,,,,2.0,292
"Bonomo, Marco Antonio",4,185,,,,,2.0,292
"Boot, Arnoud W. A.",1,1934,,,,,1.0,773
"Borgersen, Trond Arne",2,828,,,,,1.0,773
"Borisov, Alexander",2,828,,,,,1.0,773
"Borisova, Ginka",1,1934,,,,,1.0,773
"Borokhovich, Kenneth A.",2,828,,,,,1.0,773
"Bortolotti, Bernardo",1,1934,,,,,1.0,773
"Bosch, Oliver",1,1934,0.0,306,7.176439910453119e-07,331,1.0,773
"Bossaerts, Peter",7,34,,,,,3.0,88
"Bottazzi, Laura",2,828,,,,,1.0,773
"Boubakri, Narjess",4,185,,,,,3.0,88
"Boucly, Quentin",2,828,0.0011092561676868666,272,1.0940678938163311e-07,389,1.0,773
"Bougheas, Spiros",2,828,,,,,1.0,773
"Boulatov, Alex",3,388,0.0,306,2.71875254032721e-12,566,1.0,773
"Bourreau, Marc",1,1934,,,,,1.0,773
"Bouwman, Christa H.S.",3,388,0.009966611018363939,170,1.095143911937923e-07,387,3.0,88
"Bowdler, Christopher",1,1934,,,,,1.0,773
"Boyer, Brian H.",2,828,,,,,2.0,292
"Boyson, Nicole M.",2,828,0.0,306,0.00012711408061973317,130,1.0,773
"Boz, Emine",0,2900,,,,,1.0,773
"Bradley, Michael D.",3,388,0.011945289799347641,160,0.0014387000817436446,56,1.0,773
"Braggion, Fabio",1,1934,,,,,1.0,773
"Branch, William A.",1,1934,,,,,1.0,773
"Brandouy, Olivier",3,388,,,,,1.0,773
"Brandt, Michael W.",7,34,0.19099922859869378,11,0.010739993063468633,27,4.0,43
"Braun, Matías",1,1934,,,,,1.0,773
"Brav, Alon",7,34,0.31924687733123486,5,0.00986765967598347,32,3.0,88
"Brav, Omer",0,2900,,,,,1.0,773
"Brealey, Richard A.",2,828,,,,,1.0,773
"Bredin, Don",1,1934,,,,,1.0,773
"Breedon, Francis",2,828,0.0,306,0.00037435846633561784,86,1.0,773
"Brennan, Michael J.",1,1934,,,,,1.0,773
"Breton, Michèle",2,828,,,,,1.0,773
"Breuer, Thomas",3,388,,,,,1.0,773
"Breuer, Wolfgang",2,828,,,,,1.0,773
"Briec, Walter",3,388,,,,,1.0,773
"Bris, Arturo",4,185,0.006655537006121313,190,2.6582694043205432e-05,188,2.0,292
"Brisley, Neil",2,828,0.0,306,3.2555518529548637e-06,271,1.0,773
"Broadie, Mark N.",2,828,,,,,1.0,773
"Brock, William A.",1,1934,,,,,1.0,773
"Brockman, Paul D.",5,104,,,,,5.0,20
"Broeders, Dirk W.G.A.",1,1934,,,,,1.0,773
"Brooks, Chris S.",2,828,,,,,1.0,773
"Brooks, Robert D.",5,104,,,,,2.0,292
"Brophy, David J.",2,828,0.0,306,5.4277562638217063e-11,542,1.0,773
"Broto, Carmen",2,828,,,,,1.0,773
"Broughman, Brian J.",1,1934,,,,,1.0,773
"Brown, Christine Ann D.",1,1934,,,,,1.0,773
"Brown, Craig O.",1,1934,,,,,1.0,773
"Brown, Gregory W.",2,828,0.0,306,9.27751915638702e-06,222,1.0,773
"Brown, James R.",2,828,,,,,3.0,88
"Brown, Martin",8,20,0.019894268224819142,128,4.7146211705914805e-09,459,4.0,43
"Brown, Stephen J.C.",2,828,,,,,1.0,773
"Bruche, Max",1,1934,,,,,1.0,773
"Bruguier, Antoine J.",2,828,,,,,1.0,773
"Brunetti, Celso",2,828,,,,,1.0,773
"Brunetti, Marianna",2,828,,,,,1.0,773
"Brunnermeier, Markus K.",1,1934,,,,,1.0,773
"Bruno, Valentina G.",1,1934,,,,,1.0,773
"Bubna, Amit",1,1934,0.0,306,2.0144815764099497e-07,361,1.0,773
"Bubák, Vít",2,828,0.0,306,9.995037195408283e-10,493,1.0,773
"Buch, Arne",2,828,,,,,1.0,773
"Buch, Claudia M.",1,1934,,,,,1.0,773
"Bucht, Charlotte",3,388,,,,,1.0,773
"Bulkley, George",3,388,,,,,2.0,292
"Bullard, James B.",1,1934,,,,,1.0,773
"Bunkanwanicha, Pramuan",1,1934,,,,,1.0,773
"Bunzel, Helle",1,1934,,,,,1.0,773
"Buraschi, Andrea",4,185,0.009968465961788166,169,0.00038513720566999733,84,2.0,292
"Burkart, Mike",4,185,0.006655537006121313,190,5.031862127581936e-09,454,2.0,292
"Burnside, Craig Craig",3,388,,,,,1.0,773
"Bushman, Robert M.",2,828,,,,,1.0,773
"Busse, Jeffrey A.",2,828,,,,,1.0,773
"Butler, Alexander W.",6,58,,,,,4.0,43
"Butler, Richard J.",2,828,,,,,1.0,773
"Büyükkarabacak, Berrak",1,1934,,,,,1.0,773
"Cabolis, Christos",2,828,0.0,306,3.2555518529548637e-06,271,1.0,773
"Cahan, Steven F.",2,828,,,,,1.0,773
"Cai, Charlie Xiaowu",2,828,,,,,1.0,773
"Cai, Hongbin",2,828,,,,,1.0,773
"Cai, Jie",5,104,,,,,3.0,88
"Cai, Jun",3,388,0.0,306,0.00018192718816066936,116,1.0,773
"Cai, Yijie",2,828,,,,,1.0,773
"Cajueiro, Daniel Oliveira",2,828,,,,,1.0,773
"Cakici, Nusret",2,828,,,,,2.0,292
"Calabrese, Raffaella",1,1934,,,,,1.0,773
"Calanog, Victor",2,828,,,,,1.0,773
"Calmès, Christian",1,1934,,,,,1.0,773
"Calomiris, Charles W.",2,828,,,,,1.0,773
"Calvo-González, Oscar",2,828,,,,,1.0,773
"Calzolari, Giacomo",1,1934,,,,,1.0,773
"Camera, Gabriele",1,1934,,,,,1.0,773
"Campbell, Cynthia J.",2,828,,,,,1.0,773
"Campbell, John Y.",6,58,,,,,3.0,88
"Campbell, Tom Colin",4,185,0.0,306,3.1565710317886777e-12,562,1.0,773
"Campello, Murillo",9,12,0.10002421817918482,23,0.19317272862361745,7,5.0,20
"Campolongo, Francesca",3,388,,,,,1.0,773
"Canova, Fabio",1,1934,,,,,1.0,773
"Cao, H. Henry",1,1934,,,,,1.0,773
"Cao, Jerry",1,1934,0.0,306,5.4499843360989505e-05,163,1.0,773
"Capistrán, Carlos",2,828,,,,,2.0,292
"Caplin, Andrew S.",4,185,0.003333333333333333,230,1.7041660862345863e-05,205,2.0,292
"Capozza, Dennis R.",2,828,,,,,1.0,773
"Carbó, Santiago",1,1934,,,,,1.0,773
"Carcano, Nicola",1,1934,,,,,1.0,773
"Cardak, Buly A.",1,1934,,,,,1.0,773
"Cardone-Riportella, Clara",2,828,,,,,1.0,773
"Carleton, Willard T.",1,1934,,,,,1.0,773
"Carletti, Elena",2,828,,,,,1.0,773
"Carlin, Bruce I.",4,185,0.1214862734186607,16,4.8552749529039786e-08,399,4.0,43
"Carline, Nicholas F.",2,828,0.0,306,4.0754448148271874e-10,515,1.0,773
"Carlson, Mark A.",0,2900,,,,,1.0,773
"Carlson, Murray",5,104,,,,,3.0,88
"Carlstrom, Charles T.",2,828,,,,,1.0,773
"Carow, Kenneth A.",6,58,,,,,3.0,88
"Carpenter, Jennifer N.",4,185,,,,,2.0,292
"Carr, Peter P.",1,1934,,,,,2.0,292
"Carroll, Christopher D.",2,828,,,,,1.0,773
"Cartea, Álvaro",1,1934,,,,,1.0,773
"Carvalho, Carlos",1,1934,,,,,1.0,773
"Casamatta, Catherine",1,1934,,,,,1.0,773
"Caselli, Stefano",2,828,,,,,1.0,773
"Caskey, Judson A.",0,2900,,,,,1.0,773
"Cassar, Gavin J.",1,1934,,,,,1.0,773
"Casu, Barbara",2,828,,,,,1.0,773
"Caudill, Steven B.",2,828,,,,,1.0,773
"Cavalcanti, Ricardo de O.",1,1934,,,,,1.0,773
"Cengiz, Cetin Behzet",2,828,,,,,1.0,773
"Cerqueiro, Geraldo",4,185,0.03619736598033759,77,1.2737208157097367e-07,381,2.0,292
"Cerqueti, Roy",1,1934,,,,,1.0,773
"Cerrato, Mario",2,828,,,,,1.0,773
"Cesarini, David A.",4,185,,,,,1.0,773
"Cha, Inkyung",1,1934,,,,,1.0,773
"Chabakauri, Georgy D.",1,1934,,,,,1.0,773
"Chabi-Yo, Fousseni",0,2900,,,,,1.0,773
"Chaboud, Alain P.",2,828,,,,,1.0,773
"Chae, Joon",2,828,,,,,1.0,773
"Chakrabarty, Bidisha",2,828,0.0,306,4.30035949927546e-07,340,1.0,773
"Chakravorti, Sujit",1,1934,,,,,1.0,773
"Chalamandaris, Georgios",1,1934,,,,,1.0,773
"Chalmers, John M.R.",2,828,0.0,306,7.65879814767722e-06,227,1.0,773
"Chambers, David",1,1934,,,,,1.0,773
"Chamley, Christophe P.",1,1934,,,,,1.0,773
"Chan, Kam Fong",3,388,,,,,1.0,773
"Chan, Louis Kuo Chi",2,828,,,,,1.0,773
"Chandar, Nandini",2,828,,,,,1.0,773
"Chaney, Thomas",1,1934,,,,,1.0,773
"Chang, Carolyn W.",2,828,,,,,1.0,773
"Chang, Chuang Chang",3,388,,,,,2.0,292
"Chang, Eric C.",2,828,,,,,1.0,773
"Chang, Hsihui",5,104,,,,,2.0,292
"Chang, Jack Sk",2,828,,,,,1.0,773
"Chang, Philip C.",2,828,,,,,1.0,773
"Chang, Tzupu",1,1934,,,,,1.0,773
"Chang, Xin",1,1934,,,,,1.0,773
"Chang, Yuanchen",2,828,,,,,1.0,773
"Chaplinsky, Susan",2,828,0.003333333333333333,230,0.00013958412554898196,127,2.0,292
"Chapman, David A.",1,1934,,,,,1.0,773
"Charalambous, Chris",2,828,,,,,1.0,773
"Chari, Anusha",2,828,0.0,306,6.7694878215744314e-12,558,1.0,773
"Charlier, Erwin",1,1934,,,,,1.0,773
"Charupat, Narat",1,1934,,,,,1.0,773
"Chatrath, Arjun",3,388,,,,,1.0,773
"Chauvin, Kyle",2,828,0.0,306,9.22366505779869e-07,321,1.0,773
"Chava, Sudheer",4,185,,,,,5.0,20
"Chay, Jong Bom",1,1934,,,,,1.0,773
"Chemmanur, Thomas J.",12,3,0.05113562308499249,53,5.920315958368371e-06,241,9.0,2
"Chen, An Sing",5,104,,,,,4.0,43
"Chen, Anlin",1,1934,,,,,1.0,773
"Chen, Carl R.",3,388,,,,,1.0,773
"Chen, Catherinehuirong",1,1934,,,,,1.0,773
"Chen, CrystalXiaobei",1,1934,,,,,1.0,773
"Chen, Fan",1,1934,0.0,306,1.8762086298072294e-12,580,1.0,773
"Chen, Gongmeng",2,828,0.0,306,0.010324869693704448,28,1.0,773
"Chen, Honghui",2,828,,,,,1.0,773
"Chen, Hsuanchi",6,58,,,,,4.0,43
"Chen, Huafeng",0,2900,,,,,1.0,773
"Chen, Hui",3,388,,,,,3.0,88
"Chen, Li W.",4,185,0.003333333333333333,230,1.7284028961535375e-11,551,2.0,292
"Chen, Long",4,185,,,,,4.0,43
"Chen, Mark A.",4,185,,,,,2.0,292
"Chen, Qi",2,828,0.011945289799347641,160,0.0003677505332233026,87,1.0,773
"Chen, Sheng Hung",1,1934,,,,,1.0,773
"Chen, Sheng-Syan",2,828,,,,,1.0,773
"Chen, Shiusheng",0,2900,,,,,1.0,773
"Chen, Shuping",3,388,,,,,1.0,773
"Chen, Tsungkang",4,185,,,,,4.0,43
"Chen, Xia",3,388,,,,,1.0,773
"Chen, Xiaohua",1,1934,,,,,1.0,773
"Chen, Xilong",1,1934,,,,,1.0,773
"Chen, Yan Shing",2,828,,,,,1.0,773
"Chen, Yehning",1,1934,0.0,306,2.8409853594058995e-07,354,1.0,773
"Chen, Yinghsiu",1,1934,,,,,1.0,773
"Chen, Yong",2,828,,,,,1.0,773
"Chen, Yulun",1,1934,,,,,1.0,773
"Chen, Zhiping",1,1934,,,,,1.0,773
"Cheng, C. S.Agnes",3,388,,,,,1.0,773
"Cheng, Kuang F.",3,388,,,,,2.0,292
"Cheng, Lee Young",3,388,,,,,2.0,292
"Cheng, Nick Ying Pin",2,828,,,,,1.0,773
