node,degree,degree_rank,betweenness,betweenness_rank,eigenvector,eigenvector_rank,thanks,thanks_rank,papers,papers_rank
"Abrevaya, Jason",4,3005,8.75578197516169E-06,3122,0.0009223194,2808,1,2092,,
"Abugri, Benjamin A.",2,4750,9.79415401852548E-06,3099,2.19096623709064E-07,6527,1,2092,,
"Acemoglu, Daron",13,1369,0.0003685099,1687,0.0036843883,1341,3,908,1,725
"Acerbi, Carlo",4,3005,7.19303797077454E-07,3717,0.000000487,6477,1,2092,,
"Acharya, Viral V.",89,31,0.0113371848,40,0.0406276763,119,21,51,3,81
"Ackert, Lucy F.",5,2663,4.31395368354854E-05,2670,0.003880362,1307,3,908,,
"Adam, Alexandre",9,1854,0.0006008258,1407,9.74155831336233E-05,4739,,,1,725
"Adam, Tim R.",15,1194,0.0012021939,823,0.007560558,820,,,1,725
"Adams, Brian J.",7,2206,5.24421462896946E-05,2597,0.0001909478,4303,1,2092,1,725
"Adams, John C.",12,1476,8.27471511031885E-05,2447,0.0009985703,2706,,,2,258
"Adams, Mike B.",15,1194,0.0009289363,1019,0.0015876845,2170,,,1,725
"Adams, Renée Birgit",18,977,0.0009478111,1006,0.0080646307,768,7,350,1,725
"Adcock, Christopher J.",3,3496,4.16204206039239E-07,3870,0.002102849,1871,1,2092,,
"Adhikari, Ajay",2,4750,0.000000012,4890,0.0005382802,3356,1,2092,,
"Adkisson, J. Amanda",2,4750,0,5487,0.0003085154,3932,1,2092,,
"Admati, Anat R.",26,594,0.0006060958,1363,0.0133645992,511,7,350,1,725
"Adolfson, Malin",2,4750,0.000000001,5480,8.34252027497417E-05,4822,1,2092,,
"Adrian, Tobias",50,193,0.0064684193,109,0.0366800099,146,11,186,4,32
"Afonso, Gara",1,6254,0,5487,0.0007795071,2980,1,2092,,
"Agarwal, Sumit",19,920,0.0004417511,1587,0.0066351266,901,1,2092,1,725
"Agarwal, Vikas",55,153,0.0027230369,363,0.0115165504,584,9,246,1,725
"Agarwal, Vineet",4,3005,1.31520773976865E-05,3020,9.08474425319309E-06,5895,,,1,725
"Agell, Jonas",4,3005,1.80767446385957E-08,4764,5.3693564682414E-06,6041,1,2092,,
"Aggarwal, Rajesh K.",31,459,0.0049217948,164,0.0035365615,1364,6,434,2,258
"Aggarwal, Reena",26,594,0.001073312,923,0.0111337939,601,3,908,1,725
"Aghion, Philippe",10,1716,1.65728970673757E-06,3511,0.0118858093,566,2,1280,1,725
"Agrawal, Anup",19,920,0.0003933687,1645,0.0046983027,1153,8,294,,
"Aguerrevere, Felipe L.",18,977,0.0004410737,1589,0.0102836586,636,2,1280,1,725
"Aguiar, Mark",3,3496,2.98530540101349E-06,3342,4.98338069444531E-05,5130,1,2092,,
"Agus Harjoto, Maretno",2,4750,0.000000151,4215,0.0001328553,4548,1,2092,,
"Agusman, Agusman",3,3496,,,,,,,1,725
"Agénor, Pierre Richard",5,2663,,,,,1,2092,1,725
"Ahearne, Alan G.",1,6254,0,5487,7.04030816739856E-06,5980,1,2092,,
"Ahern, Kenneth R.",6,2400,1.55681949771301E-05,2980,0.0006273131,3204,2,1280,,
"Ahmed, Shaghil",2,4750,3.76598846637411E-09,5221,1.84182669470018E-06,6293,1,2092,,
"Ahmed, Shaista",2,4750,0,5487,4.32548683310192E-05,5193,,,1,725
"Ahn, Dong Hyun",4,3005,1.97594670527277E-06,3443,0.0035767858,1359,,,1,725
"Ahn, HeeJoon",2,4750,0.000000005,5128,2.95253025942359E-05,5335,1,2092,,
"Ahn, Seoungpil",6,2400,0.0012248337,812,0.0005788893,3296,2,1280,1,725
"Ahn, SungYoon",2,4750,0,5487,8.37265924679621E-06,5935,,,1,725
"Ai, Hengjie",15,1194,0.0009017132,1059,0.0082415878,752,,,1,725
"Aizenman, Joshua",2,4750,3.76598846637411E-09,5221,1.84182669470018E-06,6293,1,2092,,
"Akdeniz, Levent",6,2400,0.0001103443,2341,0.0004048116,3713,,,1,725
"Akerlof, George A.",2,4750,0,5487,0.0059333325,990,2,1280,,
"Akhigbe, Aigbe O.",3,3496,0.0003244173,1762,7.60404370263026E-05,4890,1,2092,1,725
"Akimov, Alexandr",2,4750,3.7172847763848E-07,3924,0.0002814863,3996,1,2092,,
"Akram, Qaisar Farooq",10,1716,0.0009302527,1017,0.0002239611,4207,,,2,258
"Aktas, Nihat",25,638,0.0020727645,481,0.0047274364,1148,1,2092,2,258
"Alavi, Arash",10,1716,0.0008043376,1145,0.0007227728,3032,,,1,725
"Alañón-Pardo, Ángel",3,3496,1.83167380934213E-07,4163,0.0005740188,3307,1,2092,,
"Albertazzi, Ugo",2,4750,0,5487,9.29408977448639E-06,5893,,,1,725
"Albrecht, Peter",2,4750,2.74699189779715E-05,2829,0.000000051,6571,1,2092,,
"Albuquerque, Ana Maria",2,4750,0.000000017,4794,0.0005251848,3438,1,2092,,
"Albuquerque, Rui",57,141,0.0035431851,254,0.0179231843,380,2,1280,4,32
"Aldrich, Eric M.",2,4750,9.68397034210484E-09,4951,0.0005253621,3436,1,2092,,
"Alesina, Alberto F.",2,4750,0,5487,0.0041413116,1255,1,2092,,
"Alessandri, Piergiorgio",2,4750,0,5487,0.0001763424,4349,,,1,725
"Alessandrini, Pietro",9,1854,4.76965105023882E-06,3246,0.000064889,4995,,,1,725
"Alexander, Carol O.",11,1586,0.0009198077,1033,0.0003532978,3805,4,686,3,81
"Alexander, Cindy R.",15,1194,0.0003146347,1774,0.0035876423,1354,1,2092,1,725
"Alexander, Gordon J.",14,1276,0.000205048,2072,0.0038385063,1313,4,686,2,258
"Alexandros Kostakis, Alexandros",3,3496,9.68397034210485E-09,4947,2.07589433083751E-05,5528,1,2092,,
"Alger, Ingela",3,3496,2.17833882103596E-06,3423,0.0005706902,3313,1,2092,,
"Ali, Ashiq",15,1194,0.0003805485,1671,0.00281986,1606,1,2092,1,725
"Aliaga-Díaz, Roger",1,6254,,,,,,,1,725
"Alizadeh, Amir H.",2,4750,,,,,,,1,725
"Allayannis, George",18,977,0.0002495407,1977,0.008560423,735,3,908,1,725
"Allen, Arthur C.",3,3496,1.92551920676913E-07,4151,0.0005923257,3264,1,2092,,
"Allen, Beth E.",7,2206,0.0001105388,2339,0.0022490606,1812,2,1280,,
"Allen, Franklin",50,193,0.00326609,284,0.033868017,172,23,36,,
"Allen, J. M.S.",3,3496,1.07972138915219E-06,3611,0.000051734,5105,1,2092,,
"Allen, Linda",4,3005,0.00000095,3649,0.0004781455,3530,2,1280,,
"Allen, William T.",3,3496,1.98870521625581E-07,4134,0.0021290018,1857,1,2092,,
"Allen;, David Edmund",2,4750,2.78359961377061E-07,4033,2.868017034421E-05,5342,1,2092,,
"Almazan, Andres",52,173,0.0050355766,159,0.0170977207,402,11,186,2,258
"Almeida, Caio",9,1854,0.0003532883,1711,0.0025739044,1690,1,2092,3,81
"Almeida, Heitor V.",47,224,0.0020526089,488,0.0451999417,105,16,96,1,725
"Alpanda, Sami",9,1854,0.0018028505,580,2.32661298143797E-05,5436,2,1280,1,725
"Alper, Koray",2,4750,,,,,1,2092,,
"Alphonse, Pascal",3,3496,3.65605490323289E-08,4598,0.0001638332,4426,1,2092,,
"Alsakka, Rasha",3,3496,,,,,,,1,725
"Altavilla, Carlo",5,2663,0.0002920135,1894,4.82221525957461E-07,6480,,,1,725
"Alti, Aydoǧan",12,1476,4.33906255870551E-05,2668,0.0045165323,1180,5,535,,
"Altinkiliç, Oya",1,6254,0,5487,3.33647861900082E-05,5308,1,2092,,
"Altissimo, Filippo",2,4750,0.000000005,5128,6.61841584670983E-06,6005,1,2092,,
"Altman, Edward I.",9,1854,0.0002885655,1908,0.0044606203,1189,3,908,,
"Altunbaş, Yener",4,3005,0.0009015955,1070,2.13780632810395E-06,6261,2,1280,,
"Alvarez, Fernando E.",7,2206,1.13845920419096E-05,3066,0.0041932247,1244,5,535,,
"Alworth, Julian S.",3,3496,1.19142475131652E-05,3055,0.0006043794,3240,1,2092,,
"Amato, Jeffery D.",3,3496,1.16627441840694E-07,4298,0.0003720822,3766,1,2092,,
"Ambec, Stéfan",2,4750,7.44336543942175E-08,4397,0.000043351,5187,1,2092,,
"Ambrose, Brent William",5,2663,4.37487399019283E-05,2664,0.0018039858,2016,2,1280,,
"Amemiya, Takeshi",1,6254,0,5487,3.46763395978806E-06,6138,1,2092,,
"Amenc, Noël",3,3496,1.93679406842097E-08,4736,3.99405059837999E-06,6107,1,2092,,
"Amihud, Yakov",108,14,0.0189992048,10,0.0548334351,69,43,3,1,725
"Amit, Raphael Raffi",22,787,0.0007744961,1169,0.0129461127,530,2,1280,1,725
"Ammann, Manuel",12,1476,0.000768793,1174,0.0013851324,2333,,,1,725
"Ammer, John",13,1369,0.0015036109,671,0.009340783,679,4,686,1,725
"Amoako-Adu, Ben",2,4750,5.37998352339158E-08,4534,5.19307402976893E-06,6065,1,2092,,
"Amromin, Gene",7,2206,0.0002724716,1941,0.0030608162,1498,1,2092,1,725
"An, Yunbi",2,4750,,,,,,,1,725
"Anand, Amber",3,3496,1.88812746083687E-06,3462,0.0014155269,2309,1,2092,,
"Andersen, Leif B.G.",2,4750,1.35647593799704E-07,4235,0.000682685,3099,1,2092,,
"Andersen, Torben G.",40,302,0.0011035495,905,0.0145076223,477,14,124,1,725
"Anderson, Anne Marie",6,2400,9.99705064745753E-06,3095,0.0015093931,2227,3,908,,
"Anderson, Bing",4,3005,0,5487,0.0010105823,2691,,,1,725
"Anderson, Christopher W.",18,977,0.0035757452,251,0.0015109592,2224,5,535,,
"Anderson, Evan W.",13,1369,0.0003366389,1732,0.0028568656,1594,,,1,725
"Anderson, Heather M.",3,3496,1.50639538654964E-08,4819,8.52666269277414E-07,6400,1,2092,,
"Anderson, Richard G.",3,3496,0.000000265,4064,1.44134367464701E-05,5734,1,2092,,
"Anderson, Robert M.",3,3496,3.22799011403495E-09,5255,0.0007831898,2976,2,1280,,
"Anderson, Ronald C.",9,1854,0.0001737874,2136,0.0005217985,3448,,,1,725
"Anderson, Ronald W.",8,2019,1.57812318126529E-05,2979,0.0015770735,2177,4,686,,
"Andrade, Gregor",3,3496,1.53270421929974E-07,4214,0.0015792707,2176,1,2092,,
"Andrade, Sandro C.",33,422,0.0028138993,353,0.0144770113,479,1,2092,2,258
"Andreff, Wladimir",2,4750,1.80767446385957E-09,5417,0.0002673352,4042,1,2092,,
"Andreou, Panayiotis C.",9,1854,0.0003140684,1775,0.0001862159,4320,,,1,725
"Andrews, Donald W.K.",1,6254,0,5487,0.0010317943,2650,1,2092,,
"Andrews, Peter",4,3005,9.72121681535626E-05,2401,6.1874231369283E-05,5027,2,1280,,
"Andries, Natalia",3,3496,,,,,,,1,725
"Andrikopoulos, Andreas",0,7050,,,,,,,1,725
"André, Paul",2,4750,4.66265238693937E-09,5161,0.0003312424,3859,1,2092,,
"Andrés, Pablo De",16,1115,0.0031516185,299,5.20958758879184E-05,5102,,,1,725
"Ang, Andrew",55,153,0.0091102718,59,0.020709276,328,14,124,3,81
"Ang, James",2,4750,0,5487,0.0008551663,2893,1,2092,,
"Angel, James J.",1,6254,0,5487,0.0012127193,2465,1,2092,,
"Angelelli, Enrico",2,4750,,,,,,,1,725
"Angeletos, George Marios",5,2663,8.15960907118315E-06,3136,0.0036149654,1348,3,908,,
"Angelidis, Timotheos",1,6254,,,,,,,1,725
"Angelini, Paolo",5,2663,0.000073703,2500,0.0001244159,4588,2,1280,,
"Angerer, Xiaohong",13,1369,0.0008823407,1095,0.0054668262,1050,,,1,725
"Angers, Jean F.",2,4750,7.51314699041634E-05,2488,3.00212471666331E-06,6176,1,2092,,
"Angrist, Joshua D.",1,6254,0,5487,0.0021317503,1849,1,2092,,
"Annaert, Jan",7,2206,9.34535125088957E-05,2412,0.000204479,4256,2,1280,1,725
"Ansotegui, Carmen",2,4750,1.87579454935428E-07,4155,2.21571689964297E-05,5476,1,2092,,
"Antonelli, Cristiano",1,6254,,,,,1,2092,,
"Antràs, Pol",2,4750,1.11023296346354E-08,4905,0.0013256921,2380,1,2092,,
"Antunes, António A.",1,6254,0,5487,4.03923049138475E-05,5235,1,2092,,
"Antão, Paula",1,6254,0,5487,4.03923049138475E-05,5235,1,2092,,
"Aoki, Kosuke",1,6254,0,5487,0.000013953,5762,1,2092,,
"Apilado, Vincent P.",4,3005,,,,,,,1,725
"Aragon, George O.",8,2019,3.77776517748026E-05,2727,0.0044024976,1199,4,686,,
"Aramonte, Sirio",2,4750,1.7381485229419E-09,5423,0.0001918748,4288,1,2092,,
"Ararat, Melsa",3,3496,5.72769750393403E-08,4480,0.0011768404,2490,1,2092,,
"Arce, Óscar J.",4,3005,1.08460467831574E-08,4907,2.24357380143842E-05,5454,1,2092,,
"Arcot, Sridhar",2,4750,4.66265238693937E-09,5161,0.0003312424,3859,1,2092,,
"Arellano, Manuel",6,2400,0.0001175433,2318,3.76732317981939E-05,5261,3,908,,
"Arena, Marco",12,1476,0.0022652263,441,0.0004644019,3571,,,1,725
"Arena, Matteo P.",2,4750,0,5487,8.79757865898952E-05,4796,1,2092,,
"Ariga, Kenn",2,4750,0.000000002,5383,8.70076098163455E-06,5911,1,2092,,
"Arikawa, Yasuhiro",3,3496,0.0001060418,2361,0.0000026,6224,1,2092,,
"Arisoy, Yakup Eser",0,7050,,,,,,,1,725
"Ariño, áfrica",3,3496,5.72769750393403E-08,4480,0.0011768404,2490,1,2092,,
"Arlen, Jennifer H.",7,2206,2.2394931164086E-05,2887,0.0012338109,2451,3,908,,
"Armendáriz, Beatriz",3,3496,1.51726324096655E-06,3516,0.0015463821,2203,1,2092,,
"Armenter, Roc",5,2663,0.0003019748,1822,5.16339464341463E-05,5106,2,1280,1,725
"Armesto, Michelle T.",8,2019,0.0001557166,2183,1.05188161887248E-05,5850,,,1,725
"Armour, John H.",5,2663,0.000018725,2944,0.0004949555,3507,2,1280,,
"Arnott, Richard J.",3,3496,2.17833882103596E-06,3423,0.0005706902,3313,1,2092,,
"Arping, Stefan",2,4750,0.000000002,5383,0.0022774694,1794,1,2092,,
"Arquette, Gregory C.",2,4750,0,5487,5.18405449497791E-06,6069,,,1,725
"Arrondel, Luc",3,3496,1.04288911376514E-08,4932,3.3570196667195E-05,5299,1,2092,,
"Artuç, Erhan",3,3496,0.0001622997,2161,2.51448023969812E-05,5397,,,1,725
"Aruoba, S. Boraǧan",9,1854,0.0006011873,1381,0.0040483012,1282,,,1,725
"Asaftei, Gabriel",0,7050,,,,,,,1,725
"Asako, Kazumi",1,6254,0,5487,0.000006202,6013,1,2092,,
"Ascari, Guido",5,2663,6.89764843063292E-05,2511,5.77224866322183E-05,5057,1,2092,1,725
"Asdrubali, Pierfederico",2,4750,,,,,,,2,258
"Asem, Ebenezer",1,6254,0,5487,9.34078339324145E-05,4772,,,1,725
"Ashcraft, Adam B.",19,920,0.001287863,785,0.0037311222,1337,5,535,3,81
"Ashenfelter, Orley C.",2,4750,5.64898269956116E-09,5084,2.6725861050014E-06,6215,1,2092,,
"Ashton, John K.",3,3496,0.0001502855,2219,4.57496688203554E-08,6579,,,1,725
"Asker, John",3,3496,3.66552556300794E-06,3291,0.0010542078,2622,1,2092,,
"Asness, Clifford S.",1,6254,0,5487,0.0028893884,1551,1,2092,,
"Asparouhova, Elena",25,638,0.0009938015,974,0.0095582848,667,2,1280,1,725
"Asplund, Marcus",4,3005,1.80767446385957E-08,4764,5.3693564682414E-06,6041,1,2092,,
"Assenmacher, Katrin",2,4750,9.40593279361597E-06,3114,0.0002293263,4177,2,1280,,
"Astic, Fabian",2,4750,0.000000002,5383,7.81391238873448E-05,4872,1,2092,,
"Atack, Jeremy",1,6254,0,5487,1.58647698153479E-05,5702,1,2092,,
"Atanasov, Vladimir",39,323,0.009191706,57,0.0083367186,747,5,535,1,725
"Atanasova, Christina V.",5,2663,8.49194399555532E-05,2437,0.0002785935,4016,2,1280,,
"Atanassov, Julian",20,867,7.80516702964004E-05,2467,0.0064030801,923,2,1280,1,725
"Athey, Susan",2,4750,7.13353535300583E-06,3170,0.0002972492,3963,2,1280,,
"Atkeson, Andrew G.",5,2663,3.76598846637411E-09,5221,0.0040330323,1285,3,908,,
"Attanasio, Orazio P.",2,4750,0.000000009,4958,0.000005343,6050,1,2092,,
"Attig, Najah",2,4750,1.0221968694444E-08,4942,1.14805069724565E-05,5819,1,2092,,
"Audrino, Francesco",3,3496,2.51862556388342E-07,4085,0.0003399105,3836,1,2092,,
"Auer, Raphael A.",16,1115,0.0017152266,606,0.0012646763,2427,1,2092,1,725
"Auerbach, Alan J.",3,3496,6.91562665707348E-06,3177,0.0011860328,2486,3,908,,
"Augurzky, Boris",2,4750,,,,,1,2092,,
"Aunon-Nerin, Daniel",26,594,0.0016358201,626,0.0050641152,1102,,,1,725
"Aussenegg, Wolfgang",3,3496,5.72430246888864E-08,4506,0.0001099328,4658,1,2092,,
"Autor, David H.",2,4750,0,5487,0.0060819865,968,1,2092,,
"Autore, Don M.",23,735,0.0011263912,886,0.0031299336,1479,,,3,81
"Avery, Robert B.",7,2206,0.000038521,2718,0.0011921988,2481,4,686,,
"Avramov, Doron",17,1045,0.0004344476,1599,0.0070414382,861,5,535,1,725
"Axelson, Ulf",16,1115,0.0003074084,1800,0.0152281721,457,4,686,2,258
"Aynaoui, Karim El",3,3496,,,,,,,1,725
"Ayotte, Kenneth M.",20,867,2.79628009388189E-05,2827,0.013839189,499,10,213,,
"Ayuso, Juan",2,4750,0.000000005,5128,6.76122677920272E-07,6435,1,2092,,
"Ayyagari, Meghana",42,281,0.0010655807,927,0.0194087355,352,1,2092,3,81
"Azoulay, Pierre",2,4750,3.22799011403495E-09,5255,0.0007458215,3007,1,2092,,
"Aït-Sahalia, Yacine",32,436,0.0011970955,842,0.0066995179,892,12,165,1,725
"Aşçıoğlu, Aslı",8,2019,0.0030360203,320,0.0001678487,4403,1,2092,1,725
"Aǧca, Şenay",14,1276,0.0009177522,1035,0.0016521224,2125,1,2092,1,725
BAILLIE GIFFORD,2,4750,7.51314699041634E-05,2488,1.43424374775375E-06,6324,1,2092,,
"BAIMAN, STANLEY",2,4750,0,5487,0.0024737939,1712,1,2092,,
BALAZS GAL,1,6254,0,5487,0.000093664,4764,1,2092,,
"BANZ, ROLF W.",2,4750,2.37851903139417E-09,5326,0.0003236084,3885,1,2092,,
BART HILDRETH,3,3496,1.92551920676913E-07,4151,0.0005923257,3264,1,2092,,
BAS WESTERMANN,2,4750,2.37851903139417E-09,5326,0.000064598,5003,1,2092,,
BECKY BRUNSON,2,4750,0,5487,0.0005782465,3297,1,2092,,
BEN BERENSTEIN,2,4750,0,5487,0.0024737939,1712,1,2092,,
BENJAMIN KANOVITCH,1,6254,0,5487,0.0005331173,3370,1,2092,,
BENT KROMAND,3,3496,5.72769750393403E-08,4480,0.0011768404,2490,1,2092,,
BENTLEY MCLEOD,2,4750,1.45780198698353E-09,5446,0.0002626262,4054,1,2092,,
BERNARD MADOFF,1,6254,0,5487,0.0028893884,1551,1,2092,,
BERT HUANG,1,6254,0,5487,0.0005331173,3370,1,2092,,
"BHATTACHARYA, SUDIPTO",8,2019,1.84731545599128E-05,2952,0.0044183955,1196,4,686,,
BILAL ERTUK,2,4750,4.51918615964893E-09,5172,8.17497079702672E-05,4834,1,2092,,
BILL RICHENSTEIN,1,6254,0,5487,1.14153931630497E-06,6351,1,2092,,
BOB DEERE,1,6254,0,5487,0.0028893884,1551,1,2092,,
BORIS LEISSNER,1,6254,,,,,1,2092,,
BPA ANDREWS,2,4750,3.22799011403495E-09,5255,0.0007080658,3064,1,2092,,
BRAD ASNESS,1,6254,0,5487,0.0028893884,1551,1,2092,,
