node,degree,degree_rank,betweenness,betweenness_rank,eigenvector,eigenvector_rank,papers,papers_rank
"Asparouhova, Elena",2,780,0.0,259,,,1.0,725
"Atanasov, Vladimir",3,335,,,,,1.0,725
"Atanassov, Julian",1,1852,0.0,259,,,1.0,725
"Auer, Raphael A.",1,1852,,,,,1.0,725
"Aunon-Nerin, Daniel",1,1852,,,,,1.0,725
"Autore, Don M.",4,176,,,,,3.0,81
"Avramov, Doron",3,335,,,,,1.0,725
"Axelson, Ulf",3,335,0.003968253968253968,172,,,2.0,258
"Aynaoui, Karim El",1,1852,,,,,1.0,725
"Ayyagari, Meghana",3,335,0.15869009334463105,16,,,3.0,81
"Aït-Sahalia, Yacine",1,1852,,,,,1.0,725
"Aşçıoğlu, Aslı",2,780,,,,,1.0,725
"Aǧca, Şenay",1,1852,,,,,1.0,725
"Baba, Naohiko",1,1852,,,,,1.0,725
"Babenko, Ilona",1,1852,,,,,2.0,258
"Bacchetta, Philippe",1,1852,,,,,1.0,725
"Back, Kerry",1,1852,,,,,1.0,725
"Backé, Peter",1,1852,,,,,1.0,725
"Bae, Gil",2,780,,,,,1.0,725
"Baele, Lieven",2,780,0.0,259,,,1.0,725
"Bai, Ye",1,1852,,,,,1.0,725
"Baik, Bok",2,780,,,,,1.0,725
"Bailey, Warren",3,335,,,,,1.0,725
"Baker, Edward",3,335,,,,,1.0,725
"Baker, Malcolm P.",3,335,,,,,2.0,258
"Bakke, Tor Erik",1,1852,,,,,1.0,725
"Bakshi, Gurdip S.",5,99,,,,,4.0,32
"Balachandran, Balasingham",2,780,,,,,1.0,725
"Balbás, Alejandro",2,780,,,,,1.0,725
"Balbás, Beatriz",2,780,,,,,1.0,725
"Balbás, Raquel",2,780,,,,,1.0,725
"Bali, Turan G.",5,99,,,,,4.0,32
"Baliga, Sandeep",1,1852,0.0,259,,,1.0,725
"Balvers, Ronald J.",1,1852,,,,,1.0,725
"Banerjee, Shantanu",2,780,,,,,1.0,725
"Banerjee, Snehal",2,780,,,,,2.0,258
"Banerji, Sanjay",2,780,,,,,1.0,725
"Banker, Rajiv D.",2,780,,,,,1.0,725
"Bannier, Christina E.",1,1852,,,,,1.0,725
"Bansal, Ravi",2,780,,,,,1.0,725
"Baptista, Alexandre M.",1,1852,,,,,3.0,81
"Bar-Yosef, Sasson",3,335,,,,,1.0,725
"Baran, Lindsay C.",1,1852,,,,,1.0,725
"Baranchuk, Nina",1,1852,,,,,1.0,725
"Barber, Brad M.",4,176,0.039420166055591586,86,,,3.0,81
"Barberis, Nicholas C.",1,1852,,,,,1.0,725
"Barbosa, Andreza",1,1852,,,,,1.0,725
"Barclay, Michael J.",2,780,,,,,1.0,725
"Bargeron, Leonce L.",3,335,0.0,259,,,1.0,725
"Barnea, Amir",2,780,0.0,259,,,1.0,725
"Barone-Adesi, Giovanni",2,780,,,,,1.0,725
"Barras, Laurent",2,780,,,,,1.0,725
"Barrell, Ray J.",3,335,,,,,1.0,725
"Barron, John M.",2,780,,,,,1.0,725
"Barry, Christopher B.",3,335,,,,,1.0,725
"Barth, James R.",3,335,,,,,1.0,725
"Bartolini, Leonardo",3,335,,,,,2.0,258
"Bartram, So¨hnke M.",4,176,,,,,3.0,81
"Barucci, Emilio",1,1852,,,,,1.0,725
"Baruch, Shmuel",1,1852,,,,,1.0,725
"Basak, Suleyman",3,335,,,,,2.0,258
"Basistha, Arabinda",1,1852,,,,,1.0,725
"Bastos, João A.",0,2767,,,,,1.0,725
"Basu, Nilanjan",2,780,,,,,1.0,725
"Bates, Thomas W.",4,176,0.26233699409170325,9,,,2.0,258
"Bates, Timothy M.",1,1852,,,,,1.0,725
"Bauer, Gregory H.",2,780,,,,,1.0,725
"Bauer, Keldon J.",2,780,0.0,259,,,2.0,258
"Bauer, Rob M.M.J.",2,780,,,,,1.0,725
"Baum, Christopher F.",2,780,,,,,1.0,725
"Baur, Dirk G.",1,1852,,,,,1.0,725
"Bebchuk, Lucian A.",5,99,0.011873205213165452,128,,,3.0,81
"Beber, Alessandro",4,176,0.031304238063681405,96,,,2.0,258
"Becerra, Manuel",1,1852,,,,,1.0,725
"Bech, Morten L.",2,780,,,,,1.0,725
"Becher, David A.",2,780,0.0,259,,,1.0,725
"Becht, Marco",3,335,,,,,1.0,725
"Bechtel, Michael M.",1,1852,,,,,1.0,725
"Beck, Thorsten",6,54,0.12151699074538805,27,,,4.0,32
"Becker, Ralf",2,780,,,,,1.0,725
"Becker, Sascha O.",1,1852,,,,,1.0,725
"Becker, Thomas A.",1,1852,,,,,1.0,725
"Bedendo, Mascia",4,176,,,,,2.0,258
"Beechey, Meredith J.",2,780,,,,,1.0,725
"Beer, Christian",2,780,,,,,1.0,725
"Behr, Patrick",1,1852,,,,,1.0,725
"Beijnen, Christine",1,1852,,,,,1.0,725
"Beine, Michel",7,31,,,,,3.0,81
"Bekaert, Geert",10,5,0.020714601281201676,108,,,5.0,15
"Belke, Ansgar H.",2,780,,,,,1.0,725
"Bellini, Fabio",1,1852,,,,,1.0,725
"Bellucci, Andrea",2,780,,,,,1.0,725
"Beltratti, Andrea E.",1,1852,,,,,1.0,725
"Ben-Abdallah, Ramzi",2,780,,,,,1.0,725
"Ben-Ameur, Hatem",2,780,,,,,1.0,725
"Benati, Luca",0,2767,,,,,1.0,725
"Beneish, Messod Daniel",3,335,,,,,1.0,725
"Benfratello, Luigi",2,780,,,,,1.0,725
"Benigno, Gianluca",1,1852,,,,,1.0,725
"Benigno, Pierpaolo",0,2767,,,,,1.0,725
"Benmelech, Efraim",2,780,0.003968253968253968,172,,,3.0,81
"Bennedsen, Morten",2,780,,,,,2.0,258
"Benson, David F.",1,1852,,,,,1.0,725
"Benson, Karen Leigh",1,1852,,,,,1.0,725
"Benth, Fred Espen",2,780,,,,,1.0,725
"Benzoni, Luca",2,780,,,,,2.0,258
"Berardi, Michele",0,2767,,,,,1.0,725
"Berger, Allen N.",6,54,0.09182805082407473,56,,,4.0,32
"Berger, David W.",2,780,,,,,1.0,725
"Bergin, Paul R.",1,1852,,,,,1.0,725
"Berglof, Erik",2,780,,,,,1.0,725
"Bergman, Nittai K.",1,1852,0.0,259,,,1.0,725
"Bergstresser, Daniel",2,780,0.0,259,,,1.0,725
"Berk, Jonathan B.",2,780,,,,,1.0,725
"Berkelaar, Arjan B.",1,1852,,,,,1.0,725
"Berkman, Henk",7,31,,,,,3.0,81
"Bernal, Oscar",3,335,,,,,1.0,725
"Bernardo, Antonio E.",2,780,,,,,1.0,725
"Berndt, Antje",2,780,0.0,259,,,1.0,725
"Bernhardt, Dan",1,1852,,,,,1.0,725
"Bernstein, Asaf",2,780,,,,,1.0,725
"Bertocco, Giancarlo",0,2767,,,,,1.0,725
"Bertrand, Marianne",3,335,,,,,1.0,725
"Bessembinder, Hendrik",7,31,0.015809902489822968,115,,,3.0,81
"Bettis, J. Carr",3,335,0.0,259,,,1.0,725
"Betton, Sandra",2,780,,,,,1.0,725
"Beugelsdijk, Sjoerd",1,1852,,,,,1.0,725
"Bhamra, Harjoat S.",3,335,,,,,3.0,81
"Bhansali, Vineer",2,780,1.5778345798226514e-06,257,,,1.0,725
"Bharath, Sreedhar T.",4,176,,,,,3.0,81
"Bhattacharya, Utpal",1,1852,,,,,1.0,725
"Bhojraj, Sanjeev",5,99,,,,,2.0,258
"Biais, Bruno",2,780,0.0,259,,,1.0,725
"Bianchi, Michele Leonardo",3,335,,,,,2.0,258
"Białkowski, Jȩdrzej",4,176,,,,,2.0,258
"Bilbiie, Florin O.",2,780,,,,,1.0,725
"Bilias, Yannis",2,780,,,,,1.0,725
"Billingsley, Randall S.",2,780,,,,,1.0,725
"Billon, Steve",1,1852,,,,,1.0,725
"Bindseil, Ulrich",2,780,,,,,1.0,725
"Bizjak, John M.",6,54,0.00571044631680815,166,,,3.0,81
"Black, Bernard S.",3,335,,,,,1.0,725
"Blake, Christopher R.",4,176,,,,,1.0,725
"Bloomfield, Robert J.",5,99,,,,,3.0,81
"Blouin, Jennifer L.",2,780,,,,,1.0,725
"Bluedorn, John C.",1,1852,,,,,1.0,725
"Blum, Jürg M.",0,2767,,,,,1.0,725
"Bodnaruk, Andriy",4,176,0.003968253968253968,172,,,3.0,81
"Boehme, Rodney D.",3,335,0.0,259,,,1.0,725
"Boehmer, Ekkehart",5,99,0.06690166853180354,67,,,3.0,81
"Boldin, Michael",1,1852,,,,,1.0,725
"Bollen, Nicolas P.B.",3,335,,,,,3.0,81
"Bollerslev, Tim",2,780,,,,,1.0,725
"Bolt, Wilko",4,176,,,,,3.0,81
"Bond, Philip",5,99,0.14673072675060747,19,,,3.0,81
"Bonfim, Diana",0,2767,,,,,1.0,725
"Bongaerts, Dion",1,1852,,,,,1.0,725
"Bonomo, Marco Antonio",1,1852,,,,,1.0,725
"Boone, Audra L.",1,1852,,,,,1.0,725
"Boot, Arnoud W. A.",2,780,,,,,1.0,725
"Borgersen, Trond Arne",2,780,,,,,1.0,725
"Borisov, Alexander",2,780,,,,,1.0,725
"Bortolotti, Bernardo",1,1852,,,,,1.0,725
"Borzekowski, Ron",2,780,,,,,1.0,725
"Bossaerts, Peter",7,31,0.019730821420682255,110,,,3.0,81
"Bottazzi, Laura",2,780,0.0,259,,,2.0,258
"Boubaker, Sabri",1,1852,,,,,1.0,725
"Boubakri, Narjess",6,54,,,,,4.0,32
"Boudoukh, Jacob",2,780,,,,,1.0,725
"Bougheas, Spiros",2,780,,,,,1.0,725
"Boulatov, Alex",3,335,0.0,259,,,1.0,725
"Bourgeon, Jean Marc",2,780,,,,,1.0,725
"Bourreau, Marc",1,1852,,,,,1.0,725
"Bouwman, Christa H.S.",3,335,0.00792072959070971,149,,,2.0,258
"Bowdler, Christopher",1,1852,,,,,1.0,725
"Boyer, Brian H.",2,780,,,,,1.0,725
"Boyle, Phelim P.",3,335,,,,,1.0,725
"Boyson, Nicole M.",2,780,0.0,259,,,1.0,725
"Boz, Emine",0,2767,,,,,1.0,725
"Bradford, William D.",1,1852,,,,,1.0,725
"Bradley, Daniel J.",5,99,0.07854878562064019,63,,,2.0,258
"Bradley, Michael D.",3,335,0.0037098835558080087,204,,,1.0,725
"Branch, William A.",1,1852,,,,,1.0,725
"Brandouy, Olivier",3,335,,,,,1.0,725
"Brandt, Michael W.",9,9,0.12541944102580288,26,,,4.0,32
"Branger, Nicole",2,780,,,,,1.0,725
"Braun, Matías",2,780,0.003968253968253968,172,,,2.0,258
"Brav, Alon",8,16,0.17977058285209377,13,,,3.0,81
"Brav, Omer",0,2767,,,,,1.0,725
"Brealey, Richard A.",2,780,,,,,1.0,725
"Breedon, Francis",2,780,0.0,259,,,1.0,725
"Bremer, Marc",2,780,,,,,1.0,725
"Brennan, Michael J.",1,1852,,,,,1.0,725
"Breton, Michèle",2,780,,,,,1.0,725
"Breuer, Thomas",3,335,,,,,1.0,725
"Breuer, Wolfgang",2,780,,,,,1.0,725
"Briec, Walter",3,335,,,,,1.0,725
"Bris, Arturo",3,335,0.003968253968253968,172,,,2.0,258
"Brissimis, Sophocles N.",2,780,,,,,1.0,725
"Broadie, Mark N.",2,780,,,,,1.0,725
"Brockman, Paul D.",6,54,,,,,5.0,15
"Broeders, Dirk W.G.A.",1,1852,,,,,1.0,725
"Brooks, Chris S.",5,99,,,,,2.0,258
"Brooks, Robert D.",2,780,,,,,1.0,725
"Brophy, David J.",2,780,,,,,1.0,725
"Broughman, Brian J.",1,1852,,,,,1.0,725
"Brown, Christine Ann D.",1,1852,,,,,1.0,725
"Brown, Craig R.",3,335,,,,,1.0,725
"Brown, Gregory W.",2,780,,,,,1.0,725
"Brown, James R.",2,780,,,,,3.0,81
"Brown, Jeffrey",3,335,,,,,1.0,725
"Brown, Martin",6,54,,,,,3.0,81
"Brown, Stephen J.C.",3,335,,,,,1.0,725
"Brown, William O.",2,780,,,,,1.0,725
"Bruche, Max",1,1852,,,,,1.0,725
"Bruguier, Antoine J.",2,780,0.0,259,,,1.0,725
"Brunnermeier, Markus K.",2,780,,,,,2.0,258
"Bruno, Valentina G.",1,1852,0.0,259,,,1.0,725
"Bucht, Charlotte",3,335,,,,,1.0,725
"Bullard, James B.",1,1852,,,,,1.0,725
"Bunkanwanicha, Pramuan",1,1852,,,,,1.0,725
"Bunzel, Helle",1,1852,,,,,1.0,725
"Buraschi, Andrea",4,176,0.023583367519749227,102,,,2.0,258
"Burdekin, Richard C.K.",2,780,,,,,1.0,725
"Burns, Natasha",1,1852,,,,,1.0,725
"Bushman, Robert M.",2,780,,,,,1.0,725
"Busse, Jeffrey A.",2,780,,,,,1.0,725
"Butler, Alexander W.",3,335,,,,,3.0,81
"Butler, Richard J.",2,780,,,,,1.0,725
"Byoun, Soku",0,2767,,,,,1.0,725
"Büyükkarabacak, Berrak",1,1852,,,,,1.0,725
"Caballero, Ricardo J.",1,1852,,,,,1.0,725
"Cabolis, Christos",1,1852,0.0,259,,,1.0,725
"Cahan, Jared M.",2,780,,,,,1.0,725
"Cahan, Rochester H.",2,780,,,,,1.0,725
"Cahan, Steven F.",2,780,,,,,1.0,725
"Cai, Hongbin",2,780,,,,,1.0,725
"Cai, Jie",2,780,,,,,1.0,725
"Cai, Jun",3,335,,,,,1.0,725
"Cai, Yijie",2,780,0.0,259,,,1.0,725
"Cakici, Nusret",1,1852,,,,,1.0,725
"Calabrese, Raffaella",1,1852,,,,,1.0,725
"Calanog, Victor",2,780,,,,,1.0,725
"Calcagnini, Giorgio",2,780,,,,,1.0,725
"Calmès, Christian",1,1852,,,,,1.0,725
"Calomiris, Charles W.",2,780,,,,,1.0,725
"Campbell, Cynthia J.",2,780,,,,,1.0,725
"Campbell, John Y.",9,9,0.09537221117738014,52,,,5.0,15
"Campello, Murillo",6,54,0.3133000936181854,6,,,3.0,81
"Campolongo, Francesca",3,335,,,,,1.0,725
"Candelon, Bertrand",2,780,,,,,1.0,725
"Canova, Fabio",2,780,,,,,1.0,725
"Canzoneri, Matthew B.",3,335,,,,,1.0,725
"Cao, Charles Q.",4,176,,,,,2.0,258
"Cao, H. Henry",1,1852,,,,,1.0,725
"Cao, Jerry",1,1852,0.0,259,,,1.0,725
"Capistrán, Carlos",2,780,,,,,2.0,258
"Caprio, Lorenzo",1,1852,,,,,1.0,725
"Carbó, Santiago",4,176,2.254049399746645e-06,254,,,1.0,725
"Cardak, Buly A.",1,1852,,,,,1.0,725
"Cardone-Riportella, Clara",2,780,,,,,1.0,725
"Carleton, Willard T.",1,1852,,,,,1.0,725
"Carlin, Bruce I.",3,335,,,,,3.0,81
"Carline, Nicholas F.",2,780,,,,,1.0,725
"Carlson, Mark A.",0,2767,,,,,1.0,725
"Carlson, Murray",3,335,,,,,2.0,258
"Carlstrom, Charles T.",2,780,,,,,1.0,725
"Carow, Kenneth A.",4,176,,,,,2.0,258
"Carpenter, Jennifer N.",4,176,,,,,2.0,258
"Carpenter, Robert E.",1,1852,,,,,1.0,725
"Carpenter, Seth B.",1,1852,,,,,1.0,725
"Carr, Peter P.",2,780,,,,,2.0,258
"Cartea, Álvaro",3,335,,,,,2.0,258
"Carvalho, Carlos",1,1852,,,,,1.0,725
"Casamatta, Catherine",1,1852,,,,,1.0,725
"Caskey, Judson A.",0,2767,,,,,1.0,725
"Casu, Barbara",2,780,,,,,1.0,725
"Caudill, Steven B.",2,780,,,,,1.0,725
"Cengiz, Cetin Behzet",2,780,,,,,1.0,725
"Cesarini, David A.",4,176,,,,,1.0,725
"Cespa, Giovanni",0,2767,,,,,1.0,725
"Chabakauri, Georgy D.",1,1852,,,,,1.0,725
"Chabi-Yo, Fousseni",2,780,,,,,2.0,258
"Chaboud, Alain P.",2,780,,,,,1.0,725
"Chacko, George C.",6,54,,,,,2.0,258
"Chae, Joon",2,780,,,,,1.0,725
"Chakravorti, Sujit",1,1852,,,,,1.0,725
"Chalamandaris, Georgios",1,1852,,,,,1.0,725
"Chalmers, John M.R.",2,780,0.0,259,,,1.0,725
"Chambers, David",1,1852,,,,,1.0,725
"Chan, Justin S P",2,780,,,,,1.0,725
"Chan, Kalok",2,780,,,,,1.0,725
"Chan, Konan",3,335,0.0,259,,,1.0,725
"Chan, Louis Kuo Chi",2,780,,,,,1.0,725
"Chandar, Nandini",2,780,,,,,1.0,725
"Chaney, Thomas",1,1852,,,,,1.0,725
"Chang, Carolyn W.",2,780,,,,,1.0,725
"Chang, Charles",2,780,0.0,259,,,1.0,725
"Chang, Chuang Chang",3,335,,,,,2.0,258
"Chang, Eric C.",4,176,,,,,2.0,258
"Chang, Hsihui",5,99,,,,,2.0,258
"Chang, Jack Sk",2,780,,,,,1.0,725
"Chang, Philip C.",2,780,,,,,1.0,725
"Chang, Rosita P.",3,335,,,,,1.0,725
"Chang, Shaochi",3,335,,,,,1.0,725
"Chang, Xin",1,1852,,,,,1.0,725
"Chapelle, Ariane",3,335,,,,,1.0,725
"Chaplinsky, Susan",2,780,,,,,2.0,258
"Chapman, David A.",1,1852,,,,,1.0,725
"Charalambous, Chris",2,780,,,,,1.0,725
"Chari, Anusha",4,176,,,,,3.0,81
"Chari, Varadarajan V.",1,1852,,,,,1.0,725
"Charlier, Erwin",1,1852,,,,,1.0,725
"Chatrath, Arjun",3,335,,,,,1.0,725
"Chau, Minh",1,1852,,,,,1.0,725
"Chava, Sudheer",5,99,0.4575619782757907,1,,,5.0,15
"Chay, Jong Bom",1,1852,,,,,1.0,725
"Chelley-Steeley, Patrìcia Lorraine",0,2767,,,,,1.0,725
"Chemmanur, Thomas J.",9,9,0.06469565770608263,68,,,6.0,9
"Chen, An Sing",4,176,,,,,3.0,81
"Chen, Catherinehuirong",1,1852,,,,,1.0,725
"Chen, CrystalXiaobei",1,1852,,,,,1.0,725
"Chen, Fan",1,1852,0.0,259,,,1.0,725
"Chen, Gongmeng",2,780,,,,,1.0,725
"Chen, Hsuanchi",3,335,,,,,2.0,258
"Chen, Hui",2,780,,,,,2.0,258
"Chen, Li W.",4,176,0.003968253968253968,172,,,2.0,258
"Chen, Long",6,54,0.016188582788980402,114,,,5.0,15
"Chen, Mark A.",4,176,0.038972514121619485,88,,,2.0,258
"Chen, Qi",2,780,0.0,259,,,2.0,258
"Chen, Ren Raw",3,335,,,,,1.0,725
"Chen, Sheng-Syan",3,335,,,,,1.0,725
"Chen, Shiusheng",0,2767,,,,,1.0,725
"Chen, Shuping",3,335,,,,,1.0,725
"Chen, Tsungkang",2,780,,,,,2.0,258
"Chen, Xia",3,335,,,,,1.0,725
"Chen, Yinghsiu",1,1852,,,,,1.0,725
"Chen, Yong",2,780,,,,,1.0,725
"Chen, Yulun",1,1852,,,,,1.0,725
"Chen, Zhaohui",1,1852,0.0,259,,,1.0,725
"Chen, Zhiping",1,1852,,,,,1.0,725
"Cheng, C. S.Agnes",3,335,,,,,1.0,725
"Cheng, Kuang F.",3,335,,,,,2.0,258
"Cheng, Lee Young",3,335,,,,,2.0,258
"Cheng, Qiang",3,335,,,,,1.0,725
"Cheng, Shijun",0,2767,,,,,1.0,725
"Cheon, Youngsoonsusan",2,780,,,,,1.0,725
"Cherkes, Martin",2,780,,,,,1.0,725
"Chern, Keh Yiing",3,335,,,,,1.0,725
"Chernobai, Anna",1,1852,,,,,1.0,725
"Chernov, Mikhail",2,780,,,,,1.0,725
"Cherny, Alexander S.",1,1852,,,,,1.0,725
"Chernykh, Lucy",0,2767,,,,,1.0,725
"Cheung, Yanleung",6,54,,,,,2.0,258
"Chhaochharia, Vidhi",3,335,0.11888790840264071,33,,,3.0,81
"Chi, Jianxin(Daniel)",2,780,,,,,2.0,258
"Chiang, Thomas",1,1852,,,,,1.0,725
"Chiang, Yao-Min",2,780,,,,,1.0,725
"Chien, Yili",1,1852,0.0,259,,,1.0,725
"Chiesa, Gabriella",0,2767,,,,,1.0,725
"Chih, Shu W.",3,335,,,,,1.0,725
"Ching, Andrew T.",1,1852,,,,,1.0,725
"Chng, Michael T.",0,2767,,,,,1.0,725
"Cho, Seonghoon",2,780,0.0,259,,,1.0,725
"Choi, Byeongyongpaul",1,1852,,,,,1.0,725
"Choi, Chiyoung",0,2767,,,,,1.0,725
"Choi, Darwin",3,335,,,,,2.0,258
"Choi, Hyung Suk",3,335,,,,,1.0,725
"Choi, James J.",3,335,0.0,259,,,2.0,258
"Choi, Jongmoo Jay",1,1852,,,,,1.0,725
"Choi, Nicole",1,1852,,,,,1.0,725
"Choi, Sungho",2,780,0.0002874779926753806,232,,,1.0,725
"Choi, Wooseok",1,1852,,,,,1.0,725
"Chong, Beng Soon",0,2767,,,,,1.0,725
"Chong, Byunguk",2,780,,,,,1.0,725
"Chordia, Tarun",6,54,,,,,3.0,81
"Chortareas, Georgios E.",1,1852,,,,,1.0,725
"Chou, Ray Yeutien",2,780,0.0,259,,,1.0,725
"Chou, Robin K.",3,335,,,,,1.0,725
"Choudhry, Taufiq",0,2767,,,,,1.0,725
"Christensen, Jens H.E.",2,780,,,,,1.0,725
"Christiansen, Charlotte",1,1852,,,,,1.0,725
"Christie, William Gary",1,1852,,,,,1.0,725
"Christie-David, Rohan A.",3,335,,,,,1.0,725
"Christoffersen, Peter F.",6,54,,,,,3.0,81
"Christoffersen, Susan E.K.",1,1852,,,,,1.0,725
"Christophe, Stephen E.",2,780,,,,,1.0,725
"Chua, Choongtze",5,99,,,,,2.0,258
"Chuang, Chiachang",2,780,,,,,1.0,725
"Chue, Timothy K.",1,1852,,,,,1.0,725
"Chui, Andy C.W.",2,780,,,,,1.0,725
"Chuliá, Helena",4,176,,,,,2.0,258
"Chun, Hyunbae",3,335,0.0009881189056139355,224,,,1.0,725
"Chung, Dennis",1,1852,,,,,1.0,725
"Chung, Kee H.",4,176,,,,,3.0,81
"Chung, San-Lin",4,176,,,,,3.0,81
"Chuwonganant, Chairat",2,780,,,,,2.0,258
"Chávez, Gonzalo Arturo",1,1852,,,,,1.0,725
"Cianci, Anna M.",3,335,,,,,1.0,725
"Ciccarelli, Matteo",1,1852,,,,,1.0,725
"Ciccotello, Conrad S.",3,335,,,,,1.0,725
"Cicero, David C.",0,2767,,,,,1.0,725
"Cici, Gjergji",3,335,,,,,2.0,258
"Claessens, Stijn",3,335,0.003968253968253968,172,,,2.0,258
"Clarke, Jonathan E.",3,335,,,,,1.0,725
"Clements, Adam E.",2,780,,,,,1.0,725
"Cocco, João F.",2,780,,,,,1.0,725
"Coccorese, Paolo",0,2767,,,,,1.0,725
"Cochrane, John H.",2,780,0.0,259,,,2.0,258
"Cogley, Timothy W.",3,335,,,,,1.0,725
"Cohen, Alma",2,780,0.0,259,,,1.0,725
"Cohen, Lauren H.",3,335,0.003968253968253968,172,,,4.0,32
"Cohen, Randolph B.",2,780,4.7335037394679563e-05,241,,,1.0,725
"Colacito, Riccardo",3,335,,,,,1.0,725
"Colaco, Hugh M.J.",3,335,,,,,1.0,725
"Colak, Gonul",2,780,,,,,1.0,725
"Cole, Rebel A.",4,176,,,,,2.0,258
"Coles, Jeffrey L.",5,99,0.0026205202646554554,208,,,2.0,258
"Colla, Paolo",1,1852,,,,,1.0,725
"Collard, Fabrice",1,1852,,,,,1.0,725
"Collin-Dufresne, Pierre",3,335,0.0019801823976774275,211,,,3.0,81
