node,degree,degree_rank,betweenness,betweenness_rank,eigenvector,eigenvector_rank,papers,papers_rank
"Amit, Raphael Raffi",1,1304,,,,,1.0,544
"Anari, Ali",2,499,,,,,1.0,544
"Anderson, Christopher W.",1,1304,,,,,1.0,544
"Anderson, Evan W.",2,499,0.0,138,8.040700655458845e-05,126,1.0,544
"Andersson, Magnus",1,1304,,,,,1.0,544
"Andricopoulos, Ari D.",3,212,,,,,1.0,544
"Ang, Andrew",6,29,,,,,5.0,16
"Annaert, Jan",2,499,,,,,1.0,544
"Antell, Jan",1,1304,,,,,1.0,544
"Antoniou, Antonios",2,499,,,,,1.0,544
"Apel, Mikael",2,499,,,,,1.0,544
"Apilado, Vincent P.",1,1304,,,,,1.0,544
"Aragon, George O.",0,2083,,,,,1.0,544
"Arping, Stefan",0,2083,,,,,1.0,544
"Arslanalp, Serkan",1,1304,,,,,1.0,544
"Ashcraft, Adam B.",0,2083,,,,,1.0,544
"Aste, Tomaso",2,499,,,,,1.0,544
"Atanasov, Vladimir",0,2083,,,,,1.0,544
"Athanassakos, George",1,1304,,,,,1.0,544
"Attari, Mukarram",4,112,,,,,2.0,170
"Attig, Najah",3,212,,,,,1.0,544
"Au, Andrea S.",2,499,,,,,1.0,544
"Audrino, Francesco",1,1304,,,,,1.0,544
"Avouyi-Dovi, Sanvi",1,1304,,,,,1.0,544
"Avramov, Doron",5,53,0.013786898093054306,85,0.00014372276470278738,121,5.0,16
"Axelson, Ulf",0,2083,,,,,1.0,544
"Ayadi, Mohamed A.",1,1304,,,,,1.0,544
"Aït-Sahalia, Yacine",3,212,,,,,2.0,170
"Bacidore, Jeffrey M.",3,212,,,,,1.0,544
"Back, Kerry",1,1304,,,,,1.0,544
"Bae, Youngsoo",2,499,,,,,1.0,544
"Baele, Lieven",2,499,,,,,1.0,544
"Bagella, Michele",2,499,,,,,1.0,544
"Bailey, Warren",2,499,,,,,1.0,544
"Baker, Malcolm P.",4,112,0.027614505677373953,61,0.017596591978087106,46,3.0,53
"Bakshi, Gurdip S.",2,499,,,,,1.0,544
"Balakrishnan, Narayanaswamy",1,1304,,,,,1.0,544
"Balfoussia, Hiona",1,1304,,,,,1.0,544
"Bali, Turan G.",7,20,,,,,5.0,16
"Ballestra, Luca Vincenzo",2,499,,,,,1.0,544
"Balvers, Ronald J.",1,1304,,,,,1.0,544
"Bandi, Federico M.",1,1304,,,,,1.0,544
"Banerjee, Prithviraj S.",2,499,,,,,1.0,544
"Banerjee, Priyodorshi",0,2083,,,,,1.0,544
"Banerjee, Suman",2,499,,,,,1.0,544
"Banerji, Sanjay",1,1304,,,,,1.0,544
"Bansal, Ravi",2,499,,,,,1.0,544
"Baptista, Alexandre M.",2,499,,,,,2.0,170
"Barber, Brad M.",2,499,,,,,1.0,544
"Barberis, Nicholas C.",2,499,0.0,138,0.0010732869902498445,98,1.0,544
"Barkoulas, John T.",1,1304,,,,,1.0,544
"Barnes, Michelle L.",1,1304,,,,,1.0,544
"Barone-Adesi, Giovanni",1,1304,,,,,2.0,170
"Barros, Carlos P.",2,499,,,,,1.0,544
"Bartram, So¨hnke M.",5,53,,,,,3.0,53
"Baruch, Shmuel",3,212,,,,,2.0,170
"Basak, Suleyman",3,212,,,,,3.0,53
"Bassett, Gilbert W.",2,499,,,,,1.0,544
"Basu, Devraj",2,499,,,,,1.0,544
"Bates, David S.",0,2083,,,,,1.0,544
"Bates, Thomas W.",2,499,,,,,2.0,170
"Battalio, Robert H.",5,53,,,,,3.0,53
"Bauer, Keldon J.",1,1304,,,,,1.0,544
"Bauer, Rob M.M.J.",2,499,,,,,1.0,544
"Baum, Christopher F.",1,1304,,,,,1.0,544
"Baumann, Ursel",1,1304,,,,,1.0,544
"Beatty, Anne L.",2,499,,,,,1.0,544
"Bebchuk, Lucian A.",1,1304,,,,,1.0,544
"Beccalli, Elena",0,2083,,,,,1.0,544
"Becchetti, Leonardo",2,499,,,,,1.0,544
"Beck, Thorsten",8,13,0.022963812214385527,65,0.2545667883829103,5,7.0,5
"Becker, Bo",0,2083,,,,,2.0,170
"Becker, Ralf",2,499,,,,,1.0,544
"Beetsma, Roel M.W.J.",1,1304,,,,,1.0,544
"Beirlant, Jan",1,1304,,,,,1.0,544
"Bekaert, Geert",5,53,,,,,5.0,16
"Belaire-Franch, Jorge",1,1304,,,,,1.0,544
"Bell, Adrian R.",2,499,,,,,1.0,544
"Belongia, Michael T.",1,1304,,,,,1.0,544
"Beltratti, Andrea E.",0,2083,,,,,1.0,544
"Ben Omrane, Walid",1,1304,,,,,1.0,544
"Benet, Bruce A.",2,499,,,,,1.0,544
"Benigno, Pierpaolo",1,1304,,,,,1.0,544
"Benzoni, Luca",2,499,,,,,1.0,544
"Bergendahl, Göran",3,212,,,,,1.0,544
"Berger, Allen N.",16,1,0.3628051905008919,5,0.44726307706676827,1,11.0,1
"Bergman, Nittai K.",2,499,,,,,2.0,170
"Bergstresser, Daniel",1,1304,0.0,138,3.4192995894363195e-06,187,1.0,544
"Berk, Jonathan B.",1,1304,,,,,1.0,544
"Berkman, Henk",2,499,,,,,1.0,544
"Berkowitz, Michael K.",1,1304,,,,,1.0,544
"Berlemann, Michael",1,1304,,,,,1.0,544
"Bernanke, Ben S.",1,1304,,,,,1.0,544
"Bernardo, Antonio E.",2,499,,,,,1.0,544
"Bernhardt, Dan",6,29,0.03755841291034162,52,3.172060325791878e-05,147,3.0,53
"Berrada, Tony",2,499,,,,,1.0,544
"Berry, Tammy L.",3,212,,,,,1.0,544
"Bertocchi, Marida",4,112,,,,,1.0,544
"Bertrand, Marianne",2,499,,,,,1.0,544
"Bessembinder, Hendrik",2,499,,,,,1.0,544
"Betker, Brian L.",2,499,,,,,1.0,544
"Bettis, J. Carr",2,499,,,,,1.0,544
"Bhagat, Sanjai",3,212,0.001503497518358346,117,7.571471149120403e-06,161,1.0,544
"Bhanot, Karan",1,1304,,,,,2.0,170
"Bharath, Sreedhar T.",4,112,0.08598670652773344,33,0.005811815213993381,69,2.0,170
"Bianco, Magda",2,499,,,,,1.0,544
"Bierbrauer, Michael",3,212,,,,,1.0,544
"Biggs, Tyler",1,1304,,,,,1.0,544
"Billett, Matthew T.",3,212,,,,,2.0,170
"Billi, Roberto M.",1,1304,,,,,1.0,544
"Bindseil, Ulrich",2,499,,,,,1.0,544
"Birge, John R.",1,1304,,,,,1.0,544
"Bitler, Marianne P.",2,499,,,,,1.0,544
"Bizjak, John M.",2,499,,,,,1.0,544
"Bjønnes, Geir Høidal",1,1304,,,,,1.0,544
"Blake, Christopher R.",2,499,,,,,1.0,544
"Blanchard, Olivier Jean",1,1304,,,,,1.0,544
"Blanchet-Scalliet, Christophette",4,112,,,,,1.0,544
"Blanco, Roberto",2,499,,,,,1.0,544
"Blejer, Mario I.",0,2083,,,,,1.0,544
"Blinder, Alan S.",1,1304,,,,,1.0,544
"Bloomfield, Robert J.",2,499,,,,,1.0,544
"Blöchlinger, Andreas",1,1304,,,,,1.0,544
"Board, Simon A.",0,2083,,,,,1.0,544
"Bodie, Zvi",2,499,,,,,1.0,544
"Boehmer, Ekkehart",6,29,,,,,4.0,29
"Boeri, Tito",1,1304,,,,,1.0,544
"Bohl, Martin T.",2,499,,,,,1.0,544
"Boháček, Radim",1,1304,,,,,1.0,544
"Boivin, Jean",0,2083,,,,,1.0,544
"Bollen, Nicolas P.B.",1,1304,,,,,1.0,544
"Bolton, Patrick",2,499,0.0,138,6.939073974356268e-11,253,2.0,170
"Bonaccorsi di Patti, Emilia",3,212,0.015180100426668215,76,0.052391232259030064,31,3.0,53
"Bonin, John P.",3,212,,,,,3.0,53
"Boone, Audra L.",4,112,,,,,3.0,53
"Boot, Arnoud W. A.",4,112,0.022639537921226017,70,0.000293088208208265,108,2.0,170
"Booth, Geoffrey Geoffrey",4,112,,,,,1.0,544
"Booth, James R.",1,1304,,,,,1.0,544
"Booth, Lenachua",1,1304,,,,,1.0,544
"Bordo, Michael David",1,1304,,,,,1.0,544
"Borio, Claudio",0,2083,,,,,1.0,544
"Bortolotti, Bernardo",3,212,,,,,1.0,544
"Bos, Jaap W.B.",6,29,,,,,3.0,53
"Boscaljon, Brian",1,1304,,,,,1.0,544
"Bottazzi, Laura",1,1304,,,,,1.0,544
"Boubakri, Narjess",3,212,,,,,2.0,170
"Boudoukh, Jacob",5,53,,,,,2.0,170
"Bougheas, Spiros",2,499,,,,,1.0,544
"Bovenberg, Arij Lans",1,1304,,,,,1.0,544
"Bowdler, Christopher",1,1304,,,,,1.0,544
"Boyd, John H.",5,53,,,,,3.0,53
"Boyer, Brian H.",2,499,,,,,1.0,544
"Boyle, Glenn W.",1,1304,,,,,1.0,544
"Brada, Josef C.",2,499,,,,,1.0,544
"Brailsford, Timothy J.",2,499,,,,,1.0,544
"Brandt, Michael W.",3,212,0.0,138,0.00010293675234690837,123,1.0,544
"Brau, James C.",3,212,,,,,2.0,170
"Braun, Matías",1,1304,,,,,1.0,544
"Braun, R. Anton",1,1304,,,,,1.0,544
"Brav, Alon",3,212,,,,,1.0,544
"Bravo, Jorge M.",1,1304,,,,,1.0,544
"Brennan, Michael J.",4,112,,,,,2.0,170
"Brennan, Simon",2,499,,,,,1.0,544
"Brenner, Menachem",2,499,,,,,1.0,544
"Breuer, Wolfgang",1,1304,,,,,1.0,544
"Brevoort, Kenneth P.",1,1304,,,,,1.0,544
"Brewer, Elijah",1,1304,,,,,1.0,544
"Brick, Ivan E.",1,1304,,,,,1.0,544
"Bris, Arturo",6,29,0.11643398252692073,28,4.681239630041728e-07,205,4.0,29
"Broadie, Mark N.",3,212,,,,,2.0,170
"Broda, Christian",1,1304,,,,,1.0,544
"Brooks, Chris S.",2,499,,,,,1.0,544
"Brounen, Dirk",2,499,,,,,1.0,544
"Brown, David T.",2,499,,,,,1.0,544
"Brown, Gregory W.",3,212,,,,,2.0,170
"Brown, Jeffrey",2,499,,,,,1.0,544
"Brown, Keith C.",2,499,0.0,138,3.441576850480674e-05,145,1.0,544
"Brown, Martin",1,1304,,,,,1.0,544
"Brown, William O.",2,499,,,,,1.0,544
"Brunnermeier, Markus K.",1,1304,0.0,138,1.960600105992263e-05,154,2.0,170
"Brusco, Sandro",1,1304,,,,,1.0,544
"Buch, Claudia M.",1,1304,,,,,1.0,544
"Bullard, James B.",1,1304,,,,,1.0,544
"Buraschi, Andrea",2,499,,,,,4.0,29
"Burch, Timothy R.",2,499,0.0,138,5.019954866535166e-06,173,1.0,544
"Burdekin, Richard C.K.",2,499,,,,,1.0,544
"Burkart, Mike",1,1304,,,,,1.0,544
"Burns, Natasha",3,212,,,,,2.0,170
"Bushman, Robert M.",2,499,,,,,1.0,544
"Busse, Jeffrey A.",1,1304,,,,,1.0,544
"Butler, Alexander W.",2,499,,,,,2.0,170
"Byers, Steven S.",3,212,,,,,1.0,544
"Caggese, Andrea",0,2083,,,,,1.0,544
"Cai, Jie",1,1304,,,,,1.0,544
"Cai, Jun",3,212,,,,,1.0,544
"Cai, Kelly Nianyun",2,499,,,,,1.0,544
"Cakici, Nusret",3,212,,,,,1.0,544
"Calcagno, Riccardo",1,1304,,,,,1.0,544
"Calem, Paul S.",2,499,,,,,1.0,544
"Calvet, Laurent Emmanuel",1,1304,0.0,138,1.214829953415384e-07,218,1.0,544
"Camera, Gabriele",1,1304,,,,,1.0,544
"Campa, José Manuel",1,1304,,,,,1.0,544
"Campbell, John Y.",1,1304,,,,,2.0,170
"Campello, Murillo",4,112,0.05201288712158593,44,0.0002303701555252557,114,4.0,29
"Cannon, Edmund S.",1,1304,,,,,1.0,544
"Cantor, Richard",1,1304,,,,,1.0,544
"Canzoneri, Matthew B.",2,499,,,,,1.0,544
"Cao, H. Henry",5,53,,,,,2.0,170
"Cao, Melanie",1,1304,,,,,1.0,544
"Caporale, Tony",1,1304,,,,,1.0,544
"Caprio, Gerard Jr",2,499,0.008755889666115168,90,0.015178881266511712,51,1.0,544
"Carbó, Santiago",3,212,,,,,2.0,170
"Carey, Mark",1,1304,,,,,1.0,544
"Carletti, Elena",4,112,,,,,2.0,170
"Carlin, Bruce I.",2,499,,,,,1.0,544
"Carling, Kenneth",3,212,,,,,1.0,544
"Carlson, Mark A.",1,1304,,,,,1.0,544
"Carlson, Murray",4,112,0.022639537921226017,70,5.695605187951438e-06,170,2.0,170
"Carlstrom, Charles T.",1,1304,,,,,1.0,544
"Carow, Kenneth A.",4,112,,,,,2.0,170
"Carpenter, Seth B.",1,1304,,,,,1.0,544
"Carr, Peter P.",1,1304,,,,,2.0,170
"Carter, David A.",1,1304,,,,,1.0,544
"Carter, Sara",3,212,,,,,1.0,544
"Casamatta, Catherine",1,1304,,,,,1.0,544
"Casares, Miguel",0,2083,,,,,1.0,544
"Casassus, Jaime",2,499,,,,,2.0,170
"Castiglionesi, Fabio",1,1304,,,,,2.0,170
"Cerasi, Vittoria",2,499,,,,,1.0,544
"Cerutti, Eugenio",2,499,0.0,138,0.019961339529688718,43,1.0,544
"Cetorelli, Nicola",1,1304,0.0,138,1.6671111139801562e-10,252,1.0,544
"Ceuster, Marc D.",2,499,,,,,1.0,544
"Chacko, George C.",1,1304,,,,,1.0,544
"Chae, Joon",0,2083,,,,,1.0,544
"Chaieb, Ines",1,1304,,,,,1.0,544
"Chakrabarti, Rajesh",3,212,,,,,1.0,544
"Chakrabarty, Bidisha",3,212,,,,,1.0,544
"Chakraborty, Atreya",1,1304,,,,,1.0,544
"Chamon, Marcos",1,1304,,,,,1.0,544
"Champagne, Claudia",1,1304,,,,,1.0,544
"Chan, ChoonChat",1,1304,,,,,1.0,544
"Chan, Kalok",1,1304,,,,,1.0,544
"Chan, Konan",2,499,,,,,1.0,544
"Chang, Eric C.",2,499,,,,,1.0,544
"Chang, Juin-Jen",3,212,,,,,1.0,544
"Chang, Peter",3,212,,,,,1.0,544
"Chang, Wenya",3,212,,,,,1.0,544
"Chang, Xin",2,499,0.0,138,9.043209667703502e-07,195,1.0,544
"Chang, Yongsung",2,499,,,,,1.0,544
"Chari, Anusha",0,2083,,,,,1.0,544
"Charlebois, Maxime",1,1304,,,,,1.0,544
"Chatfield, Robert Evans",1,1304,,,,,1.0,544
"Chaudhry, Mukesh K.",2,499,,,,,1.0,544
"Chava, Sudheer",1,1304,,,,,1.0,544
"Chavez-Demoulin, Valérie",2,499,,,,,1.0,544
"Chay, Jong Bom",2,499,,,,,1.0,544
"Chemla, Gilles",0,2083,,,,,1.0,544
"Chemmanur, Thomas J.",2,499,,,,,2.0,170
"Chen, An Sing",2,499,,,,,2.0,170
"Chen, Andrew H.Y.",3,212,,,,,1.0,544
"Chen, Been-Lon",0,2083,,,,,1.0,544
"Chen, Carl R.",2,499,,,,,1.0,544
"Chen, Chen",2,499,,,,,1.0,544
"Chen, Joseph",2,499,,,,,1.0,544
"Chen, Leinlein",2,499,,,,,1.0,544
"Chen, Long",2,499,,,,,1.0,544
"Chen, Oliver",1,1304,,,,,1.0,544
"Chen, Peter",2,499,,,,,1.0,544
"Chen, Qi",2,499,,,,,2.0,170
"Chen, Rong",2,499,,,,,1.0,544
"Chen, Shiusheng",0,2083,,,,,1.0,544
"Chen, Xia",2,499,,,,,1.0,544
"Chen, Xuanjuan",2,499,,,,,1.0,544
"Chen, Yehning",1,1304,,,,,1.0,544
"Chen, Zhi'An",2,499,,,,,1.0,544
"Cheng, Joseph W.",2,499,,,,,1.0,544
"Cheng, Louis T.W.",2,499,,,,,1.0,544
"Cheng, Shijun",2,499,,,,,2.0,170
"Cheridito, Patrick",2,499,,,,,1.0,544
"Chernov, Mikhail",3,212,,,,,2.0,170
"Cheung, Yanleung",2,499,0.0,138,3.0594275848683277e-07,208,1.0,544
"Chhaochharia, Vidhi",1,1304,,,,,1.0,544
"Chiang, Kevin C.H.",1,1304,,,,,1.0,544
"Chiang, Yi Chein",2,499,,,,,1.0,544
"Chih, Hsiang Lin",1,1304,,,,,1.0,544
"Childs, Paul D.",2,499,,,,,1.0,544
"Chiou, Ingyu",1,1304,0.0,138,0.010963954682372011,53,1.0,544
"Chiyachantana, Chiraphol N.",3,212,,,,,1.0,544
"Cho, Jinwan",0,2083,,,,,1.0,544
"Cho, Seonghoon",1,1304,,,,,1.0,544
"Cho, Seongyeon",1,1304,,,,,1.0,544
"Choe, Hyuk",2,499,,,,,1.0,544
"Choi, Chiyoung",2,499,,,,,1.0,544
"Choi, Dosoung",2,499,,,,,1.0,544
"Choi, Seungmook",2,499,,,,,1.0,544
"Chomsisengphet, Souphala",3,212,,,,,1.0,544
"Chong, Beng Soon",3,212,,,,,2.0,170
"Chordia, Tarun",9,7,0.29728906045917625,9,0.00020801204365458612,115,8.0,3
"Chou, Ray Yeutien",0,2083,,,,,1.0,544
"Christiansen, Charlotte",0,2083,,,,,1.0,544
"Christoffersen, Susan E.K.",3,212,,,,,2.0,170
"Christopoulos, Dimitris K.",1,1304,,,,,1.0,544
"Chrystal, K. Alec",1,1304,,,,,1.0,544
"Chu, Quentin C.",2,499,,,,,1.0,544
"Chua, Choongtze",2,499,,,,,1.0,544
"Chuang, Wen I.",1,1304,,,,,1.0,544
"Chung, Hess",2,499,,,,,1.0,544
"Chung, Huimin",0,2083,,,,,1.0,544
"Chung, Kee H.",6,29,,,,,5.0,16
"Chuwonganant, Chairat",2,499,,,,,2.0,170
"Cici, Gjergji",2,499,,,,,1.0,544
"Ciochetti, Brian A.",2,499,,,,,1.0,544
"Cipriani, Giam Pietro",1,1304,,,,,1.0,544
"Clark, Todd E.",1,1304,,,,,1.0,544
"Clarke, George R.G.",8,13,0.06311303321433068,38,0.33052923995896744,3,4.0,29
"Clarke, Jonathan E.",4,112,0.0076045627376425855,91,2.0710484029743714e-06,191,2.0,170
"Claus, Iris",0,2083,,,,,1.0,544
"Cleary, Sean W.",0,2083,,,,,1.0,544
"Clement, Michael B.",1,1304,,,,,1.0,544
"Clements, Adam E.",2,499,,,,,1.0,544
"Coakley, Jerry",1,1304,,,,,1.0,544
"Cocco, João F.",2,499,,,,,2.0,170
"Coccorese, Paolo",0,2083,,,,,1.0,544
"Cochrane, John H.",0,2083,,,,,1.0,544
"Cogley, Timothy W.",2,499,,,,,1.0,544
"Cohen, Alma",1,1304,,,,,1.0,544
"Cohen, Lauren H.",2,499,,,,,1.0,544
"Cohen, Randolph B.",2,499,0.0,138,0.002258832337354898,88,1.0,544
"Colacito, Riccardo",2,499,,,,,1.0,544
"Colak, Gonul",1,1304,,,,,1.0,544
"Coleman, Thomas F.",3,212,,,,,2.0,170
"Coles, Jeffrey L.",2,499,,,,,1.0,544
"Collin-Dufresne, Pierre",3,212,,,,,3.0,53
"Connolly, Robert A.",2,499,,,,,1.0,544
"Consigli, Giorgio",4,112,,,,,1.0,544
"Consiglio, Andrea",2,499,,,,,1.0,544
"Cook, David E.",1,1304,,,,,1.0,544
"Cook, Douglas O.",2,499,,,,,1.0,544
"Cooper, Ian A.",1,1304,,,,,1.0,544
"Cooper, Ilan",0,2083,,,,,1.0,544
"Cooper, Michael J.",4,112,0.04648361536005573,46,3.5970922651434565e-07,207,2.0,170
"Core, John E.",2,499,,,,,1.0,544
"Coricelli, Fabrizio",2,499,,,,,1.0,544
"Corielli, Francesco",2,499,,,,,2.0,170
"Cornaggia, Kimberly J.",2,499,,,,,1.0,544
"Cornelli, Francesca",2,499,0.0,138,3.3802074336306498e-09,240,1.0,544
"Cornett, Marcia Millon",5,53,0.00756102516471715,103,0.0011847196043073902,94,3.0,53
"Corwin, Shane A.",1,1304,,,,,1.0,544
"Cosset, Jean Claude",3,212,,,,,2.0,170
"Cottarelli, Carlo",2,499,0.0,138,0.002748213772958581,81,1.0,544
"Cotter, John",1,1304,,,,,1.0,544
"Cousot, Laurent",0,2083,,,,,1.0,544
"Coval, Joshua D.",7,20,0.44120976402635476,3,0.01742803699654621,48,5.0,16
"Cover, James Peery",2,499,,,,,1.0,544
"Covitz, Daniel M.",1,1304,,,,,1.0,544
"Cox, Steven R.",2,499,,,,,1.0,544
"Craig, Ben R.",1,1304,,,,,1.0,544
"Craig, Steven G.",1,1304,,,,,1.0,544
"Cremers, K. J. Martijn",3,212,,,,,3.0,53
"Cristadoro, Riccardo",3,212,,,,,1.0,544
"Crivelli, Juan Miguel",4,112,0.00465529529761965,105,0.11496808073706584,15,2.0,170
"Croitoru, Benjamin",1,1304,,,,,1.0,544
"Cronqvist, Henrik",1,1304,,,,,1.0,544
"Csóka, Péter",2,499,,,,,1.0,544
"Cull, Robert",16,1,0.14073020572309458,25,0.38044036566688294,2,8.0,3
"Cumby, Robert E.",2,499,,,,,1.0,544
"Cummins, J. David",3,212,,,,,2.0,170
"Cuny, Charles J.",0,2083,,,,,1.0,544
"Cuoco, Domenico",1,1304,,,,,1.0,544
"Cuñado Eizaguirre, Juncal",2,499,,,,,1.0,544
"Cuñat, Vicente",0,2083,,,,,1.0,544
"Cvitanić, Jakša",3,212,,,,,1.0,544
"Cysne, Rubens Penha",0,2083,,,,,1.0,544
"D'Ecclesia, Rita Laura",1,1304,,,,,1.0,544
"Daal, Elton A.",2,499,,,,,1.0,544
"Dacorogna, Michel M.",2,499,,,,,1.0,544
"Dahiya, Sandeep",5,53,0.22251327895974296,14,0.032475956944784085,38,2.0,170
"Dai, Qiang",2,499,,,,,1.0,544
"Dailami, Mansoor",1,1304,0.0,138,3.253863864111082e-05,146,1.0,544
"Daltung, Sonja",2,499,,,,,1.0,544
"Daniel, Kent D.",1,1304,0.0,138,4.717622334937203e-06,176,1.0,544
"Daniel, Naveen D.",2,499,,,,,1.0,544
"Daniels, Joseph P.",2,499,,,,,1.0,544
"Daniels, Kenneth N.",2,499,,,,,1.0,544
"Daníelsson, Jón",1,1304,,,,,1.0,544
"Darrat, Ali F.",2,499,,,,,1.0,544
"Das, Sanjiv Ranjan",3,212,0.001886628160102168,112,4.155722211602609e-06,183,1.0,544
"Das, Somnath",2,499,,,,,1.0,544
"Dasgupta, Sudipto",5,53,0.02269758801845993,66,5.820323381518403e-06,169,3.0,53
"Datta, Sudip",2,499,,,,,1.0,544
"David Hillier, David",1,1304,,,,,1.0,544
"Davidson, Wallace N.",3,212,,,,,1.0,544
"Davig, Troy",2,499,,,,,1.0,544
"Davis, Gerald F.",1,1304,,,,,1.0,544
"Davis, Lance E.",3,212,0.0,138,0.056235967557694326,26,1.0,544
"Davydenko, Sergei A.",1,1304,,,,,1.0,544
"De Bodt, Eric",1,1304,,,,,1.0,544
"De Fontnouvelle, Patrick",3,212,,,,,1.0,544
"De Giorgi, Enrico G.",0,2083,,,,,1.0,544
"De Goeij, Peter",1,1304,,,,,1.0,544
"De Graeve, Ferre",2,499,,,,,1.0,544
"De Haas, Ralph T.A.",1,1304,,,,,1.0,544
"De Jong, Abe",2,499,,,,,1.0,544
"De Jong, Frank",4,112,,,,,2.0,170
"De Jonghe, Olivier",3,212,,,,,2.0,170
"De La Torre, Augusto",2,499,0.0,138,0.001079582768900832,96,1.0,544
"De Ménil, Georges",0,2083,,,,,1.0,544
"De Nicoló, Gianni",3,212,,,,,2.0,170
"De Roon, Frans A.",1,1304,,,,,1.0,544
"De Vries, Casper G.",0,2083,,,,,1.0,544
"DeAngelo, Harry",2,499,,,,,2.0,170
"DeAngelo, Linda Elizabeth",2,499,,,,,2.0,170
"DeLong, Gayle L.",1,1304,0.0,138,0.006079375529008625,65,1.0,544
"DeYoung, Robert E.",4,112,0.02269758801845993,66,0.05328676543758285,30,3.0,53
"Degeorge, François",2,499,,,,,1.0,544
"Degryse, Hans",1,1304,,,,,2.0,170
"Dejesus-Rueff, Virginia",3,212,,,,,1.0,544
"Delgado, Javier",2,499,,,,,1.0,544
"Dell'Ariccia, Giovanni",7,20,0.05247728789945723,42,0.021339747136288632,42,4.0,29
"Dellas, Harris",0,2083,,,,,1.0,544
"Demarzo, Peter M.",4,112,,,,,5.0,16
"Demiralp, Selva",2,499,,,,,2.0,170
"Demirgüç-Kunt, Asli",5,53,0.023646223357424122,64,0.22348037911655377,7,6.0,9
"Demyanyk, Yuliya S.",2,499,,,,,1.0,544
"Deng, Saiying(Esther)",2,499,,,,,1.0,544
"Deng, Yongheng",1,1304,,,,,1.0,544
"Denis, David J.",2,499,,,,,1.0,544
"Denis, Diane Kowalski",2,499,,,,,1.0,544
"Dennis, Richard",1,1304,,,,,1.0,544
"Dentcheva, Darinka",1,1304,,,,,1.0,544
"Derashid, Chek",2,499,,,,,1.0,544
"Dermine, Jean",1,1304,,,,,1.0,544
"Derrien, François",3,212,,,,,3.0,53
"Desai, Mihir A.",5,53,0.02269758801845993,66,1.1194543935181443e-06,193,3.0,53
"Dessein, Wouter",0,2083,,,,,1.0,544
"Detemple, Jérôme B.",2,499,,,,,1.0,544
"Devereux, John",2,499,,,,,1.0,544
"Devereux, Michael B.",1,1304,,,,,1.0,544
"Devriese, Johan",1,1304,,,,,1.0,544
"Dewachter, Hans",1,1304,,,,,1.0,544
"Dhaliwal, Dan S.",1,1304,,,,,1.0,544
"Dharmapala, Dhammika",1,1304,0.0,138,1.509224141096761e-07,213,1.0,544
"Di Giorgio, Giorgio",1,1304,,,,,1.0,544
"Di Matteo, Tiziana",2,499,,,,,1.0,544
"Diamond, Douglas W.",1,1304,0.0,138,0.01610909529540466,49,1.0,544
"Diba, Behzad T.",2,499,,,,,1.0,544
"Dick, Astrid A.",3,212,0.0,138,0.1222229510397035,14,3.0,53
"Diether, Karl B.",2,499,,,,,1.0,544
"Dimand, Robert W.",0,2083,,,,,1.0,544
"Dimitrov, Valentin",1,1304,,,,,1.0,544
"Dinç, I. Serdar",0,2083,,,,,1.0,544
"Diop, Awa Hélène",4,112,,,,,1.0,544
"Dittmann, Ingolf",1,1304,,,,,1.0,544
"Dittmar, Amy K.",4,112,0.24923809247380488,11,0.00026274502238816776,112,3.0,53
